u,v,key,osmid,oneway,lanes,name,highway,maxspeed,width,length,geometry,est_width,access,bridge,service,ref,junction
4999052687,4999052688,0,506371160,False,1,Jalan Tamansari II,living_street,10,1.5,15.539,"LINESTRING (106.8272101 -6.1596867, 106.8270713 -6.1597087)",,,,,,
4999052688,4999052687,0,506371160,False,1,Jalan Tamansari II,living_street,10,1.5,15.539,"LINESTRING (106.8270713 -6.1597087, 106.8272101 -6.1596867)",,,,,,
4999052688,4999052689,0,506371160,False,1,Jalan Tamansari II,living_street,10,1.5,18.883,"LINESTRING (106.8270713 -6.1597087, 106.8269024 -6.159734)",,,,,,
4999052689,4999052688,0,506371160,False,1,Jalan Tamansari II,living_street,10,1.5,18.883,"LINESTRING (106.8269024 -6.159734, 106.8270713 -6.1597087)",,,,,,
4999052689,4999052690,0,506371160,False,1,Jalan Tamansari II,living_street,10,1.5,21.915,"LINESTRING (106.8269024 -6.159734, 106.8267059 -6.15976)",,,,,,
4999052690,4999052689,0,506371160,False,1,Jalan Tamansari II,living_street,10,1.5,21.915,"LINESTRING (106.8267059 -6.15976, 106.8269024 -6.159734)",,,,,,
4999052690,4999052691,0,506371160,False,1,Jalan Tamansari II,living_street,10,1.5,8.707,"LINESTRING (106.8267059 -6.15976, 106.8266288 -6.159776)",,,,,,
4999052691,4999052690,0,506371160,False,1,Jalan Tamansari II,living_street,10,1.5,8.707,"LINESTRING (106.8266288 -6.159776, 106.8267059 -6.15976)",,,,,,
4999052691,4999052692,0,506371160,False,1,Jalan Tamansari II,living_street,10,1.5,15.542,"LINESTRING (106.8266288 -6.159776, 106.8264893 -6.1597933)",,,,,,
4999052692,4999052691,0,506371160,False,1,Jalan Tamansari II,living_street,10,1.5,15.542,"LINESTRING (106.8264893 -6.1597933, 106.8266288 -6.159776)",,,,,,
4999052692,4999052693,0,506371160,False,1,Jalan Tamansari II,living_street,10,1.5,15.693,"LINESTRING (106.8264893 -6.1597933, 106.8263492 -6.159816)",,,,,,
4999052693,4999052692,0,506371160,False,1,Jalan Tamansari II,living_street,10,1.5,15.693,"LINESTRING (106.8263492 -6.159816, 106.8264893 -6.1597933)",,,,,,
4999052693,4999052694,0,506371160,False,1,Jalan Tamansari II,living_street,10,1.5,20.426,"LINESTRING (106.8263492 -6.159816, 106.8261654 -6.1598347)",,,,,,
4999052694,4999052693,0,506371160,False,1,Jalan Tamansari II,living_street,10,1.5,20.426,"LINESTRING (106.8261654 -6.1598347, 106.8263492 -6.159816)",,,,,,
4999052694,4999052695,0,506371160,False,1,Jalan Tamansari II,living_street,10,1.5,17.475,"LINESTRING (106.8261654 -6.1598347, 106.8260105 -6.159866)",,,,,,
4999052695,4999052694,0,506371160,False,1,Jalan Tamansari II,living_street,10,1.5,17.475,"LINESTRING (106.8260105 -6.159866, 106.8261654 -6.1598347)",,,,,,
4999052695,4999052696,0,506371160,False,1,Jalan Tamansari II,living_street,10,1.5,21.705,"LINESTRING (106.8260105 -6.159866, 106.8258161 -6.1598933)",,,,,,
4999052696,4999052695,0,506371160,False,1,Jalan Tamansari II,living_street,10,1.5,21.705,"LINESTRING (106.8258161 -6.1598933, 106.8260105 -6.159866)",,,,,,
4999052696,4999052697,0,506371160,False,1,Jalan Tamansari II,living_street,10,1.5,23.685,"LINESTRING (106.8258161 -6.1598933, 106.8256042 -6.1599247)",,,,,,
4999052697,4999052696,0,506371160,False,1,Jalan Tamansari II,living_street,10,1.5,23.685,"LINESTRING (106.8256042 -6.1599247, 106.8258161 -6.1598933)",,,,,,
4999052697,4999052698,0,506371160,False,1,Jalan Tamansari II,living_street,10,1.5,13.222,"LINESTRING (106.8256042 -6.1599247, 106.8254875 -6.1599507)",,,,,,
4999052698,4999052697,0,506371160,False,1,Jalan Tamansari II,living_street,10,1.5,13.222,"LINESTRING (106.8254875 -6.1599507, 106.8256042 -6.1599247)",,,,,,
4999052698,350778084,0,506371160,False,1,Jalan Tamansari II,living_street,10,1.5,18.934,"LINESTRING (106.8254875 -6.1599507, 106.82532 -6.1599862)",,,,,,
4999052699,2824110904,0,31446026,False,1,Jalan Tamansari III,living_street,10,1.5,41.437,"LINESTRING (106.8262546 -6.1593843, 106.8258858 -6.1594508)",,,,,,
4999052699,2824110903,0,31446026,False,1,Jalan Tamansari III,living_street,10,1.5,45.093,"LINESTRING (106.8262546 -6.1593843, 106.8266623 -6.1593721)",,,,,,
4999290542,4443754677,0,447197227,False,,Jalan Jaha,residential,30,2.5,26.127,"LINESTRING (106.809487 -6.2949917, 106.8094589 -6.295225)",,,,,,
4999290542,6771520817,0,447197227,False,,Jalan Jaha,residential,30,2.5,32.533,"LINESTRING (106.809487 -6.2949917, 106.8095377 -6.2947035)",,,,,,
4999290606,4443754679,0,447197227,False,,Jalan Jaha,residential,30,2.5,23.604,"LINESTRING (106.8094294 -6.2954556, 106.8094026 -6.2956662)",,,,,,
4999290606,4443754677,0,447197227,False,,Jalan Jaha,residential,30,2.5,25.848,"LINESTRING (106.8094294 -6.2954556, 106.8094589 -6.295225)",,,,,,
4999290612,6702543815,0,447197227,False,,Jalan Jaha,residential,30,2.5,11.975,"LINESTRING (106.8085808 -6.2973559, 106.8085912 -6.2974631)",,,,,,
4999290612,4443754685,0,447197227,False,,Jalan Jaha,residential,30,2.5,109.039,"LINESTRING (106.8085808 -6.2973559, 106.8086871 -6.296381)",,,,,,
4999290725,4995005549,0,510968242,False,1,Jalan Lapangan Tembak,residential,30,3,18.148,"LINESTRING (106.8055131 -6.2974822, 106.8053561 -6.2974344)",,,yes,,,
4999290725,4999290726,0,510968243,False,1,Jalan Lapangan Tembak,residential,30,3,40.128,"LINESTRING (106.8055131 -6.2974822, 106.8058523 -6.2976109)",,,,,,
4999290726,4999290725,0,510968243,False,1,Jalan Lapangan Tembak,residential,30,3,40.128,"LINESTRING (106.8058523 -6.2976109, 106.8055131 -6.2974822)",,,,,,
4999290726,4999290727,0,510968243,False,1,Jalan Lapangan Tembak,residential,30,3,100.926,"LINESTRING (106.8058523 -6.2976109, 106.8067288 -6.2978655)",,,,,,
4999290727,4999290726,0,510968243,False,1,Jalan Lapangan Tembak,residential,30,3,100.926,"LINESTRING (106.8067288 -6.2978655, 106.8058523 -6.2976109)",,,,,,
4999290727,4999290728,0,510968243,False,1,Jalan Lapangan Tembak,residential,30,3,96.082,"LINESTRING (106.8067288 -6.2978655, 106.8075978 -6.2978894)",,,,,,
4999290728,4999290727,0,510968243,False,1,Jalan Lapangan Tembak,residential,30,3,96.082,"LINESTRING (106.8075978 -6.2978894, 106.8067288 -6.2978655)",,,,,,
4999290728,6337574049,0,510968243,False,1,Jalan Lapangan Tembak,residential,30,3,43.495,"LINESTRING (106.8075978 -6.2978894, 106.8079904 -6.2979164)",,,,,,
4999290729,6337574049,0,510968243,False,1,Jalan Lapangan Tembak,residential,30,3,51.513,"LINESTRING (106.8084467 -6.2980108, 106.8079904 -6.2979164)",,,,,,
4999290729,4443754892,0,510968243,False,1,Jalan Lapangan Tembak,residential,30,3,31.747,"LINESTRING (106.8084467 -6.2980108, 106.808732 -6.2979777)",,,,,,
4999343707,4999343708,0,510975944,False,,Jalan Pendidikan X,residential,20,3,28.429,"LINESTRING (106.9193701 -6.2351971, 106.9194043 -6.2349437)",,,,,,
4999343708,3090158900,0,304475251,False,,Jalan Pendidikan X,residential,20,3,13.224,"LINESTRING (106.9194043 -6.2349437, 106.9192847 -6.2349466)",,,,,,
4999343708,3090158899,0,304475251,False,,Jalan Pendidikan X,residential,20,3,48.901,"LINESTRING (106.9194043 -6.2349437, 106.9198466 -6.2349346)",,,,,,
4999343708,4999343707,0,510975944,False,,Jalan Pendidikan X,residential,20,3,28.429,"LINESTRING (106.9194043 -6.2349437, 106.9193701 -6.2351971)",,,,,,
4999471751,4992209901,0,98077395,False,2,Jalan Haji Achmad R.,living_street,20,1,15.202,"LINESTRING (106.8958964 -6.2374988, 106.8957589 -6.2374961)",,,,,,
4999471751,7244058465,0,98077395,False,2,Jalan Haji Achmad R.,living_street,20,1,14.195,"LINESTRING (106.8958964 -6.2374988, 106.8960248 -6.2375008)",,,,,,
4999471797,1134966828,0,250867285,False,2,Jalan Haji Achmad R.,residential,20,3,12.639,"LINESTRING (106.8965482 -6.2373282, 106.8964704 -6.2374115)",,,,,,
4999471797,5513430344,0,250867285,False,2,Jalan Haji Achmad R.,residential,20,3,20.906,"LINESTRING (106.8965482 -6.2373282, 106.8966656 -6.2371808)",,,,,,
4999471810,5513430344,0,250867285,False,2,Jalan Haji Achmad R.,residential,20,3,21.748,"LINESTRING (106.8967789 -6.2370209, 106.8966656 -6.2371808)",,,,,,
4999471810,7244070689,0,250867285,False,2,Jalan Haji Achmad R.,residential,20,3,11.436,"LINESTRING (106.8967789 -6.2370209, 106.8968486 -6.2369449)",,,,,,
5006201790,186908076,0,733008262,False,2,Jalan Patra Kuningan 7,tertiary,15,7,91.46,"LINESTRING (106.8337398 -6.234694, 106.8344245 -6.2351558)",,,,,,
5006542322,6325087950,0,28224682,False,2,Jalan Patra Kuningan 7,tertiary,15,7,8.118,"LINESTRING (106.8362946 -6.2356067, 106.836222 -6.2355957)",,,,,,
5011116992,6445215488,0,250867276,False,,Jalan Bulak Barat IV,residential,20,3,7.696,"LINESTRING (106.9025355 -6.2163313, 106.9024899 -6.216279)",,,,,,
5011116992,6445215486,0,250867276,False,,Jalan Bulak Barat IV,residential,20,3,2.666,"LINESTRING (106.9025355 -6.2163313, 106.9025557 -6.2163444)",,,,,,
5013242764,5640815172,0,590892713,False,,,living_street,10,,19.082,"LINESTRING (106.7475889 -6.2444628, 106.7474167 -6.2444506)",,,,,,
5013242764,5640815175,0,590892713,False,,,living_street,10,,34.105,"LINESTRING (106.7475889 -6.2444628, 106.7478968 -6.2444826)",,,,,,
5013469176,7096354595,0,155904710,False,2,Jalan Haji Jenih,residential,20,4,41.327,"LINESTRING (106.8740855 -6.2967379, 106.8737118 -6.2967507)",,,,,,
5013469176,7096401201,0,155904710,False,2,Jalan Haji Jenih,residential,20,4,7.251,"LINESTRING (106.8740855 -6.2967379, 106.8741511 -6.2967385)",,,,,,
5013469627,1682474337,0,155904710,False,2,Jalan Haji Jenih,residential,20,4,76.515,"LINESTRING (106.8724506 -6.2960608, 106.8717733 -6.2959184)",,,,,,
5013469627,7096354602,0,155904710,False,2,Jalan Haji Jenih,residential,20,4,16.147,"LINESTRING (106.8724506 -6.2960608, 106.8725954 -6.2960801)",,,,,,
5013474624,6784574682,0,512825271,False,1,,living_street,5,1,9.323,"LINESTRING (106.8597461 -6.2941648, 106.8597335 -6.2940819)",,,,,,
5013474624,6784574683,0,512825271,False,1,,living_street,5,1,12.722,"LINESTRING (106.8597461 -6.2941648, 106.8597476 -6.2942792)",,,,,,
5013474640,6784574682,0,512825271,False,1,,living_street,5,1,11.577,"LINESTRING (106.8597242 -6.2939782, 106.8597335 -6.2940819)",,,,,,
5013474641,6784574683,0,512825271,False,1,,living_street,5,1,16.266,"LINESTRING (106.8597525 -6.2944254, 106.8597476 -6.2942792)",,,,,,
5019161891,7036645333,0,800663821,False,1,Jalan Tabanas,residential,5,5,7.98,"LINESTRING (106.8001559 -6.2845536, 106.8002281 -6.2845541)",,permissive,,,,
5019226190,4978679679,0,513478344,False,1,,living_street,5,1,4.316,"LINESTRING (106.7938529 -6.276367, 106.7938183 -6.276385)",,,yes,,,
5019465632,1695769962,0,496562230,False,1,Jalan AMD VIII,residential,20,4,23.146,"LINESTRING (106.8377914 -6.304355, 106.8378774 -6.3045448)",,private,,,,
5019465632,1695769954,0,496562230,False,1,Jalan AMD VIII,residential,20,4,11.678,"LINESTRING (106.8377914 -6.304355, 106.8377585 -6.3042552)",,private,,,,
5025719894,7029068063,0,685381709,True,,Taman Rasuna Utara,service,30,,5.038,"LINESTRING (106.8376137 -6.216014, 106.8375792 -6.2159844)",,yes,,,,
5025719895,5025719900,0,392819078,True,1,Jalan Taman Rasuna Timur,service,30,,60.541,"LINESTRING (106.8376738 -6.218751, 106.8375859 -6.2182136)",,yes,,,,
5025719896,5025719894,0,392819078,True,1,Jalan Taman Rasuna Timur,service,30,,25.021,"LINESTRING (106.8375922 -6.216238, 106.8376137 -6.216014)",,yes,,,,
5025719897,5388328976,0,392819078,True,1,Jalan Taman Rasuna Timur,service,30,,18.714,"LINESTRING (106.8375469 -6.2177278, 106.8375466 -6.2175595)",,yes,,,,
5025719898,1871181241,0,685381709,True,,Taman Rasuna Utara,service,30,,38.443,"LINESTRING (106.8375244 -6.2159642, 106.8371774 -6.2159412)",,yes,,,,
5025719899,5025719896,0,392819078,True,1,Jalan Taman Rasuna Timur,service,30,,88.77,"LINESTRING (106.8375777 -6.2170362, 106.8375922 -6.216238)",,yes,,,,
5025719900,5388328970,0,392819078,True,1,Jalan Taman Rasuna Timur,service,30,,20.045,"LINESTRING (106.8375859 -6.2182136, 106.8375715 -6.2180339)",,yes,,,,
5026090060,5026090062,0,514464814,False,2,Gang Duta,living_street,10,2,25.808,"LINESTRING (106.8057222 -6.2607386, 106.8059554 -6.2607501)",,,,,,
5026090061,6782023115,0,514464814,False,2,Gang Duta,living_street,10,2,15.962,"LINESTRING (106.8064073 -6.260764, 106.8062643 -6.260744)",,,,,,
5026090062,6782023116,0,514464814,False,2,Gang Duta,living_street,10,2,12.067,"LINESTRING (106.8059554 -6.2607501, 106.8060645 -6.2607541)",,,,,,
5026090062,5026090060,0,514464814,False,2,Gang Duta,living_street,10,2,25.808,"LINESTRING (106.8059554 -6.2607501, 106.8057222 -6.2607386)",,,,,,
5028087749,4443754667,0,510968233,False,1,Jalan Jaha,residential,30,3,39.774,"LINESTRING (106.8116972 -6.2948624, 106.8113404 -6.2948158)",,,,,,
5029122151,4565134674,0,768026489,True,2,Jalan Raya Bogor,trunk,20,6,6.154,"LINESTRING (106.8650555 -6.3505894, 106.8650154 -6.3506278)",,,,,2,
5029122179,5029122180,0,722384258,True,2,Jalan Raya Bogor,trunk,20,6,28.244,"LINESTRING (106.8641715 -6.3511904, 106.8643807 -6.3510445)",,,,,2,
5029122180,5029122181,0,722384258,True,2,Jalan Raya Bogor,trunk,20,6,24.889,"LINESTRING (106.8643807 -6.3510445, 106.8645631 -6.3509132)",,,,,2,
5029122181,5029122182,0,722384258,True,2,Jalan Raya Bogor,trunk,20,6,31.092,"LINESTRING (106.8645631 -6.3509132, 106.8647886 -6.350746)",,,,,2,
5029122182,5029122183,0,722384258,True,2,Jalan Raya Bogor,trunk,20,6,24.87,"LINESTRING (106.8647886 -6.350746, 106.8649558 -6.3505963)",,,,,2,
5029122183,5029122152,0,722384258,True,2,Jalan Raya Bogor,trunk,20,6,6.761,"LINESTRING (106.8649558 -6.3505963, 106.8650007 -6.350555)",,,,,2,
5034143956,7249079855,0,515490545,False,1,Gang Lingkar II,living_street,5,1,0.263,"LINESTRING (106.7183857 -6.1724251, 106.7183835 -6.1724242)",,,,,,
5034143956,7249079854,0,515490545,False,1,Gang Lingkar II,living_street,5,1,0.172,"LINESTRING (106.7183857 -6.1724251, 106.7183868 -6.1724262)",,,,,,
5034143957,7249079856,0,515490545,False,1,Gang Lingkar II,living_street,5,1,11.907,"LINESTRING (106.7183832 -6.1725347, 106.7183875 -6.1724277)",,,,,,
5034143957,7249079857,0,515490545,False,1,Gang Lingkar II,living_street,5,1,4.725,"LINESTRING (106.7183832 -6.1725347, 106.7183909 -6.1725765)",,,,,,
5034143958,7249079857,0,515490545,False,1,Gang Lingkar II,living_street,5,1,0.095,"LINESTRING (106.7183914 -6.1725772, 106.7183909 -6.1725765)",,,,,,
5034143958,7249079858,0,515490545,False,1,Gang Lingkar II,living_street,5,1,0.144,"LINESTRING (106.7183914 -6.1725772, 106.7183926 -6.1725777)",,,,,,
5034143959,7249079858,0,515490545,False,1,Gang Lingkar II,living_street,5,1,12.982,"LINESTRING (106.7185093 -6.1725907, 106.7183926 -6.1725777)",,,,,,
5034143959,7249079859,0,515490545,False,1,Gang Lingkar II,living_street,5,1,23.721,"LINESTRING (106.7185093 -6.1725907, 106.7187217 -6.172621)",,,,,,
5034143960,7249079860,0,515490545,False,1,Gang Lingkar II,living_street,5,1,0.182,"LINESTRING (106.7187239 -6.1726227, 106.7187226 -6.1726217)",,,,,,
5034143960,7249079862,0,515490545,False,1,Gang Lingkar II,living_street,5,1,0.112,"LINESTRING (106.7187239 -6.1726227, 106.718724 -6.1726237)",,,,,,
5034143961,7249079861,0,515490545,False,1,Gang Lingkar II,living_street,5,1,19.766,"LINESTRING (106.7186863 -6.1727987, 106.7187243 -6.172625)",,,,,,
5034143961,7249145713,0,515490545,False,1,Gang Lingkar II,living_street,5,1,14.971,"LINESTRING (106.7186863 -6.1727987, 106.7186534 -6.1729293)",,,,,,
5034143962,7249145711,0,515490545,False,1,Gang Lingkar II,living_street,5,1,0.355,"LINESTRING (106.7186488 -6.1729347, 106.7186513 -6.1729327)",,,,,,
5034143962,7249145712,0,515490545,False,1,Gang Lingkar II,living_street,5,1,0.442,"LINESTRING (106.7186488 -6.1729347, 106.7186448 -6.1729347)",,,,,,
5034143963,7249145714,0,515490545,False,1,Gang Lingkar II,living_street,5,1,0.282,"LINESTRING (106.7185224 -6.1729081, 106.7185249 -6.1729076)",,,,,,
5034143963,7249145715,0,515490545,False,1,Gang Lingkar II,living_street,5,1,0.144,"LINESTRING (106.7185224 -6.1729081, 106.7185213 -6.1729088)",,,,,,
5034143964,7249145716,0,515490545,False,1,Gang Lingkar II,living_street,5,1,14.37,"LINESTRING (106.7185013 -6.1730387, 106.7185199 -6.1729108)",,,,,,
5034143964,410403023,0,515490545,False,1,Gang Lingkar II,living_street,5,1,21.914,"LINESTRING (106.7185013 -6.1730387, 106.7184448 -6.1732276)",,,,,,
5034143969,7249079855,0,515490545,False,1,Gang Lingkar II,living_street,5,1,16.751,"LINESTRING (106.718233 -6.1724067, 106.7183835 -6.1724242)",,,,,,
5038102192,4916070731,0,500651106,False,1,,living_street,5,2,9.621,"LINESTRING (106.8819475 -6.3364403, 106.88202 -6.3364882)",,,,,,
5038102192,7679680867,0,500651106,False,1,,living_street,5,2,3.976,"LINESTRING (106.8819475 -6.3364403, 106.8819141 -6.336427)",,,,,,
5038102193,7679680867,0,500651106,False,1,,living_street,5,2,4.185,"LINESTRING (106.8818771 -6.336419, 106.8819141 -6.336427)",,,,,,
5038102193,5038102194,0,500651106,False,1,,living_street,5,2,3.78,"LINESTRING (106.8818771 -6.336419, 106.8818429 -6.3364196)",,,,,,
5038102194,5038102193,0,500651106,False,1,,living_street,5,2,3.78,"LINESTRING (106.8818429 -6.3364196, 106.8818771 -6.336419)",,,,,,
5038102194,4916457069,0,500651106,False,1,,living_street,5,2,8.525,"LINESTRING (106.8818429 -6.3364196, 106.8817659 -6.336415)",,,,,,
5038102195,4916457071,0,500651106,False,1,,living_street,5,2,5.293,"LINESTRING (106.8815808 -6.3363837, 106.8816284 -6.336389)",,,,,,
5038102195,5038102196,0,500651106,False,1,,living_street,5,2,6.675,"LINESTRING (106.8815808 -6.3363837, 106.8815204 -6.3363843)",,,,,,
5038102196,5038102195,0,500651106,False,1,,living_street,5,2,6.675,"LINESTRING (106.8815204 -6.3363843, 106.8815808 -6.3363837)",,,,,,
5038102196,7679680868,0,500651106,False,1,,living_street,5,2,5.532,"LINESTRING (106.8815204 -6.3363843, 106.8814708 -6.336391)",,,,,,
5042336049,5042337310,0,516544419,False,1,Jalan Mangga,living_street,5,2,12.755,"LINESTRING (106.888858 -6.3065821, 106.8889733 -6.3065772)",,,,,,
5042336049,5042337311,0,516544419,False,1,Jalan Mangga,living_street,5,2,12.457,"LINESTRING (106.888858 -6.3065821, 106.888748 -6.3066065)",,,,,,
5042337309,6334787220,0,516544419,False,1,Jalan Mangga,living_street,5,2,11.098,"LINESTRING (106.8894045 -6.3065919, 106.8893041 -6.3065904)",,,,,,
5042337310,6334787220,0,516544419,False,1,Jalan Mangga,living_street,5,2,36.59,"LINESTRING (106.8889733 -6.3065772, 106.8893041 -6.3065904)",,,,,,
5042337310,5042336049,0,516544419,False,1,Jalan Mangga,living_street,5,2,12.755,"LINESTRING (106.8889733 -6.3065772, 106.888858 -6.3065821)",,,,,,
5042337311,5042336049,0,516544419,False,1,Jalan Mangga,living_street,5,2,12.457,"LINESTRING (106.888748 -6.3066065, 106.888858 -6.3065821)",,,,,,
5042337311,7086587095,0,516544419,False,1,Jalan Mangga,living_street,5,2,8.856,"LINESTRING (106.888748 -6.3066065, 106.8886739 -6.3066368)",,,,,,
5042337312,7086587095,0,516544419,False,1,Jalan Mangga,living_street,5,2,14.59,"LINESTRING (106.8885516 -6.3066862, 106.8886739 -6.3066368)",,,,,,
5042930461,7257271281,0,508955187,False,2,Jalan Menceng Raya,tertiary,10,7,11.242,"LINESTRING (106.7210624 -6.1269417, 106.7211539 -6.1269858)",,,,,,
5042930461,7257271282,0,508955187,False,2,Jalan Menceng Raya,tertiary,10,7,12.965,"LINESTRING (106.7210624 -6.1269417, 106.7209634 -6.1268792)",,,,,,
5047306675,367434601,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,43.259,"LINESTRING (106.7127496 -6.1134421, 106.7127599 -6.1130532)",,,,,,
5047306675,368389333,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,46.739,"LINESTRING (106.7127496 -6.1134421, 106.7127551 -6.1138624)",,,,,,
5063679250,5063679279,0,519264827,False,1,Jalan Mujahidin,residential,20,3,22.907,"LINESTRING (106.7607382 -6.239912, 106.7607717 -6.2401153)",,,,,,
5063679250,5063679278,0,519264827,False,1,Jalan Mujahidin,residential,20,3,29.581,"LINESTRING (106.7607382 -6.239912, 106.7607342 -6.239646)",,,,,,
5063679256,357148031,0,519264827,False,1,Jalan Mujahidin,residential,20,3,56.94,"LINESTRING (106.7623311 -6.2400315, 106.7628446 -6.2399909)",,,,,,
5063679256,5487852284,0,519264827,False,1,Jalan Mujahidin,residential,20,3,49.032,"LINESTRING (106.7623311 -6.2400315, 106.7618893 -6.240071)",,,,,,
5063679267,5487852268,0,519264827,False,1,Jalan Mujahidin,residential,20,3,28.447,"LINESTRING (106.7602474 -6.2384335, 106.7605047 -6.2384388)",,,,,,
5063679267,6330874122,0,519264827,False,1,Jalan Mujahidin,residential,20,3,7.435,"LINESTRING (106.7602474 -6.2384335, 106.7601867 -6.2384047)",,,,,,
5063679268,6330874122,0,519264827,False,1,Jalan Mujahidin,residential,20,3,5.575,"LINESTRING (106.7601538 -6.2383667, 106.7601867 -6.2384047)",,,,,,
5063679268,7243917643,0,519264827,False,1,Jalan Mujahidin,residential,20,3,8.363,"LINESTRING (106.7601538 -6.2383667, 106.7601344 -6.238294)",,,,,,
5063679270,7243917645,0,519264827,False,1,Jalan Mujahidin,residential,20,3,6.157,"LINESTRING (106.7601468 -6.2381803, 106.7601364 -6.2382347)",,,,,,
5063679270,7655747841,0,519264827,False,1,Jalan Mujahidin,residential,20,3,3.577,"LINESTRING (106.7601468 -6.2381803, 106.7601608 -6.2381513)",,,,,,
5063679271,7243917644,0,519264827,False,1,Jalan Mujahidin,residential,20,3,7.684,"LINESTRING (106.7602272 -6.2380549, 106.760182 -6.2381074)",,,,,,
5063679271,5063679272,0,519264827,False,1,Jalan Mujahidin,residential,20,3,34.721,"LINESTRING (106.7602272 -6.2380549, 106.7604566 -6.2378416)",,,,,,
5063679272,5063679271,0,519264827,False,1,Jalan Mujahidin,residential,20,3,34.721,"LINESTRING (106.7604566 -6.2378416, 106.7602272 -6.2380549)",,,,,,
5063679272,5063679273,0,519264827,False,1,Jalan Mujahidin,residential,20,3,23.733,"LINESTRING (106.7604566 -6.2378416, 106.7606229 -6.2377066)",,,,,,
5063679273,5063679272,0,519264827,False,1,Jalan Mujahidin,residential,20,3,23.733,"LINESTRING (106.7606229 -6.2377066, 106.7604566 -6.2378416)",,,,,,
5063679273,5063679274,0,519264827,False,1,Jalan Mujahidin,residential,20,3,17.705,"LINESTRING (106.7606229 -6.2377066, 106.760723 -6.2375823)",,,,,,
5063679274,5063679273,0,519264827,False,1,Jalan Mujahidin,residential,20,3,17.705,"LINESTRING (106.760723 -6.2375823, 106.7606229 -6.2377066)",,,,,,
5063679275,5063679276,0,519264827,False,1,Jalan Mujahidin,residential,20,3,41.656,"LINESTRING (106.7608844 -6.2384796, 106.7608938 -6.2388541)",,,,,,
5063679275,5487852268,0,519264827,False,1,Jalan Mujahidin,residential,20,3,42.215,"LINESTRING (106.7608844 -6.2384796, 106.7605047 -6.2384388)",,,,,,
5063679276,5063679277,0,519264827,False,1,Jalan Mujahidin,residential,20,3,36.491,"LINESTRING (106.7608938 -6.2388541, 106.760887 -6.2391822)",,,,,,
5063679276,5063679275,0,519264827,False,1,Jalan Mujahidin,residential,20,3,41.656,"LINESTRING (106.7608938 -6.2388541, 106.7608844 -6.2384796)",,,,,,
5063679277,5487852260,0,519264827,False,1,Jalan Mujahidin,residential,20,3,28.656,"LINESTRING (106.760887 -6.2391822, 106.7607976 -6.2394241)",,,,,,
5063679277,5063679276,0,519264827,False,1,Jalan Mujahidin,residential,20,3,36.491,"LINESTRING (106.760887 -6.2391822, 106.7608938 -6.2388541)",,,,,,
5063679278,5063679250,0,519264827,False,1,Jalan Mujahidin,residential,20,3,29.581,"LINESTRING (106.7607342 -6.239646, 106.7607382 -6.239912)",,,,,,
5063679278,5487852260,0,519264827,False,1,Jalan Mujahidin,residential,20,3,25.65,"LINESTRING (106.7607342 -6.239646, 106.7607976 -6.2394241)",,,,,,
5063679279,5487852252,0,519264827,False,1,Jalan Mujahidin,residential,20,3,23.784,"LINESTRING (106.7607717 -6.2401153, 106.7609868 -6.24011)",,,,,,
5063679279,5063679250,0,519264827,False,1,Jalan Mujahidin,residential,20,3,22.907,"LINESTRING (106.7607717 -6.2401153, 106.7607382 -6.239912)",,,,,,
5063679280,5487852284,0,519264827,False,1,Jalan Mujahidin,residential,20,3,28.039,"LINESTRING (106.7616367 -6.2400941, 106.7618893 -6.240071)",,,,,,
5063679280,5487852291,0,519264827,False,1,Jalan Mujahidin,residential,20,3,17.216,"LINESTRING (106.7616367 -6.2400941, 106.761481 -6.2400979)",,,,,,
5066319520,7882569938,0,519614854,False,1,,living_street,5,2,26.44,"LINESTRING (106.8791621 -6.3182719, 106.8789439 -6.3181744)",,,,,,
5066319520,5066319521,0,519614854,False,1,,living_street,5,2,3.591,"LINESTRING (106.8791621 -6.3182719, 106.8791906 -6.3182874)",,,,,,
5066319521,5066319520,0,519614854,False,1,,living_street,5,2,3.591,"LINESTRING (106.8791906 -6.3182874, 106.8791621 -6.3182719)",,,,,,
5066319521,5066319522,0,519614854,False,1,,living_street,5,2,3.564,"LINESTRING (106.8791906 -6.3182874, 106.8792205 -6.3182994)",,,,,,
5066319522,5066319521,0,519614854,False,1,,living_street,5,2,3.564,"LINESTRING (106.8792205 -6.3182994, 106.8791906 -6.3182874)",,,,,,
5066319522,5066319523,0,519614854,False,1,,living_street,5,2,4.562,"LINESTRING (106.8792205 -6.3182994, 106.8792593 -6.3183134)",,,,,,
5066319523,5066319522,0,519614854,False,1,,living_street,5,2,4.562,"LINESTRING (106.8792593 -6.3183134, 106.8792205 -6.3182994)",,,,,,
5066319523,5066319524,0,519614854,False,1,,living_street,5,2,7.444,"LINESTRING (106.8792593 -6.3183134, 106.8793247 -6.3183294)",,,,,,
5066319524,5066319523,0,519614854,False,1,,living_street,5,2,7.444,"LINESTRING (106.8793247 -6.3183294, 106.8792593 -6.3183134)",,,,,,
5066319524,5066319525,0,519614854,False,1,,living_street,5,2,13.376,"LINESTRING (106.8793247 -6.3183294, 106.8794404 -6.3183647)",,,,,,
