u,v,key,osmid,oneway,name,highway,length,geometry,maxspeed,lanes,width,bridge,access,est_width,tunnel,service,ref,junction
2348688916,2348688966,0,"[226015242, 654051378, 654051380, 226015253, 226015255, 226015256]",False,Bobby Wagner Walk,cycleway,1966.4440000000002,"LINESTRING (-73.9389742 40.7862619, -73.9385772 40.7867253, -73.93816409999999 40.7872074, -73.9378336 40.7878073, -73.93715539999999 40.789337, -73.9358474 40.7911381, -73.9353655 40.7915124, -73.9351029 40.791692, -73.93486830000001 40.7918525, -73.9346075 40.7920306, -73.93427509999999 40.7922625, -73.93350890000001 40.7927954, -73.93280300000001 40.7932247, -73.9319387 40.7936876, -73.9312863 40.794041, -73.9310411 40.7941743, -73.9302392 40.7946093, -73.9301013 40.7947712, -73.9297268 40.7952872, -73.92955980000001 40.7955134, -73.9294127 40.7957331, -73.92926249999999 40.7960654, -73.929104 40.7966726, -73.92906859999999 40.7967385, -73.9290678 40.7967525, -73.9290518 40.7970312, -73.92899869999999 40.7985024, -73.9289273 40.7997952, -73.9290276 40.7998012, -73.9291101 40.8003599, -73.92918520000001 40.8005113, -73.92905469999999 40.8007942, -73.9290646 40.8008515, -73.92907599999999 40.8009173, -73.9290862 40.8009764, -73.9290987 40.8010486)",,2,,,no,,,,,
2348688916,194510456,0,"[34599944, 32962121, 799505615]",False,Wards Island Bridge,"['cycleway', 'footway']",94.481,"LINESTRING (-73.9389742 40.7862619, -73.9390334 40.7862934, -73.9387368 40.7866115, -73.9387162 40.7866008, -73.9389814 40.7863066, -73.9389992 40.7863147, -73.93901580000001 40.7863223)",,,,yes,,,,,,
2348688966,2348688916,0,"[226015242, 654051378, 654051380, 226015253, 226015255, 226015256]",False,Bobby Wagner Walk,cycleway,1966.444,"LINESTRING (-73.9290987 40.8010486, -73.9290862 40.8009764, -73.92907599999999 40.8009173, -73.9290646 40.8008515, -73.92905469999999 40.8007942, -73.92918520000001 40.8005113, -73.9291101 40.8003599, -73.9290276 40.7998012, -73.9289273 40.7997952, -73.92899869999999 40.7985024, -73.9290518 40.7970312, -73.9290678 40.7967525, -73.92906859999999 40.7967385, -73.929104 40.7966726, -73.92926249999999 40.7960654, -73.9294127 40.7957331, -73.92955980000001 40.7955134, -73.9297268 40.7952872, -73.9301013 40.7947712, -73.9302392 40.7946093, -73.9310411 40.7941743, -73.9312863 40.794041, -73.9319387 40.7936876, -73.93280300000001 40.7932247, -73.93350890000001 40.7927954, -73.93427509999999 40.7922625, -73.9346075 40.7920306, -73.93486830000001 40.7918525, -73.9351029 40.791692, -73.9353655 40.7915124, -73.9358474 40.7911381, -73.93715539999999 40.789337, -73.9378336 40.7878073, -73.93816409999999 40.7872074, -73.9385772 40.7867253, -73.9389742 40.7862619)",,2,,,no,,,,,
2348991695,247072735,0,440268553,False,Hudson River Greenway,cycleway,255.24900000000002,"LINESTRING (-74.0073855 40.7538715, -74.00742030000001 40.7537737, -74.0077079 40.7530221, -74.0081637 40.7518202, -74.00822239999999 40.7516653)",,2,,,,4,,,,
2348991695,373936427,0,440268553,False,Hudson River Greenway,cycleway,1138.0120000000002,"LINESTRING (-74.0073855 40.7538715, -74.0073357 40.7539892, -74.0072815 40.7541136, -74.00720099999999 40.7542689, -74.0070478 40.7545075, -74.0069639 40.754621, -74.0066034 40.7551149, -74.0052362 40.7569975, -74.0041997 40.7584238, -74.00364190000001 40.7591853, -74.0035745 40.7592792, -74.00355829999999 40.7593032, -74.0035287 40.7593429, -74.00295560000001 40.7601319, -74.00287520000001 40.7602435, -74.00265520000001 40.760543, -74.00260950000001 40.7606158, -74.0025741 40.760688, -74.0025507 40.7607327, -74.0025349 40.7607675, -74.0024947 40.7608236, -74.0020476 40.7614469, -74.0019848 40.7614974, -74.00193969999999 40.7615301, -74.0017648 40.7617715, -74.0016679 40.7618893, -74.00153280000001 40.7620366, -74.0014475 40.7621213, -74.0013105 40.7622458, -74.0011805 40.762348, -74.0007361 40.7626614, -74.0006826 40.7627048)",,2,,,,4,,,,
2348991698,42443570,0,226041039,False,,cycleway,13.829,"LINESTRING (-73.9999193 40.7632293, -73.9997912 40.7631515)",,,,,,,,,,
2348991698,373936427,0,440268553,False,Hudson River Greenway,cycleway,86.87299999999999,"LINESTRING (-73.9999193 40.7632293, -74.0000277 40.7631585, -74.00028639999999 40.7629929, -74.0005455 40.7628152, -74.0006826 40.7627048)",,2,,,,4,,,,
2348991698,247072112,0,440268553,False,Hudson River Greenway,cycleway,636.484,"LINESTRING (-73.9999193 40.7632293, -73.9997786 40.7633214, -73.9996912 40.7633835, -73.9996182 40.7634486, -73.9995469 40.7635225, -73.99933799999999 40.763784, -73.99897110000001 40.7642888, -73.9989518 40.7643123, -73.9989155 40.7643569, -73.998863 40.7644002, -73.99877789999999 40.7644705, -73.99874320000001 40.7645098, -73.99798970000001 40.7655445, -73.9979288 40.7656261, -73.99706550000001 40.7668043, -73.9970098 40.7668761, -73.9963861 40.7677417, -73.99615660000001 40.768055, -73.9960945 40.768145)",,2,,,,4,,,,
2348991705,247120348,0,226041035,False,,cycleway,13.115,"LINESTRING (-73.9950626 40.7701189, -73.9949424 40.7700439)",,,,,,,,,,
2348991705,247072112,0,440268553,False,Hudson River Greenway,cycleway,243.442,"LINESTRING (-73.9950626 40.7701189, -73.99512439999999 40.7699383, -73.9951868 40.7698027, -73.995222 40.7697318, -73.99530679999999 40.7696043, -73.99531330000001 40.7695834, -73.9953098 40.7695661, -73.9953053 40.7695537, -73.9952627 40.7694964, -73.9952332 40.7694567, -73.9952234 40.7694377, -73.9952237 40.7694154, -73.9952353 40.7693953, -73.99528840000001 40.7693254, -73.99566969999999 40.7688025, -73.9957143 40.7687413, -73.9958647 40.7685366, -73.9959023 40.7684731, -73.9959126 40.7684478, -73.9959226 40.7684016, -73.9959362 40.7683763, -73.9959767 40.7683159, -73.9960945 40.768145)",,2,,,,4,,,,
2348991705,2376384700,0,"[440268553, 116672332, 440255124]",False,"['Riverside Park South Bike Path', 'Hudson River Greenway']",cycleway,1461.796,"LINESTRING (-73.9950626 40.7701189, -73.99505310000001 40.7701534, -73.9949945 40.7706154, -73.9949483 40.7710182, -73.9949197 40.771207, -73.9949022 40.7712871, -73.9948796 40.7713658, -73.9948488 40.7714482, -73.9948035 40.7715378, -73.9947021 40.7716805, -73.9946923 40.7716943, -73.9944998 40.7719395, -73.9942466 40.7722908, -73.9942197 40.7723281, -73.99397759999999 40.7726637, -73.9937977 40.7729153, -73.9937535 40.7729758, -73.99368440000001 40.7730704, -73.9936386 40.7731197, -73.9935983 40.7731566, -73.9935521 40.7731866, -73.99352949999999 40.7731994, -73.9934634 40.7732295, -73.9934109 40.7732477, -73.9933783 40.7732591, -73.9932977 40.7732298, -73.9903255 40.7773389, -73.98944090000001 40.7785613, -73.9887966 40.7794582, -73.9884888 40.7798706, -73.9881086 40.7803729, -73.987844 40.7806883, -73.9875983 40.7809373, -73.9875801 40.7809603, -73.9875739 40.780988, -73.9875782 40.7810122, -73.987599 40.781035, -73.9879105 40.7812316, -73.987962 40.7812915, -73.988005 40.7813574, -73.9880326 40.7814102, -73.9880328 40.7814596, -73.9880295 40.7815421)",,2,,,,4,,,,
2350521070,4156726384,0,226193923,False,Old Slip,cycleway,11.313,"LINESTRING (-74.0076013 40.7031527, -74.0076857 40.7032318)",,,,,,,,,,
2350521070,3239326412,0,414549016,True,East River Esplanade,cycleway,98.46000000000001,"LINESTRING (-74.0076013 40.7031527, -74.00753 40.7031959, -74.0069608 40.7035414, -74.00694900000001 40.7035501, -74.0069412 40.7035606, -74.0069364 40.7035753, -74.0069132 40.7037351, -74.00690830000001 40.7037525, -74.0069002 40.7037672, -74.0068886 40.7037808, -74.00687720000001 40.7037907)",,,,,,,,,,
2350521192,42444108,0,226193927,False,Robert F Wagner Senior Place,cycleway,36.906,"LINESTRING (-73.9985898 40.7084367, -73.9986524 40.7084587, -73.99872000000001 40.7084792, -73.9987757 40.708496, -73.99891390000001 40.7085386, -73.99900030000001 40.7085457)",,,,,,,,,,
2350521192,5119807677,0,684320312,False,East River Esplanade,cycleway,143.28300000000002,"LINESTRING (-73.9985898 40.7084367, -73.9987357 40.7083494, -73.9990665 40.7081757, -73.9992999 40.7080596, -73.99975670000001 40.7078048, -73.9999079 40.7077033, -73.9999605 40.7076766)",,,,,,,,,,
2350521192,2350521202,0,684320312,False,East River Esplanade,cycleway,228.982,"LINESTRING (-73.9985898 40.7084367, -73.9981853 40.7086289, -73.99774119999999 40.7087553, -73.9971779 40.7088489, -73.9965073 40.7089708, -73.9960166 40.7090376)",,,,,,,,,,
2350521202,2350521208,0,226193911,False,Catherine Slip,cycleway,21.703,"LINESTRING (-73.9960166 40.7090376, -73.99607020000001 40.7092285)",,,,,,,,,,
2350521202,2350521192,0,684320312,False,East River Esplanade,cycleway,228.98200000000003,"LINESTRING (-73.9960166 40.7090376, -73.9965073 40.7089708, -73.9971779 40.7088489, -73.99774119999999 40.7087553, -73.9981853 40.7086289, -73.9985898 40.7084367)",,,,,,,,,,
2350521202,2350521210,0,684320312,False,East River Esplanade,cycleway,172.60999999999999,"LINESTRING (-73.9960166 40.7090376, -73.9954378 40.7091356, -73.994383 40.7092758, -73.9941283 40.7092916, -73.9940004 40.7092995)",,,,,,,,,,
2350521208,2350521202,0,226193911,False,Catherine Slip,cycleway,21.703,"LINESTRING (-73.99607020000001 40.7092285, -73.9960166 40.7090376)",,,,,,,,,,
2350521210,42444116,0,226193921,False,Market Slip,cycleway,23.891,"LINESTRING (-73.9940004 40.7092995, -73.9940065 40.7093705, -73.9940239 40.7095136)",,,,,,,,,,
2350521210,2350521202,0,684320312,False,East River Esplanade,cycleway,172.61,"LINESTRING (-73.9940004 40.7092995, -73.9941283 40.7092916, -73.994383 40.7092758, -73.9954378 40.7091356, -73.9960166 40.7090376)",,,,,,,,,,
2350521210,4489003011,0,684320312,False,East River Esplanade,cycleway,186.587,"LINESTRING (-73.9940004 40.7092995, -73.9938519 40.7093098, -73.9935784 40.7093287, -73.9925752 40.709471, -73.99182020000001 40.7095829)",,,,,,,,,,
2350521238,1775270666,0,"[452487049, 452487052]",True,East Houston Street,cycleway,49.706,"LINESTRING (-73.974672 40.7189393, -73.9747263 40.7189455, -73.97476949999999 40.7189499, -73.9748099 40.7189573, -73.9748642 40.7189879, -73.9749126 40.7190109, -73.974962 40.7190223, -73.97503 40.7190275, -73.9750693 40.7190362, -73.97522910000001 40.7190082)",,,,,,,,,,
2350521356,2350521363,0,226193919,False,Harlem River Pathway,cycleway,11.469,"LINESTRING (-73.9350984 40.7851527, -73.93514399999999 40.7851719, -73.9352196 40.7851997)",,,,,,,,,,
2350521363,2350521356,0,226193919,False,Harlem River Pathway,cycleway,11.469,"LINESTRING (-73.9352196 40.7851997, -73.93514399999999 40.7851719, -73.9350984 40.7851527)",,,,,,,,,,
2350521363,2173441109,0,226193935,False,,cycleway,8.394,"LINESTRING (-73.9352196 40.7851997, -73.935231 40.7851873, -73.935247 40.7851783, -73.9352659 40.7851735, -73.9352858 40.7851734, -73.9353048 40.7851781)",,,,,,,,,,
2350521363,348444405,0,226193935,False,,cycleway,4.769,"LINESTRING (-73.9352196 40.7851997, -73.9352141 40.7852133, -73.9352141 40.7852276, -73.9352198 40.7852413)",,,,,,,,,,
2350521367,194510456,0,"[31313332, 226193918]",False,"['Wards Island Bridge', 'Harlem River Pathway']",cycleway,383.59,"LINESTRING (-73.9353248 40.7852502, -73.9356389 40.7854107, -73.9386155 40.7867627, -73.93901580000001 40.7863223)",,,,yes,,,,,,
2350521367,348444405,0,226193935,False,,cycleway,10.537999999999998,"LINESTRING (-73.9353248 40.7852502, -73.9353139 40.7852582, -73.93530079999999 40.7852639, -73.9352863 40.7852672, -73.93526629999999 40.7852672, -73.93524739999999 40.7852625, -73.9352313 40.7852536, -73.9352198 40.7852413)",,,,,,,,,,
2350521367,2173441109,0,226193935,False,,cycleway,9.34,"LINESTRING (-73.9353248 40.7852502, -73.9353342 40.7852382, -73.9353385 40.7852246, -73.93533739999999 40.7852106, -73.93533100000001 40.7851974, -73.9353198 40.7851863, -73.9353048 40.7851781)",,,,,,,,,,
2376384700,2348991705,0,"[440268553, 440255124, 116672332]",False,"['Riverside Park South Bike Path', 'Hudson River Greenway']",cycleway,1461.7959999999998,"LINESTRING (-73.9880295 40.7815421, -73.9880328 40.7814596, -73.9880326 40.7814102, -73.988005 40.7813574, -73.987962 40.7812915, -73.9879105 40.7812316, -73.987599 40.781035, -73.9875782 40.7810122, -73.9875739 40.780988, -73.9875801 40.7809603, -73.9875983 40.7809373, -73.987844 40.7806883, -73.9881086 40.7803729, -73.9884888 40.7798706, -73.9887966 40.7794582, -73.98944090000001 40.7785613, -73.9903255 40.7773389, -73.9932977 40.7732298, -73.9933783 40.7732591, -73.9934109 40.7732477, -73.9934634 40.7732295, -73.99352949999999 40.7731994, -73.9935521 40.7731866, -73.9935983 40.7731566, -73.9936386 40.7731197, -73.99368440000001 40.7730704, -73.9937535 40.7729758, -73.9937977 40.7729153, -73.99397759999999 40.7726637, -73.9942197 40.7723281, -73.9942466 40.7722908, -73.9944998 40.7719395, -73.9946923 40.7716943, -73.9947021 40.7716805, -73.9948035 40.7715378, -73.9948488 40.7714482, -73.9948796 40.7713658, -73.9949022 40.7712871, -73.9949197 40.771207, -73.9949483 40.7710182, -73.9949945 40.7706154, -73.99505310000001 40.7701534, -73.9950626 40.7701189)",,2,,,,4,,,,
2459983704,595479034,0,46593266,False,George Washington Bridge,cycleway,558.5160000000001,"LINESTRING (-73.9467124 40.8503451, -73.9467312 40.8502964, -73.9464643 40.8502436, -73.9464469 40.8502943, -73.94442979999999 40.8498947, -73.94444 40.8498653, -73.9440738 40.8497932, -73.9438955 40.8497486, -73.9435977 40.8496867, -73.94345420000001 40.8496563, -73.9421279 40.8493884, -73.94200050000001 40.849359, -73.9418945 40.8493053, -73.94180729999999 40.8492576, -73.941743 40.8491957, -73.9417 40.8491399, -73.94166920000001 40.8490425, -73.9416652 40.8489908, -73.94166920000001 40.8489451, -73.9416835 40.8488918, -73.94170939999999 40.8488386, -73.941755 40.8487838, -73.94182480000001 40.848725, -73.9418355 40.8487412, -73.9417912 40.8487818, -73.94172279999999 40.8488569, -73.9417014 40.8489086, -73.94168929999999 40.8489634, -73.94168929999999 40.8490334, -73.94170680000001 40.849073, -73.9417215 40.8491034)",,,,yes,,,,,,
2481877066,7612920622,0,"[226007060, 226007062]",False,Madison Avenue,cycleway,298.8159999999999,"LINESTRING (-73.9358855 40.8120603, -73.9358599 40.8120989, -73.9348136 40.8135279, -73.93459110000001 40.8138395, -73.93453959999999 40.8138976, -73.93447190000001 40.8139519, -73.93441660000001 40.8139871, -73.9343463 40.8140185, -73.9342824 40.8140357, -73.934192 40.8140585, -73.93416740000001 40.814061, -73.9340967 40.814068, -73.9340302 40.814067, -73.9338341 40.8140608)",,,,yes,,,,,,
2709968341,5481859179,0,475123131,True,9th Avenue,cycleway,1402.7949999999998,"LINESTRING (-73.9879366 40.7646992, -73.988311 40.764202, -73.98840509999999 40.764077, -73.988784 40.7635612, -73.9888615 40.7634558, -73.9892317 40.7629352, -73.98930489999999 40.762821, -73.9897016 40.7622964, -73.98977530000001 40.762197, -73.9901488 40.7616812, -73.9902312 40.7615675, -73.9906328 40.7610043, -73.9906714 40.7609501, -73.99105369999999 40.7604367, -73.9911398 40.7603212, -73.99150160000001 40.7598296, -73.9916016 40.7596938, -73.9919829 40.7591644, -73.99205329999999 40.7590667, -73.99246359999999 40.7584884, -73.9925338 40.7583894, -73.99294329999999 40.7578405, -73.9929896 40.7577731, -73.9934441 40.7571415, -73.9934725 40.7571019, -73.9938471 40.7565953, -73.9939243 40.7564961, -73.99431610000001 40.7559467, -73.9943688 40.7558665, -73.9947305 40.7553717, -73.994822 40.7552466, -73.9952179 40.7547083, -73.9952703 40.7546287, -73.99563259999999 40.7541327, -73.9957182 40.7540155, -73.9959901 40.7536575)",,,,,,,,,,
2709968341,6210777829,0,46538375,True,West 52nd Street,residential,254.30899999999997,"LINESTRING (-73.9879366 40.7646992, -73.98716930000001 40.764375, -73.9852995 40.7635851)",25 mph,1,,,,,,,,
2870642751,1721287304,0,798544892,False,Fort Washington Park Greenway,cycleway,114.01100000000002,"LINESTRING (-73.946534 40.847463, -73.94655849999999 40.847372, -73.94660620000001 40.8473157, -73.9466682 40.8472686, -73.9467202 40.8472012, -73.9467377 40.8471242, -73.9467176 40.8470444, -73.94666410000001 40.8469719, -73.94658339999999 40.846873, -73.9465153 40.8468281, -73.9464296 40.8467944, -73.94633450000001 40.8467839, -73.9462693 40.8467943, -73.9462068 40.8468141, -73.94615930000001 40.8468439)",,,,,,,,,,
3099327964,2058919983,0,5669501,True,,cycleway,54.93499999999999,"LINESTRING (-73.952529 40.7982764, -73.9525969 40.7981868, -73.9526127 40.798166, -73.9526568 40.7981216, -73.9527083 40.798087, -73.95274860000001 40.7980667, -73.9527968 40.7980485, -73.9528451 40.7980383, -73.9529015 40.7980282, -73.9529524 40.7980241, -73.9530329 40.7980202)",,,,,,,,,,
3235777265,6411124114,0,684320287,False,,cycleway,67.136,"LINESTRING (-73.97865210000001 40.7105142, -73.978482 40.7105947, -73.978387 40.7106748, -73.9783364 40.7107933, -73.9783242 40.7109048, -73.97837319999999 40.7110058)",,,,,,,,,,
3239326412,4156726384,0,414538900,True,,cycleway,94.711,"LINESTRING (-74.00687720000001 40.7037907, -74.0069259 40.7037692, -74.00703729999999 40.7037019, -74.007248 40.7035746, -74.00766640000001 40.7033218, -74.0076857 40.7032318)",,,,,,,,,,
3239326412,6129324448,0,632273924,False,East River Esplanade,cycleway,71.631,"LINESTRING (-74.00687720000001 40.7037907, -74.0062925 40.704161, -74.0062255 40.7042041)",,,,,,,,,,
3273685367,5119753487,0,"[526496624, 524746967, 526496623]",False,Herman “Denny” Farrell Pedestrian Bridge,cycleway,422.85099999999994,"LINESTRING (-73.95135070000001 40.8308215, -73.95130380000001 40.830821, -73.95119029999999 40.8310569, -73.951137 40.8310412, -73.9512538 40.8308126, -73.9511858 40.8307967, -73.9510222 40.8311322, -73.9500699 40.8311412, -73.9500089 40.8311512, -73.9500231 40.8313234, -73.95009020000001 40.8314234, -73.94987879999999 40.8320586, -73.9498239 40.8320479, -73.9499357 40.8316495, -73.94985440000001 40.8316311, -73.9497243 40.8321063, -73.9495912 40.8321485)",,,,yes,,,,,,
3273685371,5119753471,0,526496622,False,,cycleway,10.283,"LINESTRING (-73.9517738 40.8311672, -73.9518848 40.8312059)",,,,,,,,,,
3273685569,3273685569,0,320731212,False,,cycleway,82.346,"LINESTRING (-73.93951850000001 40.8572457, -73.9396127 40.857147, -73.9396538 40.8570574, -73.93968769999999 40.857008, -73.9397312 40.8569715, -73.93978439999999 40.8569769, -73.93981100000001 40.8570117, -73.9398085 40.8570556, -73.9397699 40.8571049, -73.9397094 40.857147, -73.93962000000001 40.8571963, -73.93951850000001 40.8572457)",,,,,,,,,,
3273685569,3273685569,1,320731212,False,,cycleway,82.346,"LINESTRING (-73.93951850000001 40.8572457, -73.93962000000001 40.8571963, -73.9397094 40.857147, -73.9397699 40.8571049, -73.9398085 40.8570556, -73.93981100000001 40.8570117, -73.93978439999999 40.8569769, -73.9397312 40.8569715, -73.93968769999999 40.857008, -73.9396538 40.8570574, -73.9396127 40.857147, -73.93951850000001 40.8572457)",,,,,,,,,,
3273685569,5051482018,0,320731214,False,,cycleway,1457.7749999999999,"LINESTRING (-73.93951850000001 40.8572457, -73.9392816 40.8574761, -73.9391679 40.8576699, -73.93910990000001 40.8577979, -73.93901320000001 40.8579368, -73.93871350000001 40.8582531, -73.9384113 40.8586371, -73.93819619999999 40.8589808, -73.9380197 40.8591819, -73.9376353 40.8596371, -73.93739840000001 40.8599095, -73.9372776 40.8601381, -73.9371132 40.8604982, -73.93697299999999 40.8607286, -73.93677959999999 40.8609736, -73.9366757 40.8611198, -73.9365741 40.8613246, -73.93651610000001 40.8614471, -73.9363638 40.8616409, -73.9361366 40.8618859, -73.9360496 40.8620084, -73.9359843 40.8621345, -73.93590690000001 40.8622789, -73.9358223 40.8624032, -73.93567729999999 40.8625861, -73.9355564 40.8626939, -73.9354017 40.8628877, -73.9351503 40.8632223, -73.9349497 40.8634819, -73.9347877 40.8636647, -73.93463300000001 40.8638475, -73.9345508 40.8639883, -73.9344662 40.8641144, -73.93441060000001 40.8641583, -73.93431390000001 40.8642716, -73.93421960000001 40.8644252, -73.93411570000001 40.8645824, -73.9339561 40.8647981, -73.93389329999999 40.8649115, -73.9338087 40.8651053, -73.9336878 40.8653009, -73.9333977 40.8657031, -73.9331923 40.8659718, -73.9329699 40.8663703, -73.93279819999999 40.866703, -73.93252510000001 40.8672734, -73.93220119999999 40.8678401, -73.9319667 40.8682843, -73.93174380000001 40.8687204, -73.9316097 40.8688397)",,,,,,,,,,
3377460331,4332563033,0,318476063,True,West Drive,cycleway,45.92100000000001,"LINESTRING (-73.976619 40.7727537, -73.9766827 40.7725799, -73.97671010000001 40.7724912, -73.9767678 40.7723566)",20 mph,,,,,,,,,
3377460331,4332563027,0,484412016,True,West 67th Street,cycleway,35.449,"LINESTRING (-73.976619 40.7727537, -73.97673709999999 40.7726649, -73.9768347 40.7726275, -73.9768941 40.7726144, -73.9769046 40.7726129, -73.97697719999999 40.7726126)",,,,,,,,,,
3616468550,486876882,0,"[206583328, 40338777, 199930761]",False,Williamsburg Bridge Bikepath,"['cycleway', 'path']",802.358,"LINESTRING (-73.976941 40.7150983, -73.97838470000001 40.7155425, -73.9784712 40.7155002, -73.9842144 40.7172297, -73.9854765 40.7176267, -73.98576300000001 40.7177217)",,,,yes,,,,,,
3616582587,42424850,0,46613687,True,West Drive,cycleway,661.401,"LINESTRING (-73.9668688 40.7877372, -73.9669207 40.7876852, -73.9671073 40.7874785, -73.967338 40.7871452, -73.9674218 40.7869838, -73.9674789 40.7868443, -73.9675127 40.7867309, -73.96754249999999 40.7865678, -73.967555 40.7864205, -73.96754249999999 40.786271, -73.9675222 40.7861288, -73.9674765 40.7859591, -73.9671555 40.7851929, -73.9671153 40.7850243, -73.9671139 40.7849113, -73.96712530000001 40.784748, -73.9671498 40.7846646, -73.9671847 40.7845618, -73.967225 40.784486, -73.96727060000001 40.7844136, -73.9675055 40.7841073, -73.9676932 40.7838927, -73.9678512 40.7837372, -73.9682284 40.783431, -73.96847200000001 40.7832768, -73.9689159 40.7830468, -73.969037 40.7829708, -73.96913859999999 40.7828815, -73.96924989999999 40.7827822, -73.9693127 40.7827129, -73.9693717 40.7826106)",20 mph,,,,,,,,,
3630219668,486876882,0,38605306,False,Clinton Street,cycleway,24.750999999999998,"LINESTRING (-73.9856527 40.717928, -73.985716 40.7178097, -73.98576300000001 40.7177217)",,,,,,,,,,
3686061915,5145531515,0,442439749,False,East River Esplanade,cycleway,160.172,"LINESTRING (-73.9740951 40.7328069, -73.97407750000001 40.732731, -73.9739458 40.7322119, -73.973848 40.7318325, -73.9737616 40.7316529, -73.9736674 40.7315199, -73.9736115 40.7314226)",,,,,,,,,,
3686061915,42458017,0,"[442439752, 442439747, 442439749]",False,East River Esplanade,cycleway,450.6119999999999,"LINESTRING (-73.9740951 40.7328069, -73.9744319 40.7341163, -73.9744565 40.7342116, -73.974474 40.7344294, -73.9745722 40.7348313, -73.9745676 40.7348645, -73.9745546 40.7348883, -73.9745554 40.7349029, -73.97455840000001 40.7349157, -73.9745813 40.7349493, -73.9746012 40.7349785, -73.9746665 40.7351973, -73.9746889 40.7352723, -73.9746766 40.7353845, -73.9746748 40.7354004, -73.974676 40.7354906, -73.97467640000001 40.7355168, -73.9746828 40.7356259, -73.9746688 40.7357346, -73.9745545 40.7360441, -73.9744894 40.7363576, -73.9744098 40.7366068, -73.9744307 40.7366675, -73.9744563 40.7367803)",,,,,,,,,,
3686061915,42439181,0,"[525727824, 551074012, 640411310, 46201655]",False,East 20th Street,"['cycleway', 'residential']",553.7170000000001,"LINESTRING (-73.9740951 40.7328069, -73.9744611 40.7327455, -73.97458829999999 40.7327886, -73.97529 40.7330788, -73.9753534 40.733105, -73.9754212 40.7331331, -73.97586269999999 40.7333161, -73.97694660000001 40.7337636, -73.9774228 40.7339604, -73.9776225 40.7340429, -73.9777036 40.7340765, -73.97778169999999 40.73411, -73.9781763 40.7342807, -73.9795355 40.7348691, -73.9797586 40.7349654, -73.9798823 40.7350189)",25 mph,,,,,,,,,
3702296508,2348236902,0,"[225980892, 225980887]",False,3rd Avenue Bridge,cycleway,270.105,"LINESTRING (-73.9342228 40.8055543, -73.93420709999999 40.8056693, -73.93448770000001 40.8057854, -73.9346342 40.8058921, -73.9346652 40.8059331, -73.93469519999999 40.805973, -73.9347296 40.8060414, -73.9347502 40.8060993, -73.93475890000001 40.8061693, -73.9347503 40.8062675, -73.9347346 40.8063181, -73.93469330000001 40.8064066, -73.9346322 40.8064799, -73.934573 40.8065355, -73.9344803 40.8065943, -73.93424880000001 40.8066997, -73.93415160000001 40.8067414, -73.93369199999999 40.8069386, -73.9335628 40.8069942, -73.93338489999999 40.8070707, -73.9331888 40.8071551)",,,,yes,,,,,,
3747899346,2348568335,0,371200017,False,Harlem River Drive,cycleway,183.26500000000001,"LINESTRING (-73.9340327 40.8193697, -73.9340358 40.8193474, -73.9340344 40.8193202, -73.9340299 40.819296, -73.93402020000001 40.8192734, -73.9340079 40.8192581, -73.9339801 40.8192375, -73.9339009 40.819196, -73.9338856 40.8190953, -73.9338826 40.8189866, -73.9339411 40.8188569, -73.93395460000001 40.8188278, -73.9339597 40.8188027, -73.9339858 40.8187031, -73.9340091 40.8185533, -73.93399580000001 40.8184071, -73.93397160000001 40.8182938, -73.9339184 40.8181137, -73.9338982 40.8180366, -73.9338668 40.8179165, -73.93385910000001 40.8178226, -73.93385120000001 40.8177898)",,2,,,,,,,,
3817760028,1293174692,0,378363224,True,2nd Avenue,cycleway,75.56700000000001,"LINESTRING (-73.97670960000001 40.7434698, -73.9767569 40.7434034, -73.9771238 40.7428983, -73.9771429 40.7428748)",,,,,,,,,,
3834459529,6176628862,0,380098433,False,1st Avenue,cycleway,5.856,"LINESTRING (-73.9722369 40.7457272, -73.9722033 40.7457733)",,,,,,,,,,
3834459542,3834459529,0,229904064,True,1st Avenue,cycleway,156.43400000000003,"LINESTRING (-73.9731348 40.7444959, -73.9730709 40.7445773, -73.9727568 40.7450099, -73.97272409999999 40.7450507, -73.97267600000001 40.7451165, -73.9726297 40.7451808, -73.97228029999999 40.7456686, -73.9722369 40.7457272)",,,,,,,,,,
3834459542,42434969,0,5670317,True,East 35th Street,residential,155.418,"LINESTRING (-73.9731348 40.7444959, -73.9731723 40.7445116, -73.9746775 40.745142, -73.97474939999999 40.7451721)",20 mph,,,,,,,,,
3834459547,1701844687,0,380098434,True,1st Avenue,cycleway,242.126,"LINESTRING (-73.9717783 40.7463528, -73.97173069999999 40.7464176, -73.97161869999999 40.7465747, -73.971378 40.7469121, -73.9713246 40.7469823, -73.9712866 40.7470342, -73.970946 40.7475039, -73.9709292 40.7475225, -73.970901 40.7475957, -73.9708744 40.7476605, -73.97043530000001 40.7482745)",,,,,,,,,,
3834459547,6176628862,0,659714533,False,1st Avenue,cycleway,73.723,"LINESTRING (-73.9717783 40.7463528, -73.97183080000001 40.7462811, -73.97185279999999 40.7462553, -73.9722033 40.7457733)",,,,,,,,,,
