u,v,key,osmid,bridge,oneway,name,highway,length,geometry,lanes,maxspeed,access,width,junction,tunnel,ref
4400227124,4400227125,0,13920356,,True,Santa Isabel,secondary,5.906,"LINESTRING (-70.6581403 -33.452519, -70.6580778 -33.4525291)",3,,,,,,
4400227125,4400227126,0,13920356,,True,Santa Isabel,secondary,8.273,"LINESTRING (-70.6580778 -33.4525291, -70.65799250000001 -33.4525508)",3,,,,,,
4400227126,4400227127,0,13920356,,True,Santa Isabel,secondary,6.953,"LINESTRING (-70.65799250000001 -33.4525508, -70.6579234 -33.452575)",3,,,,,,
4400227127,973934530,0,13920356,,True,Santa Isabel,secondary,8.124,"LINESTRING (-70.6579234 -33.452575, -70.65784480000001 -33.4526072)",3,,,,,,
4400227128,4400227131,0,83638610,,True,,primary_link,2.772,"LINESTRING (-70.6579268 -33.452593, -70.65789719999999 -33.4525964)",,,,,,,
4400227129,4400227128,0,83638610,,True,,primary_link,2.96,"LINESTRING (-70.65795869999999 -33.452593, -70.6579268 -33.452593)",,,,,,,
4400227130,4400227129,0,83638610,,True,,primary_link,2.861,"LINESTRING (-70.65798940000001 -33.4525954, -70.65795869999999 -33.452593)",,,,,,,
4400227131,973934530,0,83638610,,True,,primary_link,5.008,"LINESTRING (-70.65789719999999 -33.4525964, -70.65784480000001 -33.4526072)",,,,,,,
4400227132,4400227130,0,83638610,,True,,primary_link,3.293,"LINESTRING (-70.65802429999999 -33.4526008, -70.65798940000001 -33.4525954)",,,,,,,
4400227133,4400227132,0,83638610,,True,,primary_link,3.153,"LINESTRING (-70.6580568 -33.4526091, -70.65802429999999 -33.4526008)",,,,,,,
4400227134,4400227136,0,13920356,,True,Santa Isabel,secondary,3.33,"LINESTRING (-70.6578272 -33.4526175, -70.65779790000001 -33.4526348)",3,,,,,,
4400227135,4400227133,0,83638610,,True,,primary_link,3.125,"LINESTRING (-70.6580879 -33.4526199, -70.6580568 -33.4526091)",,,,,,,
4400227136,369953166,0,13920356,,True,Santa Isabel,secondary,2.246,"LINESTRING (-70.65779790000001 -33.4526348, -70.6577786 -33.452647)",3,,,,,,
4400227137,973934501,0,13920356,,True,Santa Isabel,secondary,34.443,"LINESTRING (-70.6577564 -33.4526627, -70.65750679999999 -33.452892)",3,,,,,,
4400227138,2247539660,0,83638610,,True,,primary_link,2.575,"LINESTRING (-70.6581795 -33.4526861, -70.6581625 -33.4526678)",,,,,,,
4400227139,4400227138,0,83638610,,True,,primary_link,2.78,"LINESTRING (-70.6581948 -33.4527076, -70.6581795 -33.4526861)",,,,,,,
4400227140,4400227139,0,83638610,,True,,primary_link,2.6,"LINESTRING (-70.6582076 -33.4527284, -70.6581948 -33.4527076)",,,,,,,
4400227141,4400227140,0,83638610,,True,,primary_link,2.378,"LINESTRING (-70.6582173 -33.4527482, -70.6582076 -33.4527284)",,,,,,,
4400227142,3041526051,0,83638610,,True,,primary_link,2.744,"LINESTRING (-70.658227 -33.4527958, -70.6582226 -33.4527714)",,,,,,,
4400227143,4400227142,0,83638610,,True,,primary_link,2.615,"LINESTRING (-70.6582281 -33.4528193, -70.658227 -33.4527958)",,,,,,,
4400227144,4400227143,0,83638610,,True,,primary_link,2.413,"LINESTRING (-70.6582281 -33.452841, -70.6582281 -33.4528193)",,,,,,,
4400227146,4400227148,0,83638608,,True,,primary_link,3.225,"LINESTRING (-70.65747760000001 -33.4529452, -70.6574627 -33.4529714)",2,,,,,,
4400227148,973934502,0,83638608,,True,,primary_link,2.915,"LINESTRING (-70.6574627 -33.4529714, -70.65744979999999 -33.4529953)",2,,,,,,
4400227150,4400227152,0,83638608,,True,,primary_link,2.523,"LINESTRING (-70.6574416 -33.4530185, -70.6574366 -33.4530408)",2,,,,,,
4400227151,4400227156,0,13920356,,True,Santa Isabel,secondary,6.306,"LINESTRING (-70.6573891 -33.4530071, -70.657338 -33.4530445)",3,,,,,,
4400227152,4400227154,0,83638608,,True,,primary_link,2.848,"LINESTRING (-70.6574366 -33.4530408, -70.65743569999999 -33.4530664)",2,,,,,,
4400227154,973934504,0,83638608,,True,,primary_link,0.97,"LINESTRING (-70.65743569999999 -33.4530664, -70.65743639999999 -33.4530751)",2,,,,,,
4400227156,4400227157,0,13920356,,True,Santa Isabel,secondary,6.371,"LINESTRING (-70.657338 -33.4530445, -70.6572829 -33.4530787)",3,,,,,,
4400227157,4400227159,0,13920356,,True,Santa Isabel,secondary,7.1,"LINESTRING (-70.6572829 -33.4530787, -70.65721790000001 -33.4531124)",3,,,,,,
4400227158,4400227160,0,83638608,,True,,primary_link,2.107,"LINESTRING (-70.65744189999999 -33.4531129, -70.6574478 -33.4531312)",2,,,,,,
4400227159,5973094302,0,13920356,,True,Santa Isabel,secondary,6.192,"LINESTRING (-70.65721790000001 -33.4531124, -70.6571592 -33.4531389)",3,,,,,,
4400227160,3041430392,0,83638608,,True,,primary_link,2.295,"LINESTRING (-70.6574478 -33.4531312, -70.65745800000001 -33.45315)",2,,,,,,
4400227161,4400227162,0,13920356,,True,Santa Isabel,secondary,5.57,"LINESTRING (-70.6571062 -33.4531583, -70.65705060000001 -33.4531772)",3,,,,,,
4400227162,4400227163,0,13920356,,True,Santa Isabel,secondary,3.622,"LINESTRING (-70.65705060000001 -33.4531772, -70.6570136 -33.4531876)",3,,,,,,
4400227163,253348601,0,13920356,,True,Santa Isabel,secondary,8.183,"LINESTRING (-70.6570136 -33.4531876, -70.6569271 -33.453202)",3,,,,,,
4400227164,4400227165,0,83638608,,True,,primary_link,2.463,"LINESTRING (-70.6574718 -33.4531698, -70.6574876 -33.4531876)",2,,,,,,
4400227165,2247539574,0,83638608,,True,,primary_link,3.082,"LINESTRING (-70.6574876 -33.4531876, -70.6575119 -33.4532065)",2,,,,,,
4400227166,973934514,0,83638608,,True,,primary_link,6.498,"LINESTRING (-70.65814570000001 -33.453216, -70.6581779 -33.4531641)",2,,,,,,
4400227167,4400227166,0,83638608,,True,,primary_link,2.043,"LINESTRING (-70.6581278 -33.4532267, -70.65814570000001 -33.453216)",2,,,,,,
4400227169,973934511,0,83638608,,True,,primary_link,3.417,"LINESTRING (-70.658023 -33.4532627, -70.6580591 -33.4532566)",2,,,,,,
4400227170,4400227169,0,83638608,,True,,primary_link,3.122,"LINESTRING (-70.65798959999999 -33.4532661, -70.658023 -33.4532627)",2,,,,,,
4400227171,4400227170,0,83638608,,True,,primary_link,2.014,"LINESTRING (-70.6579679 -33.4532666, -70.65798959999999 -33.4532661)",2,,,,,,
4400227172,4400227173,0,449458723,,True,San Ignacio,tertiary,3.416,"LINESTRING (-70.6557457 -33.4539926, -70.65575750000001 -33.4540217)",2,,,,,,
4400227173,4400227174,0,449458723,,True,San Ignacio,tertiary,5.197,"LINESTRING (-70.65575750000001 -33.4540217, -70.6557598 -33.4540684)",2,,,,,,
4400227174,4400227175,0,449458723,,True,San Ignacio,tertiary,5.607,"LINESTRING (-70.6557598 -33.4540684, -70.6557725 -33.4541177)",2,,,,,,
4400227175,4400227176,0,449458723,,True,San Ignacio,tertiary,5.848,"LINESTRING (-70.6557725 -33.4541177, -70.6557909 -33.454168)",2,,,,,,
4400227176,4400227177,0,449458723,,True,San Ignacio,tertiary,19.405,"LINESTRING (-70.6557909 -33.454168, -70.6558653 -33.4543311)",2,,,,,,
4400227177,4400227178,0,449458723,,True,San Ignacio,tertiary,6.06,"LINESTRING (-70.6558653 -33.4543311, -70.6558856 -33.4543829)",2,,,,,,
4400227178,4400227179,0,449458723,,True,San Ignacio,tertiary,5.16,"LINESTRING (-70.6558856 -33.4543829, -70.6559065 -33.4544259)",2,,,,,,
4400227179,4400227180,0,449458723,,True,San Ignacio,tertiary,3.711,"LINESTRING (-70.6559065 -33.4544259, -70.6559197 -33.4544574)",2,,,,,,
4400227180,253348608,0,449458723,,True,San Ignacio,tertiary,5.509,"LINESTRING (-70.6559197 -33.4544574, -70.6559453 -33.4545021)",2,,,,,,
4400343291,4400343292,0,448396053,,True,Avenida Diez de Julio Huamachuco,secondary,3.836,"LINESTRING (-70.64875050000001 -33.4539599, -70.6487917 -33.4539628)",3,,,,,,
4400343292,4400343294,0,448396053,,True,Avenida Diez de Julio Huamachuco,secondary,5.768,"LINESTRING (-70.6487917 -33.4539628, -70.6488536 -33.4539677)",3,,,,,,
4400343293,4400343291,0,448396053,,True,Avenida Diez de Julio Huamachuco,secondary,4.584,"LINESTRING (-70.6487011 -33.4539589, -70.64875050000001 -33.4539599)",3,,,,,,
4400343294,253351464,0,448396053,,True,Avenida Diez de Julio Huamachuco,secondary,4.293,"LINESTRING (-70.6488536 -33.4539677, -70.6488995 -33.4539726)",3,,,,,,
4400343295,4400343293,0,448396053,,True,Avenida Diez de Julio Huamachuco,secondary,5.205,"LINESTRING (-70.648645 -33.4539585, -70.6487011 -33.4539589)",3,,,,,,
4400343296,4400343298,0,448396053,,True,Avenida Diez de Julio Huamachuco,secondary,15.747,"LINESTRING (-70.6480873 -33.4539557, -70.6482546 -33.4539796)",3,,,,,,
4400343298,4400343299,0,448396053,,True,Avenida Diez de Julio Huamachuco,secondary,2.653,"LINESTRING (-70.6482546 -33.4539796, -70.64828319999999 -33.4539798)",3,,,,,,
4400343299,149809129,0,448396053,,True,Avenida Diez de Julio Huamachuco,secondary,6.74,"LINESTRING (-70.64828319999999 -33.4539798, -70.64835549999999 -33.4539739)",3,,,,,,
4401399862,605145714,0,23486851,,True,Cautin,residential,22.917,"LINESTRING (-70.67027 -33.4316378, -70.6702547 -33.4318435)",,,,,,,
4401399872,254346943,0,562037931,,True,Maipú,residential,7.106,"LINESTRING (-70.67728769999999 -33.4327512, -70.6773401 -33.4327046)",,,,,,,
4401399875,254345911,0,443267574,,True,Avenida San Pablo,primary,75.497,"LINESTRING (-70.6746205 -33.4351345, -70.67380919999999 -33.4350834)",2,,,,,,
4401400423,253281862,0,443267575,,True,Portales,residential,8.712,"LINESTRING (-70.6795187 -33.4436811, -70.6795968 -33.4437246)",2,,,,,,
4401400427,3093153530,0,223893140,,True,Avenida Portales,secondary,4.874,"LINESTRING (-70.6796777 -33.4437719, -70.6797232 -33.4437938)",2,,,,,,
4401400428,5910825096,0,223893140,,True,Avenida Portales,secondary,6.085,"LINESTRING (-70.67986809999999 -33.443824, -70.6799331 -33.4438313)",2,,,,,,
4401400429,254347033,0,223893140,,True,Avenida Portales,secondary,11.688,"LINESTRING (-70.68002370000001 -33.4438402, -70.68014770000001 -33.4438587)",2,,,,,,
4401437045,7009079453,0,221398889,,True,Compañía de Jesús,tertiary,4.698,"LINESTRING (-70.66839419999999 -33.4402977, -70.6683441 -33.4402916)",2,,,,,,
4401437045,254346560,0,448540429,,True,Avenida Ricardo Cumming,primary,127.042,"LINESTRING (-70.66839419999999 -33.4402977, -70.66847129999999 -33.439157)",2,30,,,,,
4401437046,4401437045,0,221398889,,True,Compañía de Jesús,tertiary,11.258,"LINESTRING (-70.66851459999999 -33.4403102, -70.66839419999999 -33.4402977)",2,,,,,,
4401437046,7009079456,0,626802220,,True,Avenida Ricardo Cumming,primary,8.166,"LINESTRING (-70.66851459999999 -33.4403102, -70.6684961 -33.440382)",2,,,,,,
4401437055,254346493,0,211203200,,True,Maipú,residential,136.679,"LINESTRING (-70.6765359 -33.44123, -70.67665289999999 -33.4400047)",,,,,,,
4401437055,605145621,0,221398894,,True,Compañía de Jesús,tertiary,44.357,"LINESTRING (-70.6765359 -33.44123, -70.6760618 -33.4411788)",2,,,,,,
4401437056,2304233576,0,238513519,,True,Huérfanos,residential,47.992,"LINESTRING (-70.6754451 -33.4423307, -70.67596 -33.4423717)",,,,,,,
4401437056,253281858,0,448220691,,True,Esperanza,secondary,96.808,"LINESTRING (-70.6754451 -33.4423307, -70.6753878 -33.4432)",,,,,,,
4401442537,5268807077,0,300267260,,True,Avenida Libertador Bernardo O'Higgins,primary,29.458,"LINESTRING (-70.6660892 -33.4472744, -70.6663879 -33.4473642)",4,,,,,,
4401442539,5268807076,0,226389360,,True,Avenida Libertador Bernardo O'Higgins,primary_link,3.499,"LINESTRING (-70.6664186 -33.4473888, -70.6664427 -33.447413)",1,,,,,,
4401442540,6809887231,0,226389360,,True,Avenida Libertador Bernardo O'Higgins,primary_link,2.573,"LINESTRING (-70.6664538 -33.4474306, -70.6664657 -33.4474515)",1,,,,,,
4401442541,4401442542,0,226389360,,True,Avenida Libertador Bernardo O'Higgins,primary_link,2.285,"LINESTRING (-70.6664718 -33.4474684, -70.66647690000001 -33.4474885)",1,,,,,,
4401442542,4401442544,0,226389360,,True,Avenida Libertador Bernardo O'Higgins,primary_link,3.435,"LINESTRING (-70.66647690000001 -33.4474885, -70.666482 -33.4475191)",1,,,,,,
4401442544,4401442545,0,226389360,,True,Avenida Libertador Bernardo O'Higgins,primary_link,2.183,"LINESTRING (-70.666482 -33.4475191, -70.6664806 -33.4475387)",1,,,,,,
4401442545,6809887230,0,226389360,,True,Avenida Libertador Bernardo O'Higgins,primary_link,2.248,"LINESTRING (-70.6664806 -33.4475387, -70.6664763 -33.4475586)",1,,,,,,
4401442546,4401442547,0,226389360,,True,Avenida Libertador Bernardo O'Higgins,primary_link,1.882,"LINESTRING (-70.6664445 -33.4476106, -70.66642950000001 -33.447622)",1,,,,,,
4401442547,4401442549,0,226389360,,True,Avenida Libertador Bernardo O'Higgins,primary_link,2.622,"LINESTRING (-70.66642950000001 -33.447622, -70.666408 -33.4476373)",1,,,,,,
4401442550,4401442555,0,226389360,,True,Avenida Libertador Bernardo O'Higgins,primary_link,12.185,"LINESTRING (-70.6663626 -33.4476565, -70.6662396 -33.4476949)",1,,,,,,
4401442555,141061460,0,646137970,,True,Avenida Libertador Bernardo O'Higgins,primary,27.705,"LINESTRING (-70.6662396 -33.4476949, -70.66594790000001 -33.4476416)",4,,,,,,
4401469983,253411475,0,447767937,,True,Maturana,residential,129.815,"LINESTRING (-70.66632060000001 -33.4461124, -70.6659197 -33.4472309)",,,,,,,
4401469986,5268807074,0,23406229,,True,Concha y Toro,residential,5.891,"LINESTRING (-70.66579299999999 -33.4464608, -70.6657767 -33.446512)",,,,,,,
4401469987,6761913731,0,23406229,,True,Concha y Toro,residential,3.138,"LINESTRING (-70.6657694 -33.4465467, -70.66576809999999 -33.4465749)",,,,,,,
4401469988,4401471290,0,23406229,,True,Concha y Toro,residential,3.9,"LINESTRING (-70.66577650000001 -33.4466162, -70.6657917 -33.4466489)",,,,,,,
4401471290,253411480,0,23406229,,True,Concha y Toro,residential,3.558,"LINESTRING (-70.6657917 -33.4466489, -70.6657915 -33.4466809)",,,,,,,
4401471293,6014038167,0,726515492,,True,Avenida Ricardo Cumming,primary,57.107,"LINESTRING (-70.6675216 -33.4472886, -70.6675554 -33.4467758)",2,30,,,,,
4401471294,6809871682,0,448537139,,True,Avenida Ricardo Cumming,primary,28.935,"LINESTRING (-70.6676363 -33.4470193, -70.6676116 -33.4472787)",2,,,,,,
4401471296,4401471298,0,726515494,,True,Avenida Ricardo Cumming,primary,4.009,"LINESTRING (-70.66760189999999 -33.4473611, -70.6675951 -33.4473967)",2,,,,,,
4401471297,4401471293,0,726515492,,True,Avenida Ricardo Cumming,primary,8.812,"LINESTRING (-70.6675158 -33.4473677, -70.6675216 -33.4472886)",2,30,,,,,
4401471298,4401471301,0,726515494,,True,Avenida Ricardo Cumming,primary,7.603,"LINESTRING (-70.6675951 -33.4473967, -70.6675776 -33.4474635)",2,,,,,,
4401471301,5268807078,0,726515494,,True,Avenida Ricardo Cumming,primary,10.487,"LINESTRING (-70.6675776 -33.4474635, -70.6675522 -33.4475554)",2,,,,,,
4401471303,6809871681,0,726515492,,True,Avenida Ricardo Cumming,primary,9.44,"LINESTRING (-70.6674859 -33.4474921, -70.6675099 -33.4474096)",2,30,,,,,
4401471306,6809871680,0,726515492,,True,Avenida Ricardo Cumming,primary,4.891,"LINESTRING (-70.66745349999999 -33.4475689, -70.6674732 -33.4475281)",2,30,,,,,
4401471307,6809871683,0,726515494,,True,Avenida Ricardo Cumming,primary,2.206,"LINESTRING (-70.66754400000001 -33.4475949, -70.6675455 -33.4476147)",2,,,,,,
4401471309,6809887185,0,726515494,,True,Avenida Ricardo Cumming,primary,2.899,"LINESTRING (-70.6675788 -33.4476852, -70.6675963 -33.4477068)",2,,,,,,
4401471311,253281843,0,103686426,,True,Libertad,residential,153.234,"LINESTRING (-70.6729838 -33.4490527, -70.6732892 -33.4476984)",2,,,,,,
4401471316,609286380,0,555872711,,True,Avenida Libertador Bernardo O'Higgins,primary,220.245,"LINESTRING (-70.67270000000001 -33.449333, -70.6704388 -33.44873)",4,,,,,,
4401471316,5895442451,0,557381883,,True,Abate Molina,secondary,18.871,"LINESTRING (-70.67270000000001 -33.449333, -70.67285630000001 -33.4492244)",3,,,,,,
4401471321,4401471316,0,557381883,,True,Abate Molina,secondary,13.865,"LINESTRING (-70.6725785 -33.4494056, -70.67270000000001 -33.449333)",3,,,,,,
4401476450,271981841,0,25018762,,True,Pasaje República,residential,26.518,"LINESTRING (-70.6670623 -33.448584, -70.6673421 -33.4486327)",,,,,,,
4401476450,271981729,0,795027667,,False,Pasaje República,residential,24.523,"LINESTRING (-70.6670623 -33.448584, -70.6668037 -33.4485384)",,,,,,,
4401476452,4401476454,0,25018732,,True,Virginia Opazo,residential,3.241,"LINESTRING (-70.6691447 -33.4490651, -70.669178 -33.4490739)",,,,,,,
4401476452,271981479,0,25018754,,True,Virginia Opazo,residential,72.107,"LINESTRING (-70.6691447 -33.4490651, -70.66932439999999 -33.4484342)",1,,,,,,
4401476453,271981178,0,25018732,,True,Virginia Opazo,residential,3.647,"LINESTRING (-70.6690699 -33.449066, -70.6691089 -33.4490619)",,,,,,,
4401476454,4401476456,0,25018732,,True,Virginia Opazo,residential,2.458,"LINESTRING (-70.669178 -33.4490739, -70.66920039999999 -33.4490857)",,,,,,,
4401476455,4401476453,0,25018732,,True,Virginia Opazo,residential,3.455,"LINESTRING (-70.6690346 -33.4490759, -70.6690699 -33.449066)",,,,,,,
4401476456,4401476458,0,25018732,,True,Virginia Opazo,residential,2.301,"LINESTRING (-70.66920039999999 -33.4490857, -70.66922169999999 -33.4490963)",,,,,,,
4401476457,6071948629,0,25018732,,True,Virginia Opazo,residential,2.038,"LINESTRING (-70.66898980000001 -33.4490998, -70.66900649999999 -33.4490879)",,,,,,,
4401476458,4401476460,0,25018732,,True,Virginia Opazo,residential,2.903,"LINESTRING (-70.66922169999999 -33.4490963, -70.6692439 -33.4491147)",,,,,,,
4401476459,4401476457,0,25018732,,True,Virginia Opazo,residential,2.74,"LINESTRING (-70.6689736 -33.4491204, -70.66898980000001 -33.4490998)",,,,,,,
4401476460,271981181,0,25018732,,True,Virginia Opazo,residential,2.922,"LINESTRING (-70.6692439 -33.4491147, -70.6692587 -33.4491379)",,,,,,,
4401476461,4401476459,0,25018732,,True,Virginia Opazo,residential,3.547,"LINESTRING (-70.66896130000001 -33.4491506, -70.6689736 -33.4491204)",,,,,,,
4401476462,271981182,0,25018732,,True,Virginia Opazo,residential,2.747,"LINESTRING (-70.66926840000001 -33.4491651, -70.669268 -33.4491898)",,,,,,,
4401476463,4401476461,0,25018732,,True,Virginia Opazo,residential,22.468,"LINESTRING (-70.66892439999999 -33.4493503, -70.66896130000001 -33.4491506)",,,,,,,
4401476464,4401476463,0,25018732,,True,Virginia Opazo,residential,6.176,"LINESTRING (-70.6689143 -33.4494052, -70.66892439999999 -33.4493503)",,,,,,,
4401476465,4401476464,0,25018732,,True,Virginia Opazo,residential,4.694,"LINESTRING (-70.6689064 -33.4494469, -70.6689143 -33.4494052)",,,,,,,
4401476466,4401476468,0,25018732,,True,Virginia Opazo,residential,2.397,"LINESTRING (-70.6692116 -33.4495245, -70.6692001 -33.4495438)",,,,,,,
4401476467,271981177,0,25018732,,True,Virginia Opazo,residential,4.377,"LINESTRING (-70.6689042 -33.4495344, -70.6688999 -33.4494952)",,,,,,,
4401476468,271981184,0,25018732,,True,Virginia Opazo,residential,2.979,"LINESTRING (-70.6692001 -33.4495438, -70.6691823 -33.4495661)",,,,,,,
4401476469,4401476467,0,25018732,,True,Virginia Opazo,residential,4.085,"LINESTRING (-70.6689245 -33.449567, -70.6689042 -33.4495344)",,,,,,,
4401476470,4401476469,0,25018732,,True,Virginia Opazo,residential,4.271,"LINESTRING (-70.66895700000001 -33.4495942, -70.6689245 -33.449567)",,,,,,,
4401476471,4401476472,0,25018732,,True,Virginia Opazo,residential,2.704,"LINESTRING (-70.6691592 -33.4495872, -70.6691379 -33.4496038)",,,,,,,
4401476472,4401476474,0,25018732,,True,Virginia Opazo,residential,3.511,"LINESTRING (-70.6691379 -33.4496038, -70.6691031 -33.4496162)",,,,,,,
4401476474,4401476475,0,25018732,,True,Virginia Opazo,residential,3.587,"LINESTRING (-70.6691031 -33.4496162, -70.6690655 -33.4496237)",,,,,,,
4401476475,271981175,0,25018732,,True,Virginia Opazo,residential,4.443,"LINESTRING (-70.6690655 -33.4496237, -70.6690177 -33.4496213)",,,,,,,
4401492510,6809871672,0,23406233,,True,Avenida Ricardo Cumming,primary,6.773,"LINESTRING (-70.6673572 -33.4477218, -70.66739579999999 -33.4476701)",2,30,,,,,
4401492511,6809887235,0,23406233,,True,Avenida Ricardo Cumming,primary,1.825,"LINESTRING (-70.6673333 -33.4477632, -70.6673418 -33.4477484)",2,30,,,,,
4401492512,6809871677,0,23406233,,True,Avenida Ricardo Cumming,primary,1.046,"LINESTRING (-70.66732450000001 -33.4478027, -70.6673248 -33.4477933)",2,30,,,,,
4401492515,6809887226,0,23406233,,True,Avenida Ricardo Cumming,primary,0.921,"LINESTRING (-70.6673409 -33.4478412, -70.6673346 -33.4478348)",2,30,,,,,
4401492516,6809871679,0,23406233,,True,Avenida Ricardo Cumming,primary,3.513,"LINESTRING (-70.66740969999999 -33.4478679, -70.6673739 -33.4478576)",2,30,,,,,
4401551570,6750718495,0,211203200,,True,Maipú,residential,5.19,"LINESTRING (-70.6763119 -33.4448402, -70.6762737 -33.4448061)",,,,,,,
4401551570,253281940,0,223893020,,True,Moneda,residential,87.736,"LINESTRING (-70.6763119 -33.4448402, -70.6772551 -33.4448964)",,,,,,,
4401551582,7435841053,0,25337506,,True,Concha y Toro,residential,6.35,"LINESTRING (-70.6655619 -33.4454248, -70.6655578 -33.4454818)",,,,,,,
4401551584,4401551585,0,25337506,,True,Concha y Toro,residential,3.468,"LINESTRING (-70.6655659 -33.4455484, -70.6655773 -33.4455781)",,,,,,,
4401551585,4401551586,0,25337506,,True,Concha y Toro,residential,3.246,"LINESTRING (-70.6655773 -33.4455781, -70.6655909 -33.445605)",,,,,,,
4401551586,276078284,0,25337506,,True,Concha y Toro,residential,3.506,"LINESTRING (-70.6655909 -33.445605, -70.6656108 -33.4456318)",,,,,,,
4401551588,4401552190,0,25337506,,True,Concha y Toro,residential,3.328,"LINESTRING (-70.66563069999999 -33.4456572, -70.6656538 -33.4456801)",,,,,,,
4401552190,4401552192,0,25337506,,True,Concha y Toro,residential,3.012,"LINESTRING (-70.6656538 -33.4456801, -70.66567740000001 -33.4456987)",,,,,,,
4401552192,4401552194,0,25337506,,True,Concha y Toro,residential,4.219,"LINESTRING (-70.66567740000001 -33.4456987, -70.6657131 -33.4457222)",,,,,,,
4401552194,276078283,0,25337506,,True,Concha y Toro,residential,3.971,"LINESTRING (-70.6657131 -33.4457222, -70.6657508 -33.4457391)",,,,,,,
4401552198,4401561333,0,442477736,,False,,residential,35.106,"LINESTRING (-70.66633419999999 -33.4460692, -70.6659696 -33.4459848)",,,,,,,
4401552198,4401469983,0,447767937,,True,Maturana,residential,4.967,"LINESTRING (-70.66633419999999 -33.4460692, -70.66632060000001 -33.4461124)",,,,,,,
4401552201,2041792919,0,193657769,,False,Pasaje Las Cadenas,residential,69.571,"LINESTRING (-70.6757604 -33.4471283, -70.6757976 -33.4465034)",,,,,,,
4401552201,4401552202,0,555872710,,False,Pasaje Las Cadenas,residential,2.625,"LINESTRING (-70.6757604 -33.4471283, -70.67575979999999 -33.4471519)",,,,,,,
4401552202,4401552203,0,555872710,,False,Pasaje Las Cadenas,residential,1.826,"LINESTRING (-70.67575979999999 -33.4471519, -70.6757607 -33.4471683)",,,,,,,
4401552202,4401552201,0,555872710,,False,Pasaje Las Cadenas,residential,2.625,"LINESTRING (-70.67575979999999 -33.4471519, -70.6757604 -33.4471283)",,,,,,,
4401552203,4401552204,0,555872710,,False,Pasaje Las Cadenas,residential,1.477,"LINESTRING (-70.6757607 -33.4471683, -70.6757661 -33.4471808)",,,,,,,
4401552203,4401552202,0,555872710,,False,Pasaje Las Cadenas,residential,1.826,"LINESTRING (-70.6757607 -33.4471683, -70.67575979999999 -33.4471519)",,,,,,,
4401552204,4401552205,0,555872710,,False,Pasaje Las Cadenas,residential,1.596,"LINESTRING (-70.6757661 -33.4471808, -70.6757782 -33.447191)",,,,,,,
4401552204,4401552203,0,555872710,,False,Pasaje Las Cadenas,residential,1.477,"LINESTRING (-70.6757661 -33.4471808, -70.6757607 -33.4471683)",,,,,,,
4401552205,4401552206,0,555872710,,False,Pasaje Las Cadenas,residential,1.706,"LINESTRING (-70.6757782 -33.447191, -70.67579569999999 -33.4471957)",,,,,,,
4401552205,4401552204,0,555872710,,False,Pasaje Las Cadenas,residential,1.596,"LINESTRING (-70.6757782 -33.447191, -70.6757661 -33.4471808)",,,,,,,
4401552206,4401552207,0,555872710,,False,Pasaje Las Cadenas,residential,2.943,"LINESTRING (-70.67579569999999 -33.4471957, -70.6758268 -33.4472009)",,,,,,,
4401552206,4401552205,0,555872710,,False,Pasaje Las Cadenas,residential,1.706,"LINESTRING (-70.67579569999999 -33.4471957, -70.6757782 -33.447191)",,,,,,,
4401552207,2041792923,0,555872710,,False,Pasaje Las Cadenas,residential,3.279,"LINESTRING (-70.6758268 -33.4472009, -70.6758621 -33.4472024)",,,,,,,
4401552207,4401552206,0,555872710,,False,Pasaje Las Cadenas,residential,2.943,"LINESTRING (-70.6758268 -33.4472009, -70.67579569999999 -33.4471957)",,,,,,,
4401552211,605143894,0,211203200,,True,Maipú,residential,93.81,"LINESTRING (-70.6761982 -33.448057, -70.67621750000001 -33.4472135)",,,,,,,
4401552213,4401552211,0,211203200,,True,Maipú,residential,4.365,"LINESTRING (-70.6761903 -33.4480957, -70.6761982 -33.448057)",,,,,,,
4401552217,4401552213,0,211203200,,True,Maipú,residential,2.786,"LINESTRING (-70.6761771 -33.4481182, -70.6761903 -33.4480957)",,,,,,,
4401552218,4401552217,0,211203200,,True,Maipú,residential,2.282,"LINESTRING (-70.67616200000001 -33.4481344, -70.6761771 -33.4481182)",,,,,,,
4401552219,2212131490,0,41731888,,True,Maipú,residential,7.125,"LINESTRING (-70.6760756 -33.4481765, -70.6761449 -33.4481489)",2,,,,,,
4401552221,4401552219,0,41731888,,True,Maipú,residential,3.819,"LINESTRING (-70.6760424 -33.4481968, -70.6760756 -33.4481765)",2,,,,,,
4401552222,4401552221,0,41731888,,True,Maipú,residential,3.736,"LINESTRING (-70.6760141 -33.4482207, -70.6760424 -33.4481968)",2,,,,,,
4401554769,7435841052,0,795027666,,False,Pasaje República,residential,14.136,"LINESTRING (-70.6672798 -33.4489888, -70.6672578 -33.4491146)",,,,,,,
4401554769,271981841,0,795027666,,False,Pasaje República,residential,40.016,"LINESTRING (-70.6672798 -33.4489888, -70.6673421 -33.4486327)",,,,,,,
4401561333,4401469986,0,23406229,,True,Concha y Toro,residential,55.407,"LINESTRING (-70.6659696 -33.4459848, -70.66579299999999 -33.4464608)",,,,,,,
4401561333,4401552198,0,442477736,,False,,residential,35.106,"LINESTRING (-70.6659696 -33.4459848, -70.66633419999999 -33.4460692)",,,,,,,
