u,v,key,osmid,oneway,lanes,name,highway,maxspeed,length,geometry,access,bridge,junction,area,service,width,tunnel
3642916118,312660803,0,89890395,False,2,Calle 70,residential,30,205.04500000000002,"LINESTRING (-74.0739408 4.6640609, -74.073791 4.6639514, -74.073369 4.6636429, -74.0729249 4.6633182, -74.07244900000001 4.6629702)",,,,,,,
3645154826,5152487327,0,90037612,True,2,Calle 129,secondary,30,332.67499999999995,"LINESTRING (-74.0620093 4.7165567, -74.06208580000001 4.7165639, -74.0636325 4.7167327, -74.06455769999999 4.7168249, -74.0649949 4.7168684)",,,,,,,
3645154829,310879818,0,"[359882274, 90037898]",True,2,"['Calle 129', 'Carrera 50']","['secondary', 'residential']",30,548.288,"LINESTRING (-74.0616613 4.7164692, -74.0615844 4.716458, -74.0613243 4.7164236, -74.0609317 4.7163778, -74.06041999999999 4.7163219, -74.0601046 4.7162874, -74.0592972 4.7161968, -74.0584829 4.7161269, -74.0576394 4.7160339, -74.0572239 4.715992, -74.0568044 4.7159497, -74.05679619999999 4.7160114)",,,,,,,
3645292509,312473376,0,90071619,False,2,Carrera 55,residential,30,145.974,"LINESTRING (-74.0572959 4.7412173, -74.0571049 4.7425162)",,,,,,,
3645292509,312473237,0,28224387,False,2,Calle 159,residential,30,107.523,"LINESTRING (-74.0572959 4.7412173, -74.057376 4.7412358, -74.0577952 4.7413336, -74.05824079999999 4.7414371)",,,,,,,
3645292509,310000616,0,28224387,False,2,Calle 159,residential,30,352.269,"LINESTRING (-74.0572959 4.7412173, -74.05621189999999 4.7409608, -74.0555366 4.740801, -74.0543749 4.7405261, -74.0542544 4.7404976, -74.054203 4.7404854)",,,,,,,
3659482303,309815395,0,"[28207008, 526207785, 223087296]",False,2,"['Calle 175', 'Calle 182C', 'Carrera 6']",tertiary,30,970.6359999999997,"LINESTRING (-74.0241492 4.7539424, -74.02370639999999 4.7540219, -74.0234799 4.7541206, -74.02287800000001 4.754533, -74.0227175 4.7546924, -74.0226759 4.7548006, -74.0226892 4.7548963, -74.0227668 4.7550339, -74.02293779999999 4.7551757, -74.0231272 4.7553296, -74.02321259999999 4.7554669, -74.0232645 4.7555665, -74.0235047 4.7561873, -74.02360109999999 4.7564046, -74.023758 4.7567025, -74.0238696 4.7568461, -74.0240064 4.7570156, -74.02420619999999 4.7572959, -74.0244002 4.7576904, -74.02452839999999 4.7579746, -74.02456909999999 4.7583146, -74.0245843 4.7584845, -74.02463059999999 4.7586783, -74.0247715 4.7590865, -74.02482910000001 4.7592678, -74.0248588 4.7593498, -74.0249104 4.7594568, -74.02493699999999 4.7595776, -74.0249524 4.7597344, -74.0249637 4.7598757, -74.0249321 4.7599802, -74.02490090000001 4.7600621, -74.0248047 4.760125, -74.0246676 4.7601677, -74.02454830000001 4.7601554, -74.0244371 4.7601126, -74.024263 4.7600545, -74.0241721 4.7599968, -74.02409659999999 4.7599217, -74.0240032 4.759885, -74.0239198 4.7599053)",,,,,,,
3667914743,310552690,0,28735452,False,2,Calle 165,residential,30,306.454,"LINESTRING (-74.0596022 4.7475016, -74.0582069 4.7473807, -74.05802509999999 4.747365, -74.05762919999999 4.7473307, -74.0568471 4.747263)",,,,,,,
3667938371,308899488,0,748708015,False,2,Avenida Carrera 15,tertiary,30,259.827,"LINESTRING (-74.039306 4.7352686, -74.0392614 4.7353654, -74.0392217 4.7354636, -74.03903099999999 4.7359254, -74.0387777 4.7365426, -74.0384205 4.7374321)",,,,,,,
3667938371,5709510715,0,748708016,True,2,Avenida Carrera 15,tertiary,30,62.881,"LINESTRING (-74.039306 4.7352686, -74.03934599999999 4.7352287, -74.0394082 4.7351761, -74.0393715 4.7352097, -74.0395625 4.7351001, -74.0397073 4.7350346)",,,,,,,
3683197690,263066358,0,24294368,False,2,Carrera 32A,residential,30,78.181,"LINESTRING (-74.0802008 4.6308081, -74.080369 4.6306895, -74.0807777 4.6304035)",,,,,,,
3683197690,3683197692,0,364266302,True,1,Carrera 32A,residential,30,29.106,"LINESTRING (-74.0802008 4.6308081, -74.08009819999999 4.6307988, -74.0800723 4.6307881, -74.0800461 4.6307538, -74.0800125 4.6306724)",,,,,,,
3683204656,264153961,0,89574149,True,2,Calle 27,residential,30,351.505,"LINESTRING (-74.0780604 4.6244087, -74.07803560000001 4.6243716, -74.0776331 4.6237696, -74.0771615 4.6231147, -74.0767276 4.6224794, -74.0763305 4.621763)",,,,,,,
3683229398,2860934987,0,"[24324736, 89759875]",False,2,Calle 46,residential,30,127.386,"LINESTRING (-74.07896270000001 4.6361251, -74.0790476 4.6361398, -74.0789762 4.6365756, -74.0789424 4.6367815, -74.0788816 4.6371865)",,,,,,,
3683229398,263776724,0,24324736,False,2,Calle 46,residential,30,207.253,"LINESTRING (-74.07896270000001 4.6361251, -74.0780822 4.6359871, -74.0771221 4.635798)",,,,,,,
3690032119,6566881032,0,699310377,False,2,Diagonal 56 Bis Sur,residential,30,408.53000000000003,"LINESTRING (-74.1426341 4.5823804, -74.1425588 4.5827356, -74.1423913 4.5834835, -74.1423698 4.5835812, -74.1423659 4.583599, -74.1422785 4.5839956, -74.14223250000001 4.5842045, -74.1422286 4.5842223, -74.14221689999999 4.5842851, -74.1420353 4.5852586, -74.14200200000001 4.5854375, -74.1419186 4.5858845, -74.1419372 4.5859803)",,,,,,,
3690189656,314153783,0,90051726,False,2,Carrera 50A,residential,30,126.92000000000002,"LINESTRING (-74.1259517 4.597743, -74.1260501 4.5976209, -74.12636209999999 4.5972339, -74.1266689 4.5968532)",,,,,,,
3698965670,332761784,0,90031204,False,2,Carrera 63,residential,30,424.024,"LINESTRING (-74.1255847 4.6181104, -74.1256901 4.6177795, -74.126025 4.616728, -74.12614189999999 4.6163611, -74.12624529999999 4.6160365, -74.1263885 4.6155861, -74.12649020000001 4.6152663, -74.1266373 4.6148035, -74.1266782 4.6146749, -74.1267416 4.6144756)",,,,,,,
3726892101,348020737,0,"[689479909, 89533758]",False,2,"['Calle 45 Sur', 'Transversal 71P Bis']",tertiary,30,1123.3189999999997,"LINESTRING (-74.16180799999999 4.6083352, -74.1619536 4.6084372, -74.16198850000001 4.608492, -74.1620104 4.6088442, -74.1620126 4.6089074, -74.1620267 4.6093137, -74.162048 4.6099277, -74.162052 4.6100429, -74.1620618 4.6102156, -74.16207489999999 4.6104446, -74.16208709999999 4.6105286, -74.16210359999999 4.6106009, -74.16212299999999 4.61069, -74.1622394 4.6110454, -74.16230419999999 4.6112373, -74.1623209 4.6112748, -74.16234470000001 4.6113158, -74.1623993 4.6113922, -74.1624958 4.6115087, -74.1625787 4.611607, -74.1627505 4.6118405, -74.16295460000001 4.6121177, -74.16316310000001 4.6124011, -74.1633665 4.6126742, -74.1635711 4.6129489, -74.16377730000001 4.6132349, -74.1638954 4.6134294, -74.16408389999999 4.6137402, -74.16439769999999 4.61436, -74.1644072 4.6143821, -74.16443339999999 4.6144434, -74.16450159999999 4.614603, -74.1645937 4.6148141, -74.1647274 4.6151121, -74.1651186 4.6159503, -74.1652383 4.6161922, -74.165429 4.6165882, -74.1654832 4.6167011, -74.1655985 4.6169477, -74.165629 4.6170127, -74.16579419999999 4.617366)",,,,,,,
3756794703,310388582,0,90653560,False,2,Calle 23G,residential,30,210.451,"LINESTRING (-74.11901349999999 4.6642722, -74.11963849999999 4.6649549, -74.1197762 4.6651091, -74.12017710000001 4.6655578, -74.12028359999999 4.6656791)",,,,,,,
3799488974,266529568,0,762914213,False,2,Calle 19 Sur,residential,30,85.221,"LINESTRING (-74.093012 4.5753946, -74.0924667 4.5748543)",,,,,,,
3842253354,6594676285,0,380930499,False,,Diagonal 68D,residential,30,203.55599999999998,"LINESTRING (-74.1611671 4.5849873, -74.1612368 4.5834271, -74.1612399 4.5833572, -74.16124139999999 4.5832854, -74.16122590000001 4.5832224, -74.1611967 4.5831674)",,,,,,,
3850912194,3188427509,0,89717070,True,3,Avenida Carrera 7,primary,30,314.829,"LINESTRING (-74.0650254 4.6287067, -74.064931 4.6290641, -74.06485549999999 4.6292954, -74.0648051 4.6294264, -74.0644954 4.6304171, -74.0644167 4.6306386, -74.06420799999999 4.6312376, -74.06415079999999 4.6313993)",,,,,,,
3861884464,267899323,0,89619191,True,3,Carrera 9,secondary,30,501.741,"LINESTRING (-74.0569395 4.656056, -74.056218 4.6570967, -74.0560095 4.6573947, -74.0558766 4.6575847, -74.0557871 4.6577169, -74.0552694 4.6585029, -74.05441829999999 4.6598033)",,,,,,,
3865362633,5171698342,0,28808661,True,,Transversal 88,tertiary,30,341.51099999999997,"LINESTRING (-74.08242439999999 4.7370867, -74.0826646 4.737356, -74.0829269 4.7375857, -74.08296470000001 4.7376236, -74.0830089 4.7376737, -74.08305 4.7377365, -74.0830742 4.7377881, -74.0831031 4.7378791, -74.08311190000001 4.7379511, -74.0831123 4.7380232, -74.0830966 4.7382513, -74.0830921 4.7383589, -74.0831 4.7384399, -74.08312220000001 4.7385535, -74.08314439999999 4.7386446, -74.08319729999999 4.738785, -74.0835412 4.7395031, -74.08359489999999 4.7396346, -74.0836218 4.7397073, -74.0836431 4.7397829)",,,,,,,
3865362649,1917620459,0,91306765,False,2,Avenida Calle 139,secondary,30,605.962,"LINESTRING (-74.0864619 4.7381018, -74.0866357 4.7378091, -74.08667680000001 4.7377681, -74.08672679999999 4.7377607, -74.08679600000001 4.7377664, -74.08686280000001 4.7377837, -74.0875619 4.7379707, -74.0878654 4.7380707, -74.088503 4.7382898, -74.0887661 4.7383775, -74.0889739 4.7384497, -74.08928179999999 4.7385569, -74.0895593 4.7386438, -74.0899261 4.7387273, -74.0901503 4.7387684, -74.0904373 4.7388477, -74.09079 4.7389737, -74.0911873 4.7391275, -74.0915098 4.7392479)",,,,,,,
3865362649,3865362650,0,383297474,True,1,Avenida Calle 139,secondary,30,21.174,"LINESTRING (-74.0864619 4.7381018, -74.0864028 4.7381435, -74.08635150000001 4.7381685, -74.0862928 4.738187)",,,,,,,
3874228622,283342322,0,89868262,True,3,Avenida Carrera 17,tertiary,30,45.931999999999995,"LINESTRING (-74.06714719999999 4.6526894, -74.0671382 4.6527368, -74.0670703 4.6530953)",,,,,,,
3874228622,283342319,0,89875053,True,2,Calle 63C,residential,30,99.16000000000001,"LINESTRING (-74.06714719999999 4.6526894, -74.0664116 4.6525587, -74.0663646 4.6525587, -74.0663 4.6525732, -74.0662698 4.6525894)",,,,,,,
3879193967,1008089599,0,89748744,True,2,Avenida Calle 45,residential,30,47.496,"LINESTRING (-74.0776515 4.6341812, -74.07723230000001 4.6340925)",,,,,,,
3889256986,345574526,0,"[31097145, 175957677]",True,1,Carrera 5,primary_link,10,253.178,"LINESTRING (-74.06753740000001 4.6116086, -74.067607 4.6114528, -74.067624 4.6114003, -74.0676326 4.6113379, -74.0676363 4.6112742, -74.0676295 4.6112135, -74.0676216 4.6111561, -74.0675742 4.6109344, -74.0675663 4.6108466, -74.0675652 4.610778, -74.0675719 4.6107048, -74.0675923 4.6106294, -74.0676437 4.6105278, -74.0677658 4.6103293, -74.0678259 4.6102615, -74.0678894 4.6102167, -74.0679556 4.6101841, -74.0680253 4.6101604, -74.0681021 4.6101472, -74.0681683 4.6101463, -74.0682415 4.6101524, -74.06830069999999 4.6101665, -74.0683757 4.6101955, -74.0684419 4.6102263, -74.0686048 4.6102995)",,,,,,,
3891199378,261138805,0,"[662520130, 662520131, 681909285]",True,2,"['Avenida Carrera 1', 'Carrera 5']",secondary,30,420.085,"LINESTRING (-74.0446596 4.6666054, -74.0447595 4.6664067, -74.04481680000001 4.666298, -74.0449 4.6661691, -74.04499749999999 4.6660521, -74.0451838 4.6658719, -74.0454086 4.6656632, -74.04563419999999 4.6654777, -74.04576849999999 4.6653547, -74.0458586 4.6652615, -74.0460722 4.6650459, -74.0464777 4.6645998, -74.0465695 4.6645125, -74.0466986 4.664351, -74.0468118 4.6641575, -74.0468688 4.6640228, -74.0469107 4.6638922, -74.0469471 4.663779, -74.0469745 4.6636872)",,,,,,,
3894707234,5421588866,0,386133223,True,,TransMilenio - Troncal Calle 6,service,30,329.216,"LINESTRING (-74.0954468 4.6046958, -74.095653 4.6048432, -74.0959636 4.6050964, -74.0965246 4.6055499, -74.0974686 4.6063266, -74.09761760000001 4.6064624, -74.09767050000001 4.6065253, -74.09769660000001 4.6065643, -74.09771050000001 4.6065992)",no,yes,,,,,
3901911340,4112240957,0,24323007,True,2,Calle 48,residential,30,107.209,"LINESTRING (-74.068208 4.6356425, -74.0673171 4.6354977, -74.0672533 4.6354873)",,,,,,,
3901911340,263776694,0,89759972,True,2,Carrera 15,residential,30,324.942,"LINESTRING (-74.068208 4.6356425, -74.0683667 4.6346907, -74.0684261 4.6343438, -74.06856209999999 4.6335867, -74.0686287 4.6332, -74.0687058 4.6327627)",,,,,,,
3925624308,5116120911,0,389396351,False,2,Carrera 119,residential,30,168.16500000000002,"LINESTRING (-74.130578 4.7240793, -74.1305838 4.7239835, -74.1305929 4.7238965, -74.1306312 4.7236619, -74.130653 4.723458, -74.1307005 4.7225731)",,,,,,,
3925624331,3925624344,0,534668665,False,2,Carrera 120A,residential,30,87.093,"LINESTRING (-74.13231620000001 4.7186763, -74.1323246 4.7194595)",,,,,,,
3925624332,5116120911,0,389396351,False,2,Carrera 119,residential,30,9.708,"LINESTRING (-74.1307049 4.7224859, -74.1307005 4.7225731)",,,,,,,
3925624332,5184892528,0,389396351,False,2,Carrera 119,residential,30,202.804,"LINESTRING (-74.1307049 4.7224859, -74.1307071 4.7224417, -74.1307655 4.7215485, -74.13079140000001 4.7207685, -74.1307764 4.7206655)",,,,,,,
3925624332,1062715835,0,606813958,True,2,Calle 77B,tertiary,30,171.23500000000004,"LINESTRING (-74.1307049 4.7224859, -74.1300227 4.7224582, -74.1299004 4.7224534, -74.1292955 4.722425, -74.1292392 4.7223889, -74.1291746 4.7223693)",,,,,,,
3925624344,3925624331,0,534668665,False,2,Carrera 120A,residential,30,87.093,"LINESTRING (-74.1323246 4.7194595, -74.13231620000001 4.7186763)",,,,,,,
3925624344,4018189756,0,389390721,False,2,Calle 74A,residential,30,415.817,"LINESTRING (-74.1323246 4.7194595, -74.13202889999999 4.7194635, -74.13155570000001 4.7194655, -74.1313227 4.7194666, -74.13077699999999 4.7194688, -74.1304923 4.71947, -74.1303904 4.7194704, -74.1302846 4.7194542, -74.1302295 4.7194307, -74.1301756 4.7193822, -74.1300548 4.7192816, -74.12875320000001 4.7187134)",,,,,,,
3925624344,6028782298,0,389390726,False,2,Carrera 120A,residential,30,126.58399999999999,"LINESTRING (-74.1323246 4.7194595, -74.1323254 4.7196159, -74.1323287 4.7198016, -74.1323251 4.7201675, -74.13232499999999 4.7204473, -74.1323292 4.7205978)",,,,,,,
3938608085,5105816176,0,"[44873333, 390548742]",True,3,Avenida Carrera 7,primary,30,484.49,"LINESTRING (-74.06017129999999 4.6468296, -74.06010910000001 4.646933, -74.0600173 4.6471116, -74.05975979999999 4.647717, -74.0596987 4.6478465, -74.05942 4.6484452, -74.0591221 4.6490335, -74.0590328 4.6492099, -74.0589696 4.6493241, -74.0587216 4.6497721, -74.05858310000001 4.6500122, -74.0585521 4.650069, -74.05853500000001 4.6501003, -74.058414 4.6502921, -74.0582903 4.6504693, -74.0582036 4.6505832, -74.05813449999999 4.6506739)",,,,,,,
3938608085,268230748,0,89631945,True,2,Calle 62,tertiary,30,109.528,"LINESTRING (-74.06017129999999 4.6468296, -74.06012200000001 4.6468038, -74.0592959 4.6463725)",,,,,,,
3938608086,3938608095,0,44873333,True,3,Avenida Carrera 7,primary,30,64.684,"LINESTRING (-74.0612843 4.6451803, -74.0612167 4.6453314, -74.0611195 4.6455054, -74.0609939 4.6456828)",,,,,,,
3938608095,268231695,0,24677711,False,2,Calle 60A,residential,30,109.96300000000001,"LINESTRING (-74.0609939 4.6456828, -74.0609249 4.6456426, -74.06013729999999 4.6451838)",,,,,,,
3938608095,3938608085,0,44873333,True,3,Avenida Carrera 7,primary,30,156.764,"LINESTRING (-74.0609939 4.6456828, -74.0607665 4.6460056, -74.06058179999999 4.6462686, -74.060416 4.6464944, -74.06017129999999 4.6468296)",,,,,,,
3940693263,263066316,0,"[814271424, 175663650, 90654646, 814271423]",True,,Anillo Vial,unclassified,30,2239.4479999999994,"LINESTRING (-74.08191890000001 4.6334234, -74.08175679999999 4.6335094, -74.0815449 4.6336225, -74.08089870000001 4.6339855, -74.0807892 4.6340509, -74.0806504 4.6341364, -74.0805859 4.6341882, -74.0805325 4.6342546, -74.0804716 4.6343595, -74.08040939999999 4.6344966, -74.0803562 4.6346277, -74.0803263 4.6347342, -74.080195 4.6352006, -74.0801591 4.635371, -74.0801408 4.6354939, -74.08012309999999 4.6358901, -74.0801527 4.6362102, -74.0801953 4.6364573, -74.08020980000001 4.6365308, -74.08025720000001 4.6367715, -74.0802623 4.6367972, -74.0803082 4.6369609, -74.0803956 4.6372301, -74.0804636 4.6374395, -74.08060330000001 4.6377306, -74.0807547 4.6379838, -74.0812292 4.6386645, -74.0812964 4.6387344, -74.0818197 4.6392565, -74.0819604 4.6393885, -74.0820373 4.6394641, -74.0821969 4.6395189, -74.08225520000001 4.6395379, -74.0829433 4.6397838, -74.0830587 4.6398126, -74.0836461 4.6399929, -74.08384030000001 4.6400516, -74.0840446 4.6399697, -74.0847462 4.6395891, -74.0849061 4.6395116, -74.0851792 4.6393589, -74.085943 4.6389539, -74.0860587 4.6388721, -74.0863008 4.6380758, -74.0865494 4.6372396, -74.0865704 4.6371509, -74.0865749 4.6370594, -74.086569 4.6369925, -74.08655899999999 4.6369283, -74.08653169999999 4.636724, -74.0864973 4.6365128, -74.0864351 4.6362238, -74.08637 4.6359847, -74.0863525 4.6359354, -74.0863174 4.6358305, -74.08630669999999 4.6357968, -74.0862812 4.6357169, -74.08627540000001 4.6356975, -74.0862498 4.6356302, -74.0862274 4.6355716, -74.08614129999999 4.63536, -74.0860808 4.6352205, -74.0860354 4.6351135, -74.0860179 4.6350811, -74.0859265 4.6349042, -74.0859198 4.6348912, -74.0858358 4.6347518, -74.0858222 4.6347298, -74.08579930000001 4.6346928, -74.0857634 4.6346404, -74.0855991 4.6344008, -74.0855318 4.6342904, -74.0854032 4.634137, -74.0852197 4.6339391, -74.085047 4.6337599, -74.08503020000001 4.6337455, -74.0848506 4.633592, -74.0846512 4.6334491, -74.0844367 4.6333165, -74.0843874 4.6332888, -74.0842684 4.6332248, -74.0841777 4.6331825, -74.08407699999999 4.6331348, -74.0839998 4.633098, -74.08390660000001 4.633062, -74.0837764 4.63302, -74.08367370000001 4.6329904, -74.0834923 4.632948, -74.0832936 4.6329088, -74.0831068 4.6328852, -74.0830206 4.6328887, -74.08292280000001 4.6329057, -74.0828267 4.6329398, -74.082748 4.6329727, -74.0826472 4.6330266)","['private', 'yes']",yes,,,,,
3940693263,5627275519,0,390913763,False,,,service,30,117.02199999999999,"LINESTRING (-74.08191890000001 4.6334234, -74.0817297 4.6330509, -74.0817483 4.6329707, -74.08174030000001 4.6328905, -74.08169599999999 4.6327769, -74.0816477 4.6326619, -74.08164499999999 4.6325336, -74.0816439 4.6324717, -74.0816414 4.6324366)",,,,,,,
3948260527,4989066557,0,624458141,True,,TransMilenio - Bicentenario,service,30,414.18800000000005,"LINESTRING (-74.0815214 4.5930122, -74.0815752 4.59302, -74.0816236 4.5930389, -74.0817783 4.5931316, -74.0818155 4.5931605, -74.08183649999999 4.5931857, -74.0818486 4.593202, -74.0818671 4.5932372, -74.0818776 4.5932723, -74.0818768 4.5933249, -74.0818678 4.5933614, -74.0818482 4.5933979, -74.0815284 4.5939056, -74.081317 4.5942496, -74.08128689999999 4.5942793, -74.0812526 4.5943034, -74.0812023 4.5943249, -74.0811605 4.5943351, -74.0811133 4.5943292, -74.08107819999999 4.5943193, -74.0810491 4.5943032, -74.0810082 4.5942519, -74.0809948 4.5941877, -74.08099869999999 4.5941323, -74.08101069999999 4.5940796, -74.08104950000001 4.5939875, -74.0810938 4.5938975, -74.0811562 4.5937587, -74.0812737 4.5934379, -74.0812722 4.5933457, -74.0812694 4.5932825, -74.0812693 4.5931886, -74.0812844 4.593091, -74.0813015 4.5929801, -74.0813296 4.5928103, -74.081334 4.592688, -74.08132519999999 4.5925479)",no,,,,,,
3957468600,1008249790,0,89758716,True,2,Avenida Calle 17,tertiary,30,7.744,"LINESTRING (-74.1156338 4.6397774, -74.11568819999999 4.6398211)",,,,,,,
3957468600,333837743,0,89758758,True,2,Avenida Carrera 68,primary,30,433.988,"LINESTRING (-74.1156338 4.6397774, -74.1141444 4.6412935, -74.1138383 4.6415717, -74.1130617 4.6423366, -74.1128825 4.6425018, -74.11285549999999 4.6425267)",,,,,,,
3957551334,261030044,0,29982785,True,2,Avenida Calle 24,secondary,30,273.067,"LINESTRING (-74.11804619999999 4.6639914, -74.1178773 4.6638055, -74.1173543 4.6632117, -74.11726590000001 4.6631101, -74.1167628 4.6625408, -74.1164531 4.6621676, -74.1164292 4.6621388)",,,,,,,
3957551334,4054630442,0,403081884,False,2,Carrera 72C,residential,30,167.20299999999997,"LINESTRING (-74.11804619999999 4.6639914, -74.1189873 4.6628837, -74.1189931 4.6628594, -74.11899940000001 4.6628329)",,,,,,,
3960212957,325094507,0,392825870,False,2,Carrera 32,residential,30,8.996,"LINESTRING (-74.10840930000001 4.5997474, -74.1084644 4.599688)",,,,,,,
3960212957,310982228,0,89986645,True,2,Avenida Calle 8 Sur,secondary,30,234.805,"LINESTRING (-74.10840930000001 4.5997474, -74.1085929 4.5999135, -74.1093 4.6005682, -74.1096225 4.6008761, -74.1099602 4.6011858)",,,,,,,
3967298499,5686421593,0,"[814752530, 741972924, 741972925, 741972926]",False,2,"['Transversal 5', 'Carrera 2', 'Calle 91']",primary,30,1034.506,"LINESTRING (-74.0388442 4.6705477, -74.0387736 4.6703859, -74.0388074 4.6701893, -74.0389349 4.6699118, -74.0390323 4.6697138, -74.03931900000001 4.6686386, -74.0393874 4.6684306, -74.0394866 4.6683293, -74.039683 4.6682954, -74.0398381 4.6683723, -74.0400011 4.6685361, -74.0401451 4.6688204, -74.0402326 4.668942, -74.0403653 4.6690621, -74.040708 4.6692168, -74.04100099999999 4.6693347, -74.04190920000001 4.6696095, -74.04207030000001 4.6696799, -74.0421796 4.6698144, -74.04235250000001 4.6700744, -74.04239250000001 4.6701195, -74.0425188 4.6701971, -74.042665 4.6702223, -74.0428529 4.6701664, -74.0434312 4.6698633, -74.04358120000001 4.6697353, -74.04370489999999 4.6694707, -74.04404890000001 4.6690372, -74.0442145 4.6688391, -74.04429349999999 4.6686633, -74.04433830000001 4.668543, -74.04434449999999 4.6684282, -74.04424849999999 4.6679924)",,,,,,6,
4004473089,2863283593,0,89574300,True,2,Calle 37,residential,30,15.367,"LINESTRING (-74.0754513 4.6265701, -74.07531539999999 4.6265427)",,,,,,,
4004473089,264154324,0,89574341,True,,Carrera 24,residential,30,273.093,"LINESTRING (-74.0754513 4.6265701, -74.0755782 4.6257751, -74.0756799 4.6249112, -74.0757789 4.6241363)",,,,,,,
4004473097,4004473089,0,89574341,True,,Carrera 24,residential,30,33.362,"LINESTRING (-74.07540400000001 4.6268664, -74.07544249999999 4.6266249, -74.0754513 4.6265701)",,,,,,,
4004975962,3191652249,0,343938338,True,3,Carrera 13,secondary,30,12.899,"LINESTRING (-74.066411 4.632263, -74.06643200000001 4.6321489)",,,,,,,
4004975962,263732351,0,"[89702344, 79378213]",True,2,"['Avenida Calle 45', 'Avenida Carrera 14']","['secondary', 'trunk']",30,570.502,"LINESTRING (-74.066411 4.632263, -74.06649849999999 4.6323157, -74.0666051 4.6323715, -74.0666781 4.632398, -74.0667692 4.63242, -74.0668857 4.6324414, -74.0675076 4.6325509, -74.0675603 4.6325602, -74.0675521 4.632606, -74.06754909999999 4.6326202, -74.06739260000001 4.633369, -74.06725950000001 4.6341251, -74.0671983 4.6344683, -74.0671859 4.6345357, -74.06702919999999 4.6354388, -74.0668697 4.6363736, -74.0668593 4.6364343)",,,,,,,
4018189756,757470172,0,117451475,False,2,Carrera 116B,tertiary,30,396.78499999999997,"LINESTRING (-74.12875320000001 4.7187134, -74.1285132 4.7194294, -74.12838600000001 4.7197622, -74.1281431 4.7203289, -74.1281008 4.7204289, -74.12799529999999 4.7206958, -74.1277987 4.7212256, -74.1276111 4.7217539, -74.12752159999999 4.7220158, -74.1275074 4.7220572)",,,,,,,
4018189756,3528435526,0,117451475,False,2,Carrera 116B,tertiary,30,265.278,"LINESTRING (-74.12875320000001 4.7187134, -74.1291037 4.7178185, -74.1296236 4.716491)",,,,,,,
4018189756,7606305507,0,389390721,False,2,Calle 74A,residential,30,175.337,"LINESTRING (-74.12875320000001 4.7187134, -74.1285556 4.7185878, -74.12847069999999 4.7185156, -74.12836369999999 4.7183998, -74.1277134 4.7175426)",,,,,,,
4018189756,3925624344,0,389390721,False,2,Calle 74A,residential,30,415.817,"LINESTRING (-74.12875320000001 4.7187134, -74.1300548 4.7192816, -74.1301756 4.7193822, -74.1302295 4.7194307, -74.1302846 4.7194542, -74.1303904 4.7194704, -74.1304923 4.71947, -74.13077699999999 4.7194688, -74.1313227 4.7194666, -74.13155570000001 4.7194655, -74.13202889999999 4.7194635, -74.1323246 4.7194595)",,,,,,,
4053826675,310335148,0,90065584,False,2,Carrera 68M,residential,30,69.013,"LINESTRING (-74.1362668 4.6100419, -74.1368137 4.6097452)",,,,,,,
4053845267,4053845268,0,402991350,False,2,Calle 4B,residential,30,49.988,"LINESTRING (-74.1124655 4.6175605, -74.1128756 4.6177476)",,,,,,,
4053845268,6333545019,0,30189224,False,2,Carrera 45,residential,30,77.275,"LINESTRING (-74.1128756 4.6177476, -74.1125687 4.6183716)",,,,,,,
4053845268,4053845267,0,402991350,False,2,Calle 4B,residential,30,49.988,"LINESTRING (-74.1128756 4.6177476, -74.1124655 4.6175605)",,,,,,,
4053845268,262178045,0,402991350,False,2,Calle 4B,residential,30,55.094,"LINESTRING (-74.1128756 4.6177476, -74.1133246 4.6179602)",,,,,,,
4053845268,332623549,0,30189224,False,2,Carrera 45,residential,30,191.583,"LINESTRING (-74.1128756 4.6177476, -74.11331970000001 4.6167631, -74.1133377 4.6167233, -74.1135675 4.6161689)",,,,,,,
4053845275,333619990,0,402991353,False,2,Calle 11,residential,30,23.515,"LINESTRING (-74.118308 4.633274, -74.1181497 4.6331332)",,,,,,,
4053845286,4053845494,0,402991339,False,,Carrera 88,residential,30,158.635,"LINESTRING (-74.1495025 4.6516369, -74.1484785 4.6526337)",,,,,,,
4053845286,2739045349,0,402991352,False,,Calle 10,residential,30,121.379,"LINESTRING (-74.1495025 4.6516369, -74.1486877 4.6509075)",,,,,,,
4053845286,4053845498,0,402991352,False,,Calle 10,residential,30,224.097,"LINESTRING (-74.1495025 4.6516369, -74.1509914 4.6530005)",,,,,,,
4053845494,4053845286,0,402991339,False,,Carrera 88,residential,30,158.635,"LINESTRING (-74.1484785 4.6526337, -74.1495025 4.6516369)",,,,,,,
4053845494,2739045355,0,402991355,False,,Calle 10B,residential,30,114.398,"LINESTRING (-74.1484785 4.6526337, -74.1477368 4.6519182)",,,,,,,
4053845494,4053845500,0,402991355,False,,Calle 10B,residential,30,64.422,"LINESTRING (-74.1484785 4.6526337, -74.1488962 4.6530366)",,,,,,,
4053845496,4053845515,0,402991348,False,2,Carrera 90A,residential,30,342.89,"LINESTRING (-74.1556981 4.6528339, -74.15503579999999 4.6533212, -74.1532091 4.6546655)",,,,,,,
4053845498,4053845286,0,402991352,False,,Calle 10,residential,30,224.097,"LINESTRING (-74.1509914 4.6530005, -74.1495025 4.6516369)",,,,,,,
4053845500,4053845494,0,402991355,False,,Calle 10B,residential,30,64.422,"LINESTRING (-74.1488962 4.6530366, -74.1484785 4.6526337)",,,,,,,
