u,v,key,osmid,name,highway,maxspeed,oneway,length,geometry,bridge,width,access,tunnel,junction,lanes,est_width,service,ref,area,landuse
473481837,1498573340,0,119452881,,cycleway,,False,4.178,"LINESTRING (4.8685253 52.3348965, 4.8684822 52.3349233)",,4.00,,,,,,,,,
473481837,429785000,0,46338981,,cycleway,,True,42.053000000000004,"LINESTRING (4.8685253 52.3348965, 4.8685657 52.3348967, 4.8686547 52.334897, 4.8687576 52.3348974, 4.8688063 52.3348976, 4.8688659 52.3348979, 4.8689019 52.334898, 4.8690034 52.3348984, 4.8691442 52.334899)",,4.00,,,,,,,,,
473481837,1151065374,0,119452881,,cycleway,,False,141.716,"LINESTRING (4.8685253 52.3348965, 4.8685512 52.3343334, 4.8685816 52.3338024, 4.8685963 52.3336228)",,4.00,,,,,,,,,
476033407,2020337649,0,7383589,,cycleway,,True,33.568,"LINESTRING (4.8189246 52.3761423, 4.8188006 52.3761222, 4.8185967 52.3760469, 4.8184966 52.3759983)",,2.00,,,,,,,,,
476033419,476033423,0,7383589,,cycleway,,True,36.771,"LINESTRING (4.8183333 52.3756366, 4.8183525 52.3755665, 4.8184169 52.3754781, 4.8185082 52.3753952, 4.8185926 52.375359)",,2.00,,,,,,,,,
476033419,1503056909,0,97178724,Burgemeester Röellstraat,cycleway,,False,53.815,"LINESTRING (4.8183333 52.3756366, 4.8181964 52.3756504, 4.8177725 52.3756925, 4.8175509 52.3757146)",,3.00,,,,,,,,,
476033423,413318870,0,7383589,,cycleway,,True,37.262,"LINESTRING (4.8185926 52.375359, 4.8187011 52.3753148, 4.8188206 52.3752868, 4.8188865 52.375273, 4.8190073 52.3752644, 4.8191062 52.375269)",,2.00,,,,,,,,,
476033423,1125637625,0,43285262,Slotermeerlaan,cycleway,,False,31.304,"LINESTRING (4.8185926 52.375359, 4.8186109 52.375257, 4.8185705 52.3750798)",,2.00,,,,,,,,,
479732035,424032158,0,39947828,,cycleway,,False,6.099,"LINESTRING (4.8552752 52.3957875, 4.8551854 52.3957851)",,,,,,,,,,,
479732035,1280336490,0,839674515,,cycleway,,False,129.619,"LINESTRING (4.8552752 52.3957875, 4.8553056 52.394981, 4.8554934 52.3947738, 4.8555011 52.3946517)",,,,,,,,,,,
479732035,7842849465,0,"[839674515, 788189212]",,cycleway,,False,193.88,"LINESTRING (4.8552752 52.3957875, 4.8552493 52.3962733, 4.8552358 52.3965466, 4.8552327 52.3966086, 4.8552313 52.3966629, 4.8551892 52.3966979, 4.8551469 52.3967046, 4.8549746 52.3967437, 4.8548754 52.3967519, 4.8545669 52.3967372, 4.8541807 52.3967192, 4.8539232 52.3967176, 4.8538541 52.396717)",,3,,,,,,,,,
479732039,479732040,0,39947829,,cycleway,,False,17.409,"LINESTRING (4.8552371 52.3945344, 4.8554935 52.3945287)",,,,,,,,,,,
479732040,479732041,0,39947829,,cycleway,,False,14.005,"LINESTRING (4.8554935 52.3945287, 4.8556998 52.3945325)",,,,,,,,,,,
479732040,479732039,0,39947829,,cycleway,,False,17.409,"LINESTRING (4.8554935 52.3945287, 4.8552371 52.3945344)",,,,,,,,,,,
479732040,1280336490,0,839674515,,cycleway,,False,13.687,"LINESTRING (4.8554935 52.3945287, 4.8555011 52.3946517)",,,,,,,,,,,
479732040,46482154,0,839674515,,cycleway,,False,206.55100000000002,"LINESTRING (4.8554935 52.3945287, 4.8555526 52.3934127, 4.8555763 52.3928929, 4.8556646 52.3926786)",,,,,,,,,,,
479732041,479732040,0,39947829,,cycleway,,False,14.005,"LINESTRING (4.8556998 52.3945325, 4.8554935 52.3945287)",,,,,,,,,,,
481290896,30167790,0,"[171451394, 40029042, 309042911]",,cycleway,,False,437.4440000000001,"LINESTRING (4.8405163 52.3920261, 4.8407061 52.3919756, 4.8407667 52.3919765, 4.8408418 52.3919776, 4.8410296 52.3919805, 4.8411449 52.3919837, 4.8415999 52.3919891, 4.8418237 52.3920556, 4.8421583 52.3920573, 4.843106 52.392077, 4.843251 52.3920768, 4.8433815 52.3920798, 4.8435048 52.3920854, 4.843993 52.3920938, 4.8449206 52.3921055, 4.8450311 52.3921053, 4.8451582 52.3921022, 4.8451744 52.392102, 4.8451923 52.3921018, 4.8452435 52.3921012, 4.8467966 52.3920858, 4.8468536 52.3920861, 4.846916 52.3920968)",,"['3.60', '4.40']",,,,,,,,,
481290896,416077435,0,171451394,,cycleway,,False,256.74300000000005,"LINESTRING (4.8405163 52.3920261, 4.8404431 52.3920319, 4.8403265 52.3920295, 4.8398624 52.3920254, 4.8397503 52.3920299, 4.8395915 52.3920696, 4.8394789 52.3920941, 4.8393513 52.3921057, 4.8390637 52.3920872, 4.8388512 52.3920589, 4.8386822 52.3920515, 4.8383404 52.3920463, 4.8379976 52.3920576, 4.8376304 52.3921056, 4.8375946 52.3921084, 4.8372425 52.3921109, 4.8367712 52.3921159)",,3.60,,,,,,,,,
481290896,2028085126,0,192251271,,cycleway,,False,63.35399999999999,"LINESTRING (4.8405163 52.3920261, 4.840521 52.3919405, 4.8405284 52.3918672, 4.8405431 52.3917174, 4.8405473 52.3916405, 4.8405482 52.3915588, 4.8405506 52.3915242, 4.8405507 52.391495, 4.8405523 52.3914569)",,,,,,,,,,,
481290915,5457163018,0,"[40029035, 120399815]",,cycleway,,False,148.86200000000002,"LINESTRING (4.8469895 52.3915931, 4.8471121 52.3915952, 4.8471835 52.3915965, 4.8473567 52.3915963, 4.8473914 52.3915971, 4.8475996 52.3916047, 4.8477688 52.3916108, 4.8478108 52.3916178, 4.8478985 52.3916316, 4.8479715 52.3916427, 4.8480379 52.39165, 4.8491294 52.391676, 4.8491739 52.3916771)",,3.20,,,,,,,,,
481290915,481290948,0,"[40029035, 40029030]",,cycleway,,False,398.709,"LINESTRING (4.8469895 52.3915931, 4.8469116 52.3915905, 4.8468851 52.3915895, 4.8452537 52.3915425, 4.8451575 52.3915371, 4.8450694 52.3915339, 4.8450033 52.3915306, 4.8448618 52.3915236, 4.844793 52.3915236, 4.8440478 52.3915148, 4.8438884 52.391511, 4.8437263 52.391491, 4.8435079 52.3914615, 4.8434015 52.39145, 4.8432466 52.3914485, 4.8411278 52.3914657)",,"['4.20', '3.20']",,,,,,,,,
481290915,30167790,0,118026326,,cycleway,,False,56.242999999999995,"LINESTRING (4.8469895 52.3915931, 4.8469814 52.3916493, 4.8469785 52.3916695, 4.8469722 52.3917203, 4.8469652 52.3917739, 4.8469435 52.3919562, 4.8469394 52.3919846, 4.8469275 52.3920402, 4.846916 52.3920968)",,3.60,,,,,,,,,
481290915,30167776,0,"[4732862, 118026326]",,cycleway,,False,242.048,"LINESTRING (4.8469895 52.3915931, 4.8469963 52.3915633, 4.8470023 52.3915371, 4.8470078 52.3915131, 4.8471025 52.3910999, 4.8471253 52.3907368, 4.8471649 52.3898764, 4.8472077 52.3897162, 4.8472251 52.3895389, 4.8472573 52.389483, 4.8472923 52.3894318)",,3.60,,,,,,,,,
481290933,5457163018,0,120399815,,cycleway,,False,102.266,"LINESTRING (4.8506798 52.3917131, 4.8491739 52.3916771)",,3.20,,,,,,,,,
481290933,46477625,0,566750741,,cycleway,,False,11.213,"LINESTRING (4.8506798 52.3917131, 4.8506749 52.3916123)",,2,,,,,,,,,
481290933,659890674,0,"[7378952, 120399815]",,cycleway,,False,287.796,"LINESTRING (4.8506798 52.3917131, 4.8530151 52.3917272, 4.8549208 52.3917196)",,3.20,,,,,,,,,
481290936,2028085126,0,40029030,,cycleway,,False,12.771,"LINESTRING (4.8407405 52.3914578, 4.8405523 52.3914569)",,4.20,,,,,,,,,
481290936,481290948,0,40029030,,cycleway,,False,26.39,"LINESTRING (4.8407405 52.3914578, 4.8407605 52.3914624, 4.8408286 52.3914626, 4.8409739 52.3914609, 4.8410997 52.3914644, 4.8411278 52.3914657)",,4.20,,,,,,,,,
481290936,481290950,0,"[40029032, 40029031]",,cycleway,,True,223.223,"LINESTRING (4.8407405 52.3914578, 4.8407451 52.391234, 4.8407781 52.3896168, 4.8407729 52.3895595, 4.840951 52.3895672)",,,,,,,,,,,
481290948,481290915,0,"[40029035, 40029030]",,cycleway,,False,398.70899999999995,"LINESTRING (4.8411278 52.3914657, 4.8432466 52.3914485, 4.8434015 52.39145, 4.8435079 52.3914615, 4.8437263 52.391491, 4.8438884 52.391511, 4.8440478 52.3915148, 4.844793 52.3915236, 4.8448618 52.3915236, 4.8450033 52.3915306, 4.8450694 52.3915339, 4.8451575 52.3915371, 4.8452537 52.3915425, 4.8468851 52.3915895, 4.8469116 52.3915905, 4.8469895 52.3915931)",,"['4.20', '3.20']",,,,,,,,,
481290948,481290936,0,40029030,,cycleway,,False,26.390000000000004,"LINESTRING (4.8411278 52.3914657, 4.8410997 52.3914644, 4.8409739 52.3914609, 4.8408286 52.3914626, 4.8407605 52.3914624, 4.8407405 52.3914578)",,4.20,,,,,,,,,
481290950,481290952,0,40029034,,cycleway,,False,10.363,"LINESTRING (4.840951 52.3895672, 4.840961 52.3894742)",,,,,,,,,,,
481290950,481290948,0,"[40029032, 40029033]",,cycleway,,True,223.205,"LINESTRING (4.840951 52.3895672, 4.8411223 52.3895634, 4.8411272 52.3896091, 4.8411202 52.3896392, 4.8411196 52.3900915, 4.8411251 52.3906319, 4.8411278 52.3914657)",,,,,,,,,,,
481290952,481290950,0,40029034,,cycleway,,False,10.363,"LINESTRING (4.840961 52.3894742, 4.840951 52.3895672)",,,,,,,,,,,
481290952,30167776,0,"[192249756, 4732789, 4732861]",,cycleway,,False,430.065,"LINESTRING (4.840961 52.3894742, 4.842389 52.3894552, 4.8435343 52.3894309, 4.8440206 52.389402, 4.8447748 52.3893896, 4.8452423 52.3893871, 4.8459491 52.3893912, 4.8468554 52.3894063, 4.8471404 52.38942, 4.8472923 52.3894318)",,,,,,,,,,,
481290952,1275720190,0,"[390804608, 390793985, 390793987, 390804612, 390793835, 390793838, 669760112, 669760113, 669760114, 669760115, 7379221, 27185243, 192249756, 112159678]",,cycleway,,False,679.848,"LINESTRING (4.840961 52.3894742, 4.8398076 52.3894878, 4.8395464 52.3894871, 4.8394842 52.3894869, 4.8392591 52.3894863, 4.8391788 52.3894855, 4.8390659 52.3894843, 4.8390451 52.3894842, 4.8387265 52.3894807, 4.838268 52.3894727, 4.837896 52.3894696, 4.8377971 52.3894682, 4.837364 52.3894667, 4.8367552 52.3894657, 4.8364928 52.3894657, 4.8361676 52.3894663, 4.8360365 52.3894644, 4.8358007 52.3894658, 4.8356366 52.3894707, 4.8353648 52.389486, 4.8352607 52.3894948, 4.8351395 52.389505, 4.8349038 52.3895196, 4.8344202 52.3895272, 4.8342906 52.3895428, 4.834216 52.3896049, 4.8341424 52.3897209, 4.8340434 52.3899257, 4.8339931 52.3900616, 4.8339735 52.3901777, 4.8339628 52.3902938, 4.8339551 52.3913082, 4.8339744 52.3913846, 4.8340379 52.391437, 4.8341621 52.3914928)",,,,yes,,,,,,,
481290956,454445489,0,40029039,,cycleway,,False,15.337,"LINESTRING (4.8549855 52.3923711, 4.8550397 52.3922372)",,,,,,,,,,,
482340223,482664872,0,"[306839680, 7380266, 7380218]",,cycleway,,False,115.024,"LINESTRING (4.8340504 52.3851011, 4.8340518 52.3851854, 4.8340481 52.3852735, 4.8340299 52.3859398, 4.8340286 52.3861354)",,,,,,,,,,,
482340223,2768614251,0,"[40886618, 687974556]",,cycleway,,False,17.233,"LINESTRING (4.8340504 52.3851011, 4.8341421 52.3851015, 4.8343043 52.3851023)",,3.00,,,,,,,,,
482340223,1649514964,0,"[687974559, 40085838, 40085817, 40085820, 51194111]","['Brettenpad', 'Spaarnwouderdijk']",cycleway,,False,888.756,"LINESTRING (4.8340504 52.3851011, 4.8327233 52.3850873, 4.8316408 52.3850809, 4.8315378 52.3850833, 4.8314743 52.3850848, 4.8312081 52.3851242, 4.8309143 52.3851774, 4.8307856 52.3851969, 4.8306021 52.3851965, 4.8303564 52.3851573, 4.8298959 52.3851426, 4.8296302 52.3851432, 4.829256 52.3851537, 4.828771 52.3851919, 4.8283195 52.3852648, 4.8280765 52.3852744, 4.8271877 52.3852666, 4.8268112 52.3852676, 4.8254737 52.3852573, 4.8252194 52.385194, 4.8250686 52.3851681, 4.8249323 52.385149, 4.8230151 52.3851345, 4.8210393 52.3851172)",,3.00,,,,,,,,,
482340259,528903146,0,"[41393238, 41393239]",Seineweg,cycleway,,False,44.833,"LINESTRING (4.8189477 52.3847055, 4.8189431 52.3848305, 4.8189451 52.3848754, 4.8190104 52.3850388, 4.8190146 52.3851038)",yes,4.00,,,,,,,,,
482340259,1625326935,0,208731235,Brettenpad,cycleway,,False,30.017,"LINESTRING (4.8189477 52.3847055, 4.8189048 52.3847016, 4.818861 52.3846986, 4.8186579 52.3846964, 4.8185401 52.3846938, 4.8185063 52.384693)",,4.00,,,,,,,,,
482340259,428893898,0,"[40085834, 427622349]",Seineweg,cycleway,,False,57.043000000000006,"LINESTRING (4.8189477 52.3847055, 4.8190013 52.3846799, 4.8190612 52.3846563, 4.8190885 52.3846512, 4.8191044 52.3846399, 4.8191085 52.38462, 4.8191078 52.3845786, 4.8191158 52.3843695, 4.8191204 52.3843282, 4.81913 52.3842448)",,4.00,,,,,,,,,
482664833,497568411,0,"[7380202, 164192849, 7380213, 41359574, 41359575, 40886619]",Radarweg,cycleway,,False,180.52999999999997,"LINESTRING (4.8356231 52.3861452, 4.8356032 52.3861096, 4.8355164 52.3859546, 4.8355013 52.3859255, 4.8354195 52.3858026, 4.8353898 52.3857581, 4.8353658 52.385722, 4.8351761 52.3853841, 4.8350407 52.3851305, 4.835019 52.3850852, 4.8350319 52.3848749, 4.8350315 52.3848575, 4.8350334 52.384802, 4.8350378 52.3846747, 4.8350395 52.3846276, 4.8350505 52.3845851)",yes,3.50,,,,,,,,,
482664833,482681636,0,40103019,,cycleway,,False,31.69,"LINESTRING (4.8356231 52.3861452, 4.8355674 52.3861452, 4.8354871 52.3861451, 4.8352971 52.386143, 4.8352046 52.3861421, 4.8351562 52.3861417)",,,,,,,,,,,
482664833,4422115058,0,"[7380200, 152121267]",,cycleway,,False,168.82,"LINESTRING (4.8356231 52.3861452, 4.8356536 52.3861926, 4.8356803 52.3862362, 4.8358981 52.3866257, 4.8363733 52.3875227, 4.8364235 52.3875817)",,"['3.50', '4.00']",,,,,,,,,
482664833,46454742,0,"[7379302, 437363912, 7379304, 7380203, 7379309]",,cycleway,,False,297.091,"LINESTRING (4.8356231 52.3861452, 4.8356967 52.3861448, 4.8376058 52.386159, 4.8377612 52.3861606, 4.8378213 52.386161, 4.837898 52.386162, 4.8379485 52.3861625, 4.8380406 52.3861634, 4.8385009 52.3861677, 4.8385262 52.3861676, 4.8391781 52.3861646, 4.8392414 52.3861643, 4.8392843 52.3861656, 4.8400002 52.3861746)",,3.50,,,,,,,,,
482664872,514256432,0,"[48573441, 46898923]",,cycleway,,False,209.776,"LINESTRING (4.8340286 52.3861354, 4.8340169 52.3869817, 4.8340047 52.3876068, 4.8340049 52.3878812, 4.8340077 52.3879432, 4.8340028 52.3880218)",,3.60,,,,,,,,,
482664872,482340223,0,"[306839680, 7380218, 7380266]",,cycleway,,False,115.02399999999999,"LINESTRING (4.8340286 52.3861354, 4.8340299 52.3859398, 4.8340481 52.3852735, 4.8340518 52.3851854, 4.8340504 52.3851011)",,,,,,,,,,,
482664872,482681636,0,"[687974554, 40103019]",,cycleway,,False,76.52900000000001,"LINESTRING (4.8340286 52.3861354, 4.8341168 52.3861359, 4.8351562 52.3861417)",,,,,,,,,,,
482681636,482664833,0,40103019,,cycleway,,False,31.69,"LINESTRING (4.8351562 52.3861417, 4.8352046 52.3861421, 4.8352971 52.386143, 4.8354871 52.3861451, 4.8355674 52.3861452, 4.8356231 52.3861452)",,,,,,,,,,,
482681636,482664872,0,"[687974554, 40103019]",,cycleway,,False,76.52900000000001,"LINESTRING (4.8351562 52.3861417, 4.8341168 52.3861359, 4.8340286 52.3861354)",,,,,,,,,,,
482681636,2811401016,0,41751181,,cycleway,,False,168.671,"LINESTRING (4.8351562 52.3861417, 4.8351908 52.3861945, 4.8357966 52.3873341, 4.8358694 52.3875277, 4.8358779 52.3875908)",,3.20,,,,,,,,,
482681636,2768614251,0,41751183,Radarweg,cycleway,,False,133.595,"LINESTRING (4.8351562 52.3861417, 4.8350834 52.3860274, 4.8350349 52.3859513, 4.8349511 52.3858019, 4.8349272 52.3857593, 4.834639 52.3852456, 4.834578 52.3852119, 4.8343626 52.385137, 4.8343043 52.3851023)",,3.20,,,,,,,,,
486055018,440971588,0,37618227,,cycleway,,False,388.32399999999996,"LINESTRING (4.8023725 52.393899, 4.8023833 52.3940423, 4.8023879 52.3941025, 4.8023735 52.3942749, 4.8023637 52.3944171, 4.8023542 52.3948267, 4.8022325 52.3952457, 4.8020971 52.3955747, 4.8017946 52.3960404, 4.8015687 52.3962542, 4.801083 52.3966185, 4.8007166 52.3968058, 4.8003372 52.3969679)",,4.00,,,,,,,,,
486055018,442537448,0,"[117773415, 37728398, 117773414, 40290711]",Noordzeeweg,cycleway,,False,432.418,"LINESTRING (4.8023725 52.393899, 4.8025372 52.3938989, 4.8026278 52.3938989, 4.8029916 52.3938978, 4.8031623 52.3938903, 4.8032848 52.393885, 4.8038113 52.3938178, 4.8039828 52.3938001, 4.8043622 52.3937799, 4.804883 52.3938052, 4.8051232 52.3938349, 4.8055667 52.3939453, 4.8060792 52.3941471, 4.8068511 52.3944387, 4.8077064 52.3947746, 4.8079503 52.3948111, 4.8082381 52.3949151)",,4.00,,,,,,,,,
486055018,442534836,0,"[117773416, 37728058]",,cycleway,,False,373.412,"LINESTRING (4.8023725 52.393899, 4.8023817 52.3938311, 4.8024776 52.3936711, 4.8024588 52.3934873, 4.8024804 52.3930175, 4.802444 52.3929328, 4.8024437 52.392762, 4.8024452 52.3921464, 4.802446 52.3920164, 4.8024793 52.391863, 4.8025094 52.3909834, 4.802501 52.3905564)",,,,,,,,,,,
486055062,440971588,0,40290712,,cycleway,,True,54.981,"LINESTRING (4.7999667 52.3965539, 4.8001391 52.3966521, 4.800184 52.3968514, 4.8003372 52.3969679)",,,,,,,,,,,
486055115,2624932945,0,256868917,,cycleway,,False,10.627,"LINESTRING (4.794269 52.3986913, 4.7941126 52.3986965)",,,,,,,,,,,
486055115,486055443,0,40290718,,cycleway,,False,999.869,"LINESTRING (4.794269 52.3986913, 4.7942834 52.3987831, 4.7942816 52.3990345, 4.7942819 52.3990574, 4.7942736 52.3991653, 4.7942508 52.3992291, 4.7942015 52.3993464, 4.7941494 52.3994429, 4.7941178 52.3994941, 4.7941127 52.3995587, 4.7941224 52.3996121, 4.7941351 52.3996523, 4.7942003 52.3998245, 4.7942434 52.3998881, 4.7943136 52.3999864, 4.7944238 52.400104, 4.7945003 52.4001861, 4.7945936 52.4002611, 4.7946743 52.400318, 4.7948427 52.4004267, 4.7950484 52.400525, 4.7951829 52.4005782, 4.7953699 52.4006319, 4.7958465 52.4007356, 4.7967676 52.4009174, 4.7973315 52.4010223, 4.7976177 52.4010776, 4.7979653 52.4011575, 4.7982355 52.4012433, 4.7984459 52.4013223, 4.7987181 52.4014415, 4.7987937 52.4014706, 4.7988594 52.4014777, 4.7989583 52.4014892, 4.7990567 52.4015266, 4.7991631 52.4015904, 4.7995992 52.4018855, 4.7996457 52.4019107, 4.7997164 52.4019339, 4.7998455 52.4019762, 4.7998969 52.4020124, 4.7999007 52.4020566, 4.7998919 52.4020802, 4.7998804 52.4021069, 4.7998813 52.4021295, 4.7998955 52.4021595, 4.7999134 52.4021884, 4.7999747 52.4022208, 4.8001343 52.4022882, 4.8001792 52.4023443, 4.8002094 52.4023743, 4.8003212 52.4025785, 4.8004195 52.4028121, 4.8004995 52.4030526, 4.8005287 52.4032011, 4.8005384 52.4033592, 4.8005372 52.4040449, 4.8005373 52.404656, 4.8005243 52.4049939, 4.8005366 52.4054169, 4.8005215 52.405483)",,4.00,,,,,,,,,
486055115,486055765,0,40290718,,cycleway,,False,136.84900000000002,"LINESTRING (4.794269 52.3986913, 4.7942247 52.3985884, 4.7941796 52.3985009, 4.7941385 52.3983946, 4.7941157 52.3983332, 4.794111 52.3982545, 4.7941201 52.3979472, 4.7941207 52.3979252, 4.7941237 52.3978502, 4.7941235 52.3976223, 4.7941226 52.3975476, 4.7941217 52.3974729)",,4.00,,,,,,,,,
486055443,486055509,0,40290718,,cycleway,,False,49.793000000000006,"LINESTRING (4.8005215 52.405483, 4.8004256 52.4055032, 4.8003552 52.4055413, 4.8003375 52.405581, 4.8003384 52.4056477, 4.8003364 52.4057134, 4.800373 52.4057521, 4.8004358 52.4057862, 4.8005238 52.4058106)",,4.00,,,,,,,,,
486055443,486055509,1,40290723,,cycleway,,True,79.772,"LINESTRING (4.8005215 52.405483, 4.80066 52.4054973, 4.8007554 52.4054959, 4.8008136 52.4055112, 4.8009124 52.4055618, 4.8009706 52.405601, 4.8009742 52.4056489, 4.8009691 52.4056948, 4.8008458 52.4057717, 4.8007698 52.4057915, 4.8006608 52.4058008, 4.8005238 52.4058106)",,2.00,,,,,,,,,
486055443,486055115,0,40290718,,cycleway,,False,999.869,"LINESTRING (4.8005215 52.405483, 4.8005366 52.4054169, 4.8005243 52.4049939, 4.8005373 52.404656, 4.8005372 52.4040449, 4.8005384 52.4033592, 4.8005287 52.4032011, 4.8004995 52.4030526, 4.8004195 52.4028121, 4.8003212 52.4025785, 4.8002094 52.4023743, 4.8001792 52.4023443, 4.8001343 52.4022882, 4.7999747 52.4022208, 4.7999134 52.4021884, 4.7998955 52.4021595, 4.7998813 52.4021295, 4.7998804 52.4021069, 4.7998919 52.4020802, 4.7999007 52.4020566, 4.7998969 52.4020124, 4.7998455 52.4019762, 4.7997164 52.4019339, 4.7996457 52.4019107, 4.7995992 52.4018855, 4.7991631 52.4015904, 4.7990567 52.4015266, 4.7989583 52.4014892, 4.7988594 52.4014777, 4.7987937 52.4014706, 4.7987181 52.4014415, 4.7984459 52.4013223, 4.7982355 52.4012433, 4.7979653 52.4011575, 4.7976177 52.4010776, 4.7973315 52.4010223, 4.7967676 52.4009174, 4.7958465 52.4007356, 4.7953699 52.4006319, 4.7951829 52.4005782, 4.7950484 52.400525, 4.7948427 52.4004267, 4.7946743 52.400318, 4.7945936 52.4002611, 4.7945003 52.4001861, 4.7944238 52.400104, 4.7943136 52.3999864, 4.7942434 52.3998881, 4.7942003 52.3998245, 4.7941351 52.3996523, 4.7941224 52.3996121, 4.7941127 52.3995587, 4.7941178 52.3994941, 4.7941494 52.3994429, 4.7942015 52.3993464, 4.7942508 52.3992291, 4.7942736 52.3991653, 4.7942819 52.3990574, 4.7942816 52.3990345, 4.7942834 52.3987831, 4.794269 52.3986913)",,4.00,,,,,,,,,
486055509,486055443,0,40290718,,cycleway,,False,49.793000000000006,"LINESTRING (4.8005238 52.4058106, 4.8004358 52.4057862, 4.800373 52.4057521, 4.8003364 52.4057134, 4.8003384 52.4056477, 4.8003375 52.405581, 4.8003552 52.4055413, 4.8004256 52.4055032, 4.8005215 52.405483)",,4.00,,,,,,,,,
486055509,1353688146,0,"[120804281, 40290731]",,cycleway,,False,500.803,"LINESTRING (4.8005238 52.4058106, 4.8005265 52.4060728, 4.8005298 52.4061036, 4.8005337 52.4061267, 4.8005391 52.4061453, 4.800548 52.4061643, 4.8005549 52.4061832, 4.8005547 52.4062053, 4.80055 52.4062225, 4.8005401 52.4062382, 4.8005202 52.4062541, 4.8004899 52.4062748, 4.8004635 52.4062977, 4.8004352 52.4063223, 4.8004248 52.406334, 4.800415 52.4063523, 4.800416 52.4063685, 4.8004249 52.4063865, 4.8004359 52.4064011, 4.8004874 52.4064502, 4.8005059 52.406469, 4.8005189 52.4064896, 4.8005253 52.4065077, 4.8005242 52.4070699, 4.800518 52.4102706)",,4.00,,,,,,,,,
486055765,440971564,0,37618227,,cycleway,,False,85.85000000000001,"LINESTRING (4.7941217 52.3974729, 4.7942748 52.3974708, 4.7943487 52.3974697, 4.7944919 52.3974731, 4.7945555 52.397472, 4.7946192 52.3974709, 4.7950352 52.3975022, 4.7953323 52.3974926, 4.7953832 52.3974934)",,4.00,,,,,,,,,
486055765,2735597552,0,37618227,,cycleway,,False,396.633,"LINESTRING (4.7941217 52.3974729, 4.7929786 52.3974613, 4.7925162 52.3974847, 4.7903936 52.397492, 4.7900052 52.3974835, 4.7884945 52.3974854, 4.7882829 52.3974572)",,4.00,,,,,,,,,
486055765,486055115,0,40290718,,cycleway,,False,136.84900000000002,"LINESTRING (4.7941217 52.3974729, 4.7941226 52.3975476, 4.7941235 52.3976223, 4.7941237 52.3978502, 4.7941207 52.3979252, 4.7941201 52.3979472, 4.794111 52.3982545, 4.7941157 52.3983332, 4.7941385 52.3983946, 4.7941796 52.3985009, 4.7942247 52.3985884, 4.794269 52.3986913)",,4.00,,,,,,,,,
486055765,4709891597,0,40290734,,cycleway,,False,174.692,"LINESTRING (4.7941217 52.3974729, 4.7941775 52.39719, 4.794183 52.3959039)",,5.00,,,,,,,,,
486055911,486055936,0,117773417,,cycleway,,False,94.828,"LINESTRING (4.794207 52.3901875, 4.7942123 52.389745, 4.7942057 52.3896224, 4.7942001 52.3895873, 4.7941784 52.389551, 4.7941218 52.3894491, 4.7941001 52.3893973, 4.7940959 52.3893447)",,4.00,,,,,,,,,
486055911,1617754849,0,117773417,,cycleway,,False,52.22800000000001,"LINESTRING (4.794207 52.3901875, 4.7941548 52.3902345, 4.7941262 52.3902714, 4.7941171 52.3903153, 4.7941177 52.3904031, 4.7941179 52.3904928, 4.794135 52.3905522, 4.7941678 52.3905901, 4.7942224 52.3906235)",,4.00,,,,,,,,,
486055911,5615350083,0,148698732,,cycleway,,False,35.084,"LINESTRING (4.794207 52.3901875, 4.7943153 52.3901815, 4.7944126 52.3901827, 4.794518 52.390184, 4.7947235 52.3901857)",,3,,,,,,,,,
486055936,352807708,0,31525886,Daveren,cycleway,,False,72.011,"LINESTRING (4.7940959 52.3893447, 4.7930348 52.3893383)",,4.00,,,,,,,,,
486055936,486055947,0,51194109,,cycleway,,False,28.089,"LINESTRING (4.7940959 52.3893447, 4.7941255 52.3892028, 4.7941951 52.3891018)",,4.00,,,,,,,,,
486055936,486055911,0,117773417,,cycleway,,False,94.828,"LINESTRING (4.7940959 52.3893447, 4.7941001 52.3893973, 4.7941218 52.3894491, 4.7941784 52.389551, 4.7942001 52.3895873, 4.7942057 52.3896224, 4.7942123 52.389745, 4.794207 52.3901875)",,4.00,,,,,,,,,
486055947,528903241,0,42365799,,cycleway,,False,285.65999999999997,"LINESTRING (4.7941951 52.3891018, 4.79424 52.3889945, 4.7944024 52.3887865, 4.7944095 52.3885736, 4.7944344 52.3883609, 4.7945115 52.3881068, 4.7946957 52.3878934, 4.7951031 52.3876357, 4.7955621 52.3875051, 4.7959936 52.3874745, 4.7965994 52.387479)",,2.50,,,,,,,,,
486055947,486055936,0,51194109,,cycleway,,False,28.089,"LINESTRING (4.7941951 52.3891018, 4.7941255 52.3892028, 4.7940959 52.3893447)",,4.00,,,,,,,,,
486055947,5615352471,0,117624093,,cycleway,,False,44.468,"LINESTRING (4.7941951 52.3891018, 4.7944293 52.3891049, 4.7945263 52.3891061, 4.7945877 52.3891061, 4.794634 52.3891078, 4.7947849 52.3891429, 4.7948396 52.3891435)",,4.00,,,,,,,,,
