u,v,key,osmid,oneway,name,highway,length,geometry,bridge,tunnel,service
4123778670,4123778661,0,410573257,True,,cycleway,10.489,"LINESTRING (101.5566356 3.0381471, 101.5565578 3.0380936)",,,
4123778671,4749608102,0,410573257,True,,cycleway,69.947,"LINESTRING (101.5572122 3.0395828, 101.5569394 3.0390158)",,,
4123778672,4123778671,0,410573257,True,,cycleway,133.326,"LINESTRING (101.557797 3.04063, 101.5572122 3.0395828)",,,
4123778680,4123778681,0,482083922,True,,cycleway,37.76,"LINESTRING (101.55545 3.0366017, 101.5552676 3.0363151)",yes,,
4123778681,4123778682,0,482083922,True,,cycleway,52.417,"LINESTRING (101.5552676 3.0363151, 101.5550343 3.0359053)",yes,,
4123778682,4123778683,0,482083922,True,,cycleway,20.516,"LINESTRING (101.5550343 3.0359053, 101.5549485 3.0357419)",yes,,
4123778683,4123778684,0,482083922,True,,cycleway,16.39,"LINESTRING (101.5549485 3.0357419, 101.5548868 3.035608)",yes,,
4123778684,4123778685,0,482083922,True,,cycleway,17.713,"LINESTRING (101.5548868 3.035608, 101.5548331 3.035458)",yes,,
4123778685,4123778686,0,482083922,True,,cycleway,34.972,"LINESTRING (101.5548331 3.035458, 101.5547231 3.0351633)",yes,,
4123778686,4123778687,0,482083923,True,,cycleway,20.636,"LINESTRING (101.5547231 3.0351633, 101.55464 3.0349973)",,,
4123778687,4123778688,0,482083923,True,,cycleway,38.058,"LINESTRING (101.55464 3.0349973, 101.5544657 3.0347026)",,,
4123778688,4123778889,0,482083923,True,,cycleway,78.61,"LINESTRING (101.5544657 3.0347026, 101.5541089 3.034092)",,,
4123778889,4123778890,0,410573259,True,,cycleway,32.791,"LINESTRING (101.5541089 3.034092, 101.5541197 3.0337973)",,yes,
4123778890,4123778891,0,410573260,True,,cycleway,17.431,"LINESTRING (101.5541197 3.0337973, 101.5540741 3.0336473)",,,
4123778891,4123778892,0,410573260,True,,cycleway,41.154,"LINESTRING (101.5540741 3.0336473, 101.55383 3.0333688)",,,
4123778892,4123778893,0,410573260,True,,cycleway,64.056,"LINESTRING (101.55383 3.0333688, 101.5534357 3.0329483)",,,
4123778893,4123778894,0,410573260,True,,cycleway,24.239,"LINESTRING (101.5534357 3.0329483, 101.5532882 3.0327876)",,,
4123778894,4123778895,0,410573260,True,,cycleway,31.455,"LINESTRING (101.5532882 3.0327876, 101.5531165 3.0325626)",,,
4123778895,4123778896,0,410573260,True,,cycleway,142.092,"LINESTRING (101.5531165 3.0325626, 101.5523682 3.031526)",,,
4123778896,4123778897,0,410573260,True,,cycleway,59.458,"LINESTRING (101.5523682 3.031526, 101.5520409 3.0311028)",,,
4123778897,4123778898,0,410573260,True,,cycleway,98.587,"LINESTRING (101.5520409 3.0311028, 101.5514294 3.03046)",,,
4123778898,4123778899,0,410573260,True,,cycleway,56.325,"LINESTRING (101.5514294 3.03046, 101.5510914 3.0300823)",,,
4123778899,4123778900,0,410573260,True,,cycleway,30.047,"LINESTRING (101.5510914 3.0300823, 101.5508822 3.0299109)",,,
4123778900,4123778904,0,410573263,True,,cycleway,171.856,"LINESTRING (101.5508822 3.0299109, 101.5497798 3.0288261)",yes,,
4123778901,4123778902,0,410573261,True,,cycleway,16.008,"LINESTRING (101.5535551 3.0332915, 101.5535108 3.0331545)",,,
4123778902,4123778903,0,410573261,True,,cycleway,11.585,"LINESTRING (101.5535108 3.0331545, 101.5534786 3.0330554)",,,
4123778903,4123778893,0,410573261,True,,cycleway,12.826,"LINESTRING (101.5534786 3.0330554, 101.5534357 3.0329483)",,,
4123778904,4123778905,0,410573262,True,,cycleway,20.855,"LINESTRING (101.5497798 3.0288261, 101.5496511 3.0286895)",,,
4123778905,4123778906,0,410573262,True,,cycleway,23.03,"LINESTRING (101.5496511 3.0286895, 101.549517 3.0285315)",,,
4123778906,4123778907,0,410573262,True,,cycleway,56.544,"LINESTRING (101.549517 3.0285315, 101.5491361 3.028194)",,,
4123778907,4123778908,0,410573262,True,,cycleway,38.544,"LINESTRING (101.5491361 3.028194, 101.5488867 3.0279529)",,,
4123778908,4123778910,0,410573262,True,,cycleway,39.621,"LINESTRING (101.5488867 3.0279529, 101.5486453 3.0276905)",,,
4123778910,4123778911,0,410573262,True,,cycleway,46.815,"LINESTRING (101.5486453 3.0276905, 101.5483609 3.0273797)",,,
4123778911,4123778912,0,410573262,True,,cycleway,24.509,"LINESTRING (101.5483609 3.0273797, 101.548192 3.0272378)",,,
4123778912,4123778913,0,410573262,True,,cycleway,29.966,"LINESTRING (101.548192 3.0272378, 101.5479774 3.0270744)",,,
4123778913,4123778914,0,410573262,True,,cycleway,43.286,"LINESTRING (101.5479774 3.0270744, 101.5476502 3.0268628)",,,
4123778914,4123778915,0,410573262,True,,cycleway,138.21,"LINESTRING (101.5476502 3.0268628, 101.5466229 3.026161)",,,
4123778915,4123778916,0,410573262,True,,cycleway,143.996,"LINESTRING (101.5466229 3.026161, 101.5455178 3.0254834)",,,
4123778916,4123778917,0,410573262,True,,cycleway,152.468,"LINESTRING (101.5455178 3.0254834, 101.544343 3.0247736)",,,
4123778917,4123778918,0,410573262,True,,cycleway,111.685,"LINESTRING (101.544343 3.0247736, 101.5435008 3.0242245)",,,
4123778918,4123778919,0,410573262,True,,cycleway,118.873,"LINESTRING (101.5435008 3.0242245, 101.5426076 3.0236352)",,,
4123778919,4123778920,0,410573264,True,,cycleway,21.804,"LINESTRING (101.5426076 3.0236352, 101.5424467 3.0235228)",yes,,
4123778920,4123778921,0,410573264,True,,cycleway,59.212,"LINESTRING (101.5424467 3.0235228, 101.5420819 3.0231344)",yes,,
4123778921,4123778922,0,399859260,True,,cycleway,29.088,"LINESTRING (101.5420819 3.0231344, 101.5419397 3.0229147)",,,
4123778922,4123778923,0,399859260,True,,cycleway,87.297,"LINESTRING (101.5419397 3.0229147, 101.5414489 3.0223014)",,,
4123778923,4123778924,0,399859260,True,,cycleway,53.254,"LINESTRING (101.5414489 3.0223014, 101.5411646 3.0219157)",,,
4123778924,4123778925,0,399859260,True,,cycleway,25.898,"LINESTRING (101.5411646 3.0219157, 101.5410466 3.0217148)",,,
4123778925,4123778926,0,399859260,True,,cycleway,158.412,"LINESTRING (101.5410466 3.0217148, 101.5403492 3.020472)",,,
4123778926,4123778927,0,399859260,True,,cycleway,142.825,"LINESTRING (101.5403492 3.020472, 101.5398503 3.0192881)",,,
4123778927,4123778928,0,399859260,True,,cycleway,194.61,"LINESTRING (101.5398503 3.0192881, 101.5390805 3.0177158)",,,
4123778928,4749608107,0,399859260,True,,cycleway,85.854,"LINESTRING (101.5390805 3.0177158, 101.5388089 3.0169929)",,,
4123778929,4123778930,0,399859260,True,,cycleway,106.517,"LINESTRING (101.5383831 3.0158596, 101.5381162 3.0149395)",,,
4123778930,4025322431,0,399859260,True,,cycleway,17.396,"LINESTRING (101.5381162 3.0149395, 101.5380424 3.0148015)",,,
4559624893,4559624894,0,498339318,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,63.376,"LINESTRING (101.4805238 3.0607722, 101.4810844 3.0608793)",yes,,
4559624894,4559624895,0,498339318,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,9.696,"LINESTRING (101.4810844 3.0608793, 101.4811675 3.0609061)",yes,,
4559624895,4897863651,0,498339318,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,70.314,"LINESTRING (101.4811675 3.0609061, 101.4817742 3.0610873)",yes,,
4559624918,5267844111,0,498339317,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,51.891,"LINESTRING (101.4869188 3.0622681, 101.4865218 3.0620219)",,,
4562907170,4897545157,0,162530603,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,26.886,"LINESTRING (101.5516826 3.073956, 101.5514533 3.0738783)",,,
4562907171,4562907172,0,162530603,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,37.891,"LINESTRING (101.5511086 3.0737551, 101.5507894 3.0736346)",,,
4562907172,4562907173,0,162530603,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,22.124,"LINESTRING (101.5507894 3.0736346, 101.5506151 3.0735382)",,,
4562907173,4562907174,0,162530603,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,30.983,"LINESTRING (101.5506151 3.0735382, 101.5503817 3.0733855)",,,
4562907174,4562907175,0,162530603,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,15.847,"LINESTRING (101.5503817 3.0733855, 101.550253 3.0733239)",,,
4562907175,4562907176,0,162530603,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,13.19,"LINESTRING (101.550253 3.0733239, 101.5501403 3.0732864)",,,
4562907176,4562907177,0,162530603,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,18.93,"LINESTRING (101.5501403 3.0732864, 101.549974 3.0732489)",,,
4562907177,4562907178,0,460662721,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,38.783,"LINESTRING (101.549974 3.0732489, 101.5496307 3.0731846)",,yes,
4562907178,4562907179,0,460662720,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,18.866,"LINESTRING (101.5496307 3.0731846, 101.5494644 3.0731498)",,,
4562907179,4562907180,0,460662720,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,18.807,"LINESTRING (101.5494644 3.0731498, 101.5492981 3.0731177)",,,
4562907180,4562907181,0,460662720,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,26.141,"LINESTRING (101.5492981 3.0731177, 101.5490658 3.0730795)",,,
4562907181,4562907182,0,460662720,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,40.853,"LINESTRING (101.5490658 3.0730795, 101.5487 3.07304)",,,
4562907182,4562907183,0,460662720,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,20.914,"LINESTRING (101.5487 3.07304, 101.5485149 3.0730052)",,,
4562907183,4562907184,0,460662720,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,36.48,"LINESTRING (101.5485149 3.0730052, 101.5481957 3.0729275)",,,
4562907184,4562907185,0,460662720,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,90.429,"LINESTRING (101.5481957 3.0729275, 101.5474366 3.0726329)",,,
4562907185,4562907186,0,460662720,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,56.624,"LINESTRING (101.5474366 3.0726329, 101.5469646 3.0724401)",,,
4562907186,4562907187,0,460662720,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,89.581,"LINESTRING (101.5469646 3.0724401, 101.5462296 3.0721079)",,,
4562907187,4562907188,0,460662720,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,82.043,"LINESTRING (101.5462296 3.0721079, 101.5455645 3.0717865)",,,
4562907188,4562907189,0,460662720,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,67.208,"LINESTRING (101.5455645 3.0717865, 101.5449985 3.0715723)",,,
4562907189,4562907190,0,460662720,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,323.289,"LINESTRING (101.5449985 3.0715723, 101.5423404 3.0703858)",,,
4562907190,4562907191,0,460662720,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,102.716,"LINESTRING (101.5423404 3.0703858, 101.5415036 3.069992)",,,
4562907191,4897545159,0,460662720,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,26.307,"LINESTRING (101.5415036 3.069992, 101.5412939 3.0698819)",,,
4562907192,4562907193,0,460662720,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,9.12,"LINESTRING (101.5411925 3.0698287, 101.5411281 3.0697778)",,,
4562907193,4562907194,0,460662720,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,12.446,"LINESTRING (101.5411281 3.0697778, 101.5410449 3.0697028)",,,
4562907194,4562907195,0,460662720,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,108.819,"LINESTRING (101.5410449 3.0697028, 101.5403905 3.0689743)",,,
4562907195,4562907196,0,460662720,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,10.328,"LINESTRING (101.5403905 3.0689743, 101.5403127 3.0689234)",,,
4562907196,4562907197,0,460662720,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,11.193,"LINESTRING (101.5403127 3.0689234, 101.5402242 3.0688752)",,,
4562907197,4562907198,0,460662720,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,12.906,"LINESTRING (101.5402242 3.0688752, 101.5401142 3.0688377)",,,
4562907198,4562907199,0,460662720,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,40.178,"LINESTRING (101.5401142 3.0688377, 101.5397655 3.0687412)",,,
4562907199,4562907200,0,460662724,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,33.366,"LINESTRING (101.5397655 3.0687412, 101.5394732 3.0686716)",,yes,
4562907200,4562907201,0,460662723,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,10.556,"LINESTRING (101.5394732 3.0686716, 101.539382 3.0686448)",,,
4562907201,4562907202,0,460662723,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,20.158,"LINESTRING (101.539382 3.0686448, 101.5392103 3.0685859)",,,
4562907202,4562907203,0,460662723,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,23.953,"LINESTRING (101.5392103 3.0685859, 101.5390091 3.0685082)",,,
4562907203,4562907204,0,460662723,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,19.576,"LINESTRING (101.5390091 3.0685082, 101.5388509 3.0684305)",,,
4562907204,4562907205,0,460662723,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,24.014,"LINESTRING (101.5388509 3.0684305, 101.5386631 3.0683234)",,,
4562907205,4562907206,0,460662722,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,30.845,"LINESTRING (101.5386631 3.0683234, 101.5384244 3.0681815)",,yes,
4562907206,4562907207,0,460662727,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,10.796,"LINESTRING (101.5384244 3.0681815, 101.5383359 3.0681413)",,,
4562907207,4562907208,0,460662727,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,14.598,"LINESTRING (101.5383359 3.0681413, 101.5382072 3.0681145)",,,
4562907208,4562907209,0,460662727,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,17.617,"LINESTRING (101.5382072 3.0681145, 101.5380489 3.0681038)",,,
4562907209,4562907210,0,460662727,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,56.997,"LINESTRING (101.5380489 3.0681038, 101.5375393 3.0680422)",,,
4562907210,4562907211,0,460662727,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,10.76,"LINESTRING (101.5375393 3.0680422, 101.537443 3.0680314)",,,
4562907211,4562907214,0,460662727,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,32.459,"LINESTRING (101.537443 3.0680314, 101.5371562 3.0679749)",,,
4562907211,4562907213,0,460666469,True,,cycleway,21.309,"LINESTRING (101.537443 3.0680314, 101.5372566 3.068077)",,,
4562907214,4562907215,0,460662727,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,85.828,"LINESTRING (101.5371562 3.0679749, 101.5364164 3.0677512)",,,
4562907215,4562907216,0,460662727,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,51.01,"LINESTRING (101.5364164 3.0677512, 101.5359709 3.0676392)",,,
4562907216,4562907217,0,460662727,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,124.26,"LINESTRING (101.5359709 3.0676392, 101.5348571 3.0675306)",,,
4562907217,4562907218,0,460662727,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,102.298,"LINESTRING (101.5348571 3.0675306, 101.5339398 3.0674449)",,,
4562907218,4562907219,0,460662727,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,44.565,"LINESTRING (101.5339398 3.0674449, 101.5335402 3.0674074)",,,
4562907219,4562907220,0,460662727,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,32.486,"LINESTRING (101.5335402 3.0674074, 101.5332504 3.0673673)",,,
4562907220,4897545164,0,460662727,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,8.857,"LINESTRING (101.5332504 3.0673673, 101.5331726 3.0673497)",,,
4562907221,4897545168,0,460662727,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,4.479,"LINESTRING (101.5330466 3.0667995, 101.5330186 3.0667705)",,,
4562907222,4562907260,0,460662727,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,16.447,"LINESTRING (101.5329661 3.0667539, 101.5328181 3.0667479)",,,
4562907223,4562907224,0,460662727,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,4.619,"LINESTRING (101.532427 3.0667084, 101.5323868 3.0667191)",,,
4562907224,4562907225,0,460662727,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,5.493,"LINESTRING (101.5323868 3.0667191, 101.5323546 3.0667566)",,,
4562907225,5565911176,0,460662727,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,37.053,"LINESTRING (101.5323546 3.0667566, 101.5322629 3.067077)",,,
4562907226,4562907227,0,460662727,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,7.277,"LINESTRING (101.5322473 3.0671315, 101.5322097 3.0671851)",,,
4562907227,4562907228,0,460662727,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,12.043,"LINESTRING (101.5322097 3.0671851, 101.5321266 3.0672547)",,,
4562907228,4562907229,0,460662727,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,6.426,"LINESTRING (101.5321266 3.0672547, 101.5320703 3.0672681)",,,
4562907229,4897863474,0,460662727,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,38.07,"LINESTRING (101.5320703 3.0672681, 101.5317277 3.0672546)",,,
4562907230,4562907231,0,460662727,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,58.319,"LINESTRING (101.5316652 3.0672521, 101.5311422 3.0672039)",,,
4562907231,4562907232,0,460662727,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,74.398,"LINESTRING (101.5311422 3.0672039, 101.5304722 3.0672108)",,,
4562907232,4562907233,0,460662727,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,55.051,"LINESTRING (101.5304722 3.0672108, 101.5299768 3.0671911)",,,
4562907233,5565911175,0,460662727,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,61.279,"LINESTRING (101.5299768 3.0671911, 101.5294264 3.0671507)",,,
4562907234,4562907235,0,460662727,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,124.667,"LINESTRING (101.5287577 3.0671017, 101.5276375 3.067026)",,,
4562907235,4562907236,0,460662727,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,90.846,"LINESTRING (101.5276375 3.067026, 101.5268212 3.0669708)",,,
4562907236,4562907237,0,460662727,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,83.579,"LINESTRING (101.5268212 3.0669708, 101.5260702 3.06692)",,,
4562907237,4562907238,0,460662727,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,39.78,"LINESTRING (101.5260702 3.06692, 101.5257188 3.0668503)",,,
4562907238,4562907239,0,460662727,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,56.537,"LINESTRING (101.5257188 3.0668503, 101.5252414 3.0666735)",,,
4562907239,4562907240,0,460662727,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,67.628,"LINESTRING (101.5252414 3.0666735, 101.524721 3.0663575)",,,
4562907240,4562907241,0,460662727,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,133.393,"LINESTRING (101.524721 3.0663575, 101.5236776 3.0657629)",,,
4562907241,4897863476,0,460662727,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,102.198,"LINESTRING (101.5236776 3.0657629, 101.5228873 3.0652918)",,,
4562907242,4562907243,0,460662727,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,22.228,"LINESTRING (101.5219208 3.0647157, 101.5217572 3.0646005)",,,
4562907243,4562907244,0,460662727,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,31.688,"LINESTRING (101.5217572 3.0646005, 101.5215292 3.0644291)",,,
4562907244,4562907245,0,460662727,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,24.793,"LINESTRING (101.5215292 3.0644291, 101.5213897 3.064255)",,,
4562907245,4562907246,0,460662727,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,18.353,"LINESTRING (101.5213897 3.064255, 101.5212797 3.0641318)",,,
4562907246,4562907247,0,460662727,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,4.005,"LINESTRING (101.5212797 3.0641318, 101.5212556 3.064105)",,,
4562907247,4562907248,0,460662727,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,7.596,"LINESTRING (101.5212556 3.064105, 101.5211939 3.0640755)",,,
4562907248,4562907249,0,460662726,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,92.483,"LINESTRING (101.5211939 3.0640755, 101.5203812 3.0638934)",,yes,
4562907249,4562907250,0,460662729,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,8.339,"LINESTRING (101.5203812 3.0638934, 101.5203061 3.0638934)",,,
4562907250,4562907251,0,460662729,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,37.342,"LINESTRING (101.5203061 3.0638934, 101.5200218 3.0640728)",,,
4562907251,4562907253,0,460662729,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,14.548,"LINESTRING (101.5200218 3.0640728, 101.5199011 3.0641237)",,,
4562907253,4562907254,0,460662729,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,39.24,"LINESTRING (101.5199011 3.0641237, 101.5195497 3.0641612)",,,
4562907254,4562907255,0,460662729,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,34.461,"LINESTRING (101.5195497 3.0641612, 101.5192413 3.064196)",,,
4562907255,4562907256,0,460662728,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,45.818,"LINESTRING (101.5192413 3.064196, 101.5188309 3.0642389)",yes,,
4562907256,4897863480,0,460662730,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,35.986,"LINESTRING (101.5188309 3.0642389, 101.5185122 3.0642977)",,,
4562907257,4897863478,0,460662730,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,12.598,"LINESTRING (101.5184965 3.0643006, 101.5183847 3.0643199)",,,
4562907259,4562927799,0,460662730,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,51.95,"LINESTRING (101.5178143 3.0644184, 101.5173517 3.0644883)",,,
4562907260,4562907223,0,460662727,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,43.648,"LINESTRING (101.5328181 3.0667479, 101.532427 3.0667084)",,,
4562907260,4562907261,0,460662731,False,,cycleway,8.282,"LINESTRING (101.5328181 3.0667479, 101.532808 3.0668217)",,,
4562907261,4562907260,0,460662731,False,,cycleway,8.282,"LINESTRING (101.532808 3.0668217, 101.5328181 3.0667479)",,,
4562907262,299422045,0,162530603,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,28.492,"LINESTRING (101.552309 3.0740225, 101.5520524 3.0740212)",,,
4562907263,1743954050,0,162530603,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,54.762,"LINESTRING (101.5531146 3.074107, 101.5526272 3.0740317)",,,
4562907264,299422035,0,27277797,True,,cycleway,19.836,"LINESTRING (101.5537107 3.0743259, 101.5536159 3.0741747)",,,
4562907265,1743954051,0,769751585,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,31.468,"LINESTRING (101.5552737 3.074223, 101.5549955 3.074169)",,,
4562907266,299422071,0,27277796,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,77.211,"LINESTRING (101.5605542 3.0764668, 101.5599034 3.0762222)",,,
4562907267,4562907266,0,27277796,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,164.761,"LINESTRING (101.5619557 3.0769536, 101.5605542 3.0764668)",,,
4562907268,5267950193,0,27277796,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,28.454,"LINESTRING (101.5629774 3.0771379, 101.5627263 3.0770868)",,,
4562907269,4562907268,0,27277796,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,140.145,"LINESTRING (101.5641897 3.0774887, 101.5629774 3.0771379)",,,
4562907271,5267950188,0,27277796,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,79.226,"LINESTRING (101.5665149 3.0782351, 101.5658132 3.0781059)",,,
4562907271,6290769453,0,819874985,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,25.011,"LINESTRING (101.5665149 3.0782351, 101.5663079 3.0783238)",,,
4562907273,5659291636,0,27277796,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,93.48,"LINESTRING (101.5677725 3.0786359, 101.566998 3.0783063)",,,
4562907274,5267950199,0,27277796,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,6.81,"LINESTRING (101.5686332 3.078959, 101.5685766 3.0789354)",,,
4562907276,5267950185,0,27277796,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,44.331,"LINESTRING (101.5696188 3.0795967, 101.5692838 3.0793798)",,,
4562907277,5267950183,0,27277796,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,39.622,"LINESTRING (101.5702248 3.0801088, 101.5699676 3.0798618)",,,
4562907278,4562907277,0,27277796,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,61.292,"LINESTRING (101.5706475 3.0804633, 101.5702248 3.0801088)",,,
4562907279,4562907278,0,27277796,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,48.651,"LINESTRING (101.5709747 3.0807543, 101.5706475 3.0804633)",,,
4562907280,4562907279,0,27277796,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,9.467,"LINESTRING (101.5710419 3.0808067, 101.5709747 3.0807543)",,,
4562907281,4562907280,0,27277796,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,9.02,"LINESTRING (101.5711198 3.0808297, 101.5710419 3.0808067)",,,
4562907282,4562907281,0,27277796,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,13.925,"LINESTRING (101.571245 3.0808225, 101.5711198 3.0808297)",,,
4562907283,4562907282,0,27277796,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,29.303,"LINESTRING (101.5715041 3.0807724, 101.571245 3.0808225)",,,
4562907284,4562907283,0,27277796,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,11.929,"LINESTRING (101.5716114 3.080767, 101.5715041 3.0807724)",,,
4562907285,4562907284,0,27277796,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,14.022,"LINESTRING (101.5717348 3.0807938, 101.5716114 3.080767)",,,
4562907288,4562907289,0,460662734,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,55.16,"LINESTRING (101.5749132 3.0819723, 101.574417 3.0819482)",,,
4562907289,4562907290,0,460662734,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,8.176,"LINESTRING (101.574417 3.0819482, 101.5743446 3.0819348)",,,
4562907290,4562907291,0,460662734,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,11.93,"LINESTRING (101.5743446 3.0819348, 101.5742399 3.0819107)",,,
4562907291,4562907293,0,460662736,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,34.322,"LINESTRING (101.5742399 3.0819107, 101.5739422 3.0818276)",,,
4562907292,4562907288,0,460664696,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,128.346,"LINESTRING (101.5760665 3.0820499, 101.5749132 3.0819723)",,,
4562907293,2006090537,0,460662736,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,28.114,"LINESTRING (101.5739422 3.0818276, 101.5736929 3.0817834)",,,
