u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,lanes,service,bridge,access,ref,tunnel
2153479078,2153479075,0,205376881,True,,service,5,29.873,"LINESTRING (69.3545313 41.2504991, 69.3548576 41.2503896)",,,,,,
2153479080,2153479083,0,205376883,True,,service,5,12.674,"LINESTRING (69.3554443 41.2505642, 69.35548249999999 41.2506745)",,,,,,
2153479083,2153479092,0,205376883,True,,service,5,20.586,"LINESTRING (69.35548249999999 41.2506745, 69.3552907 41.2507906)",,,,,,
2153479092,2153479094,0,205376881,True,,service,5,18.513,"LINESTRING (69.3552907 41.2507906, 69.3551554 41.2509224)",,,,,,
2153479094,2153479096,0,205376881,True,,service,5,12.253,"LINESTRING (69.3551554 41.2509224, 69.3551358 41.2510316)",,,,,,
2177959645,2177959659,0,207538446,True,,service,5,43.932,"LINESTRING (69.20643339999999 41.2311202, 69.2066932 41.2314636)",,,,,,
2177959649,2177959645,0,207538445,True,,service,5,28.1,"LINESTRING (69.2061106 41.2311904, 69.20643339999999 41.2311202)",,,,,,
2177959659,2177959663,0,207538443,True,,service,5,31.462,"LINESTRING (69.2066932 41.2314636, 69.2064695 41.2316911)",,,,,,
2178104764,1233440373,0,207549094,True,,service,5,37.774,"LINESTRING (69.2078446 41.2475868, 69.2074128 41.2476868)",,,,,,
2472303313,5172816359,0,239454415,False,M. G'ofurov ko'chasi,living_street,20,38.91,"LINESTRING (69.2464911 41.3052844, 69.2465607 41.3056304)",,,,,,
2472303316,5736172428,0,239454415,False,M. G'ofurov ko'chasi,living_street,20,7.07,"LINESTRING (69.24642160000001 41.3103726, 69.2464172 41.3103091)",,,,,,
2489199033,6652609434,0,707990563,False,,residential,20,26.403,"LINESTRING (69.23297820000001 41.3210932, 69.23266390000001 41.321119)",2,,,,,
2617713930,6087355829,0,256075054,False,,service,30,16.682,"LINESTRING (69.21470720000001 41.3684574, 69.21450729999999 41.3684583)",,,,,,
2617713932,2617713934,0,256075054,False,,service,30,10.767,"LINESTRING (69.2102072 41.3684474, 69.21021020000001 41.3683506)",,,,,,
2617713932,6879472965,0,256075054,False,,service,30,87.035,"LINESTRING (69.2102072 41.3684474, 69.2112496 41.3684734)",,,,,,
2617713934,2617713937,0,256075054,False,,service,30,91.489,"LINESTRING (69.21021020000001 41.3683506, 69.2101948 41.3675279)",,,,,,
2617713934,2617713932,0,256075054,False,,service,30,10.767,"LINESTRING (69.21021020000001 41.3683506, 69.2102072 41.3684474)",,,,,,
2617713937,1065362397,0,256075054,False,,service,30,26.311,"LINESTRING (69.2101948 41.3675279, 69.210089 41.367305)",,,,,,
2617713937,2617713934,0,256075054,False,,service,30,91.489,"LINESTRING (69.2101948 41.3675279, 69.21021020000001 41.3683506)",,,,,,
2657464627,4954381470,0,615534425,False,Nurmakon ko'chasi,tertiary,30,11.162,"LINESTRING (69.2686873 41.377234, 69.26855639999999 41.3772547)",,,,,,
2657464627,2657473567,0,615534425,False,Nurmakon ko'chasi,tertiary,30,20.76,"LINESTRING (69.2686873 41.377234, 69.26892719999999 41.3771845)",,,,,,
2657464628,5708604320,0,615534425,False,Nurmakon ko'chasi,tertiary,30,11.999,"LINESTRING (69.2663598 41.3776758, 69.2662279 41.3777188)",,,,,,
2657464628,1636268501,0,615534425,False,Nurmakon ko'chasi,tertiary,30,64.169,"LINESTRING (69.2663598 41.3776758, 69.26709080000001 41.3774965)",,,,,,
2657464630,1217318250,0,831647359,False,Nurmakon ko'chasi,tertiary,30,57.476,"LINESTRING (69.2585784 41.3839283, 69.25884790000001 41.3834526)",,,,,,
2657473567,2657464627,0,615534425,False,Nurmakon ko'chasi,tertiary,30,20.76,"LINESTRING (69.26892719999999 41.3771845, 69.2686873 41.377234)",,,,,,
2657473567,4084743325,0,615534425,False,Nurmakon ko'chasi,tertiary,30,14.244,"LINESTRING (69.26892719999999 41.3771845, 69.2690925 41.3771525)",,,,,,
2657475052,6163341372,0,615534425,False,Nurmakon ko'chasi,tertiary,30,19.139,"LINESTRING (69.2631107 41.3792626, 69.2629501 41.3793855)",,,,,,
2657475052,5708627025,0,615534425,False,Nurmakon ko'chasi,tertiary,30,16.068,"LINESTRING (69.2631107 41.3792626, 69.2632526 41.3791649)",,,,,,
2657478771,1196836281,0,260272701,False,Gulyor ko'chasi,living_street,30,307.395,"LINESTRING (69.2673506 41.3766776, 69.26424160000001 41.3751945)",,,,,,
2687170630,4706089995,0,477218912,False,,service,30,38.306,"LINESTRING (69.2923624 41.2456962, 69.2919043 41.2457023)",,,,,,
2687369489,5172816356,0,239454415,False,M. G'ofurov ko'chasi,living_street,20,77.888,"LINESTRING (69.2463997 41.3094934, 69.2464677 41.3087948)",,,,,,
2687369489,5172816357,0,239454415,False,M. G'ofurov ko'chasi,living_street,20,33.66,"LINESTRING (69.2463997 41.3094934, 69.2463814 41.3097958)",,,,,,
2868326048,2868326050,0,635132686,True,,service,5,7.005,"LINESTRING (69.2298613 41.3170579, 69.2299398 41.3170801)",,,,,,
2868326050,5992073577,0,635132686,True,,service,5,7.843,"LINESTRING (69.2299398 41.3170801, 69.23000759999999 41.3171289)",,,,,,
2868326056,5992073566,0,635132686,True,,service,5,6.383,"LINESTRING (69.229961 41.3173601, 69.2299873 41.317414)",,,,,,
2985909918,6016128686,0,294951556,False,,service,20,7.786,"LINESTRING (69.17797109999999 41.2935101, 69.1780522 41.2935446)",,,,,,
2985909919,2985909920,0,294951556,False,,service,20,77.094,"LINESTRING (69.1787411 41.2938383, 69.1795324 41.294195)",,,,,,
2985909919,7419587867,0,294951556,False,,service,20,53.921,"LINESTRING (69.1787411 41.2938383, 69.1781781 41.2936012)",,,,,,
2985909920,2985909921,0,294951556,False,,service,20,71.374,"LINESTRING (69.1795324 41.294195, 69.1802859 41.2944975)",,,,,,
2985909920,2985909919,0,294951556,False,,service,20,77.094,"LINESTRING (69.1795324 41.294195, 69.1787411 41.2938383)",,,,,,
2985909921,2985909920,0,294951556,False,,service,20,71.374,"LINESTRING (69.1802859 41.2944975, 69.1795324 41.294195)",,,,,,
3052510003,1272845626,0,301152177,True,,service,5,9.856,"LINESTRING (69.2479877 41.2546256, 69.2480534 41.254552)",,,,,,
3052510012,3052510003,0,301152177,True,,service,5,3.755,"LINESTRING (69.2479632 41.2546539, 69.2479877 41.2546256)",,,,,,
3052510013,3052510560,0,301152177,True,,service,5,7.314,"LINESTRING (69.2477087 41.2551558, 69.2476667 41.2550981)",,,,,,
3052510024,3052510613,0,305092073,True,,service,5,26.278,"LINESTRING (69.2474441 41.2551324, 69.2474629 41.2548965)",,,,,,
3052510560,3052510594,0,301152177,True,,service,5,13.767,"LINESTRING (69.2476667 41.2550981, 69.2476855 41.2549751)",,,,,,
3052510594,3052510012,0,301152177,True,,service,5,42.597,"LINESTRING (69.2476855 41.2549751, 69.2479632 41.2546539)",,,,,,
3052510603,3052510013,0,301152177,True,,service,5,25.434,"LINESTRING (69.2479635 41.2552808, 69.2477087 41.2551558)",,,,,,
3052510607,3052510024,0,305092073,True,,service,5,7.224,"LINESTRING (69.24748169999999 41.2551909, 69.2474441 41.2551324)",,,,,,
3052510613,3052510012,0,305092073,True,,service,5,49.768,"LINESTRING (69.2474629 41.2548965, 69.2479632 41.2546539)",,,,,,
3052510622,3052510603,0,301152177,True,,service,5,18.723,"LINESTRING (69.24814859999999 41.2553756, 69.2479635 41.2552808)",,,,,,
3052510622,3052510607,0,305092073,True,,service,5,59.412,"LINESTRING (69.24814859999999 41.2553756, 69.24748169999999 41.2551909)",,,,,,
3052510627,3052510622,0,305092073,True,,service,5,80.026,"LINESTRING (69.24906590000001 41.2555815, 69.24814859999999 41.2553756)",,,,,,
3054304541,3054304886,0,301372469,False,,service,30,92.167,"LINESTRING (69.270341 41.2680495, 69.269244 41.2679648)",,,,,,
3054304541,3054304589,0,301372469,False,,service,30,125.838,"LINESTRING (69.270341 41.2680495, 69.271843 41.2681281)",,,,,,
3054304548,3054304865,0,301372469,False,,service,30,12.959,"LINESTRING (69.27261780000001 41.2679914, 69.2724837 41.2680499)",,,,,,
3054304548,3054304963,0,301372469,False,,service,30,7.986,"LINESTRING (69.27261780000001 41.2679914, 69.27268789999999 41.2679426)",,,,,,
3054304550,3054304893,0,301372469,False,,service,30,138.652,"LINESTRING (69.2688481 41.2679735, 69.267234 41.2676855)",,,,,,
3054304550,3054304886,0,301372469,False,,service,30,33.103,"LINESTRING (69.2688481 41.2679735, 69.269244 41.2679648)",,,,,,
3054304589,3054304541,0,301372469,False,,service,30,125.838,"LINESTRING (69.271843 41.2681281, 69.270341 41.2680495)",,,,,,
3054304589,3054304835,0,301372469,False,,service,30,24.452,"LINESTRING (69.271843 41.2681281, 69.27213500000001 41.2681144)",,,,,,
3054304835,3054304589,0,301372469,False,,service,30,24.452,"LINESTRING (69.27213500000001 41.2681144, 69.271843 41.2681281)",,,,,,
3054304835,3054304865,0,301372469,False,,service,30,30.013,"LINESTRING (69.27213500000001 41.2681144, 69.2724837 41.2680499)",,,,,,
3054304865,3054304835,0,301372469,False,,service,30,30.013,"LINESTRING (69.2724837 41.2680499, 69.27213500000001 41.2681144)",,,,,,
3054304865,3054304548,0,301372469,False,,service,30,12.959,"LINESTRING (69.2724837 41.2680499, 69.27261780000001 41.2679914)",,,,,,
3054304886,3054304550,0,301372469,False,,service,30,33.103,"LINESTRING (69.269244 41.2679648, 69.2688481 41.2679735)",,,,,,
3054304886,3054304541,0,301372469,False,,service,30,92.167,"LINESTRING (69.269244 41.2679648, 69.270341 41.2680495)",,,,,,
3054304893,3054304550,0,301372469,False,,service,30,138.652,"LINESTRING (69.267234 41.2676855, 69.2688481 41.2679735)",,,,,,
3054304904,3054304963,0,301372469,False,,service,30,12.006,"LINESTRING (69.272751 41.2678456, 69.27268789999999 41.2679426)",,,,,,
3054304963,3054304548,0,301372469,False,,service,30,7.986,"LINESTRING (69.27268789999999 41.2679426, 69.27261780000001 41.2679914)",,,,,,
3054304963,3054304904,0,301372469,False,,service,30,12.006,"LINESTRING (69.27268789999999 41.2679426, 69.272751 41.2678456)",,,,,,
3121789622,359385869,0,32028242,False,Salarbo'yi ko'chasi,residential,30,32.807,"LINESTRING (69.3127027 41.3314291, 69.312556 41.3317028)",2,,,,,
3121789622,975654183,0,32028242,False,Salarbo'yi ko'chasi,residential,30,89.332,"LINESTRING (69.3127027 41.3314291, 69.31310209999999 41.3306838)",2,,,,,
3130692603,3130692607,0,536304031,True,Sirojiddinov ko'chasi,tertiary,30,48.582,"LINESTRING (69.23605670000001 41.2810423, 69.2363945 41.2813979)",,,,,,
3130692604,1772874446,0,307831542,True,Sirojiddinov ko'chasi,tertiary,30,186.339,"LINESTRING (69.2358883 41.2810288, 69.23445359999999 41.2797459)",,,,,,
3130692607,5836999332,0,176432738,False,Sirojiddinov ko'chasi,tertiary,30,8.293,"LINESTRING (69.2363945 41.2813979, 69.2364602 41.2814538)",,,,,,
3130692607,5195922120,0,307831542,True,Sirojiddinov ko'chasi,tertiary,30,48.32,"LINESTRING (69.2363945 41.2813979, 69.2359764 41.2810977)",,,,,,
3132954935,3132954937,0,188705477,True,,service,5,39.818,"LINESTRING (69.1610513 41.3299741, 69.1615079 41.3300774)",,,,,,
3132954937,1993270651,0,188705477,True,,service,5,15.289,"LINESTRING (69.1615079 41.3300774, 69.1616899 41.3300925)",,,,,,
3132954937,1993270661,0,308007903,True,,service,5,125.327,"LINESTRING (69.1615079 41.3300774, 69.1621052 41.3311114)",,,,,,
3132954941,7013263189,0,473267266,True,,service,5,3.007,"LINESTRING (69.16188289999999 41.3312402, 69.16185110000001 41.3312529)",,,,,,
3132954942,7013263190,0,473267266,True,,service,5,3.962,"LINESTRING (69.1618229 41.3312711, 69.16179750000001 41.3313012)",,,,,,
3292377661,3292377662,0,322463022,False,,service,5,90.297,"LINESTRING (69.2216536 41.3330991, 69.2207681 41.3335653)",,,,,,
3292377662,3292377661,0,322463022,False,,service,5,90.297,"LINESTRING (69.2207681 41.3335653, 69.2216536 41.3330991)",,,,,,
3292377662,3292377663,0,322463022,False,,service,5,46.809,"LINESTRING (69.2207681 41.3335653, 69.2207587 41.3331444)",,,,,,
3292377663,3292377662,0,322463022,False,,service,5,46.809,"LINESTRING (69.2207587 41.3331444, 69.2207681 41.3335653)",,,,,,
3292377663,3292377664,0,322463022,False,,service,5,17.008,"LINESTRING (69.2207587 41.3331444, 69.220815 41.3329974)",,,,,,
3292377664,3292377663,0,322463022,False,,service,5,17.008,"LINESTRING (69.220815 41.3329974, 69.2207587 41.3331444)",,,,,,
3292377664,3292377665,0,322463022,False,,service,5,16.487,"LINESTRING (69.220815 41.3329974, 69.22062459999999 41.3329581)",,,,,,
3292377665,3292377664,0,322463022,False,,service,5,16.487,"LINESTRING (69.22062459999999 41.3329581, 69.220815 41.3329974)",,,,,,
3292377665,3292377668,0,322463022,False,,service,5,35.929,"LINESTRING (69.22062459999999 41.3329581, 69.2203617 41.3327023)",,,,,,
3292377665,4188756081,0,418453455,False,,service,5,104.053,"LINESTRING (69.22062459999999 41.3329581, 69.2216308 41.332406)",,,,,,
3292377666,3292377668,0,322463022,False,,service,5,23.636,"LINESTRING (69.2201834 41.3325372, 69.2203617 41.3327023)",,,,,,
3292377666,5516735668,0,322463022,False,,service,5,119.226,"LINESTRING (69.2201834 41.3325372, 69.2190262 41.3331654)",,,,,,
3292377666,4188756079,0,418453460,False,,service,5,106.611,"LINESTRING (69.2201834 41.3325372, 69.2211861 41.3319436)",,,,,,
3292377667,5516735668,0,322463022,False,,service,5,14.296,"LINESTRING (69.2188859 41.3332391, 69.2190262 41.3331654)",,,,,,
3292377668,3292377665,0,322463022,False,,service,5,35.929,"LINESTRING (69.2203617 41.3327023, 69.22062459999999 41.3329581)",,,,,,
3292377668,3292377666,0,322463022,False,,service,5,23.636,"LINESTRING (69.2203617 41.3327023, 69.2201834 41.3325372)",,,,,,
3331539443,1904017817,0,32028242,False,Salarbo'yi ko'chasi,residential,30,7.903,"LINESTRING (69.3134477 41.3257586, 69.3134687 41.3258279)",2,,,,,
3331539443,1900238952,0,32028242,False,Salarbo'yi ko'chasi,residential,30,84.37,"LINESTRING (69.3134477 41.3257586, 69.313213 41.3250206)",2,,,,,
3409069003,5333056274,0,354434859,False,Berdak ko'chasi,living_street,20,62.84,"LINESTRING (69.2165059 41.2716781, 69.21698429999999 41.2721141)",,,,,,
3409069003,1156049058,0,354434859,False,Berdak ko'chasi,living_street,20,69.434,"LINESTRING (69.2165059 41.2716781, 69.215971 41.2712003)",,,,,,
3419567851,3419567852,0,334840237,False,,service,10,155.16,"LINESTRING (69.3022038 41.3740115, 69.30403130000001 41.3737538)",,,,,,
3419567852,3419567851,0,334840237,False,,service,10,155.16,"LINESTRING (69.30403130000001 41.3737538, 69.3022038 41.3740115)",,,,,,
3419567852,3419567855,0,334840238,False,,service,10,21.081,"LINESTRING (69.30403130000001 41.3737538, 69.3039905 41.3735667)",,,,,,
3419567852,3419567853,0,334840239,False,,service,10,60.98,"LINESTRING (69.30403130000001 41.3737538, 69.30416820000001 41.3742925)",,,,,,
3419567853,3419567852,0,334840239,False,,service,10,60.98,"LINESTRING (69.30416820000001 41.3742925, 69.30403130000001 41.3737538)",,,,,,
3419567854,3419567855,0,334840238,False,,service,10,155.088,"LINESTRING (69.3021607 41.3738114, 69.3039905 41.3735667)",,,,,,
3419567855,3419567852,0,334840238,False,,service,10,21.081,"LINESTRING (69.3039905 41.3735667, 69.30403130000001 41.3737538)",,,,,,
3419567855,3419567854,0,334840238,False,,service,10,155.088,"LINESTRING (69.3039905 41.3735667, 69.3021607 41.3738114)",,,,,,
3419567855,3419567856,0,334840240,False,,service,10,24.622,"LINESTRING (69.3039905 41.3735667, 69.30397000000001 41.3733458)",,,,,,
3419567856,3419567857,0,334840240,False,,service,10,17.263,"LINESTRING (69.30397000000001 41.3733458, 69.3040027 41.3731925)",,,,,,
3419567856,3419567855,0,334840240,False,,service,10,24.622,"LINESTRING (69.30397000000001 41.3733458, 69.3039905 41.3735667)",,,,,,
3419567857,3419567858,0,334840240,False,,service,10,16.025,"LINESTRING (69.3040027 41.3731925, 69.3040886 41.3730636)",,,,,,
3419567857,3419567856,0,334840240,False,,service,10,17.263,"LINESTRING (69.3040027 41.3731925, 69.30397000000001 41.3733458)",,,,,,
3419567858,3419567859,0,334840240,False,,service,10,5.597,"LINESTRING (69.3040886 41.3730636, 69.3041295 41.3730237)",,,,,,
3419567858,3419567857,0,334840240,False,,service,10,16.025,"LINESTRING (69.3040886 41.3730636, 69.3040027 41.3731925)",,,,,,
3419567859,3419567858,0,334840240,False,,service,10,5.597,"LINESTRING (69.3041295 41.3730237, 69.3040886 41.3730636)",,,,,,
3426225310,3426225308,0,335521005,True,,service,5,26.76,"LINESTRING (69.32326310000001 41.3714153, 69.3235737 41.3713554)",,,,,,
3426225321,3426225310,0,335521005,True,,service,5,45.187,"LINESTRING (69.32311319999999 41.3718058, 69.32326310000001 41.3714153)",,,,,,
3426225322,3426225321,0,335521005,True,,service,5,42.439,"LINESTRING (69.323239 41.3721756, 69.32311319999999 41.3718058)",,,,,,
3455210804,4438682726,0,446622586,True,Durmon yo'li,primary,30,3.994,"LINESTRING (69.3462301 41.3342814, 69.34619259999999 41.3343037)",,,,,,
3586668029,4421480999,0,352881125,False,,service,20,65.033,"LINESTRING (69.3155197 41.3762324, 69.31524 41.3767783)",,,,,,
3586668030,3586668033,0,352881125,False,,service,20,22.934,"LINESTRING (69.3135056 41.3776782, 69.3137282 41.3775572)",,,,,,
3586668031,3586668032,0,352881125,False,,service,20,85.444,"LINESTRING (69.3149981 41.3772264, 69.3140178 41.3774486)",,,,,,
3586668031,4421480999,0,352881125,False,,service,20,53.759,"LINESTRING (69.3149981 41.3772264, 69.31524 41.3767783)",,,,,,
3586668032,3586668033,0,352881125,False,,service,20,27.013,"LINESTRING (69.3140178 41.3774486, 69.3137282 41.3775572)",,,,,,
3586668032,3586668031,0,352881125,False,,service,20,85.444,"LINESTRING (69.3140178 41.3774486, 69.3149981 41.3772264)",,,,,,
3586668033,3586668030,0,352881125,False,,service,20,22.934,"LINESTRING (69.3137282 41.3775572, 69.3135056 41.3776782)",,,,,,
3586668033,3586668032,0,352881125,False,,service,20,27.013,"LINESTRING (69.3137282 41.3775572, 69.3140178 41.3774486)",,,,,,
3701519129,3701519131,0,366164819,True,,service,5,4.174,"LINESTRING (69.26695789999999 41.3534276, 69.2669097 41.3534376)",,,,,,
3701519130,3701519129,0,366164819,True,,service,5,4.09,"LINESTRING (69.2670068 41.3534299, 69.26695789999999 41.3534276)",,,,,,
3701519131,3701519137,0,366164819,True,,service,5,5.31,"LINESTRING (69.2669097 41.3534376, 69.26686530000001 41.3534718)",,,,,,
3701519132,3701519130,0,366164819,True,,service,5,3.347,"LINESTRING (69.2670451 41.3534388, 69.2670068 41.3534299)",,,,,,
3701519137,3701519141,0,366164819,True,,service,5,3.297,"LINESTRING (69.26686530000001 41.3534718, 69.2668577 41.3535009)",,,,,,
3701519140,3701516624,0,473462908,True,,service,5,27.68,"LINESTRING (69.2667835 41.3534914, 69.2668451 41.3532468)",,,,,,
3701519141,3701519143,0,366164819,True,,service,5,3.232,"LINESTRING (69.2668577 41.3535009, 69.2668603 41.3535299)",,,,,,
3701519143,3701519147,0,366164819,True,,service,5,8.503,"LINESTRING (69.2668603 41.3535299, 69.2669053 41.3535985)",,,,,,
3701519146,3701519140,0,473462908,True,,service,5,10.984,"LINESTRING (69.2667692 41.3535896, 69.2667835 41.3534914)",,,,,,
3701519147,3701519151,0,366164819,True,,service,5,11.438,"LINESTRING (69.2669053 41.3535985, 69.2669782 41.3536856)",,,,,,
3701519148,3701519146,0,473462908,True,,service,5,4.112,"LINESTRING (69.2667537 41.3536247, 69.2667692 41.3535896)",,,,,,
3701519150,3701519148,0,473462908,True,,service,5,4.636,"LINESTRING (69.26673270000001 41.3536633, 69.2667537 41.3536247)",,,,,,
3701519151,3701519156,0,366164819,True,,service,5,9.665,"LINESTRING (69.2669782 41.3536856, 69.2670518 41.3537527)",,,,,,
3701519153,3701519150,0,473462908,True,,service,5,2.546,"LINESTRING (69.2667324 41.3536862, 69.26673270000001 41.3536633)",,,,,,
3701519156,3701519159,0,366164819,True,,service,5,4.638,"LINESTRING (69.2670518 41.3537527, 69.26706129999999 41.3537938)",,,,,,
3701519159,3701519161,0,366164819,True,,service,5,3.083,"LINESTRING (69.26706129999999 41.3537938, 69.267044 41.3538183)",,,,,,
3701519161,3701519163,0,366164819,True,,service,5,8.711,"LINESTRING (69.267044 41.3538183, 69.2669641 41.3538687)",,,,,,
3701519162,4675767930,0,366164819,True,,service,5,13.657,"LINESTRING (69.26689810000001 41.3538681, 69.26680330000001 41.353768)",,,,,,
3701519163,3701519164,0,366164819,True,,service,5,2.659,"LINESTRING (69.2669641 41.3538687, 69.26693299999999 41.3538739)",,,,,,
3701519164,3701519162,0,366164819,True,,service,5,2.984,"LINESTRING (69.26693299999999 41.3538739, 69.26689810000001 41.3538681)",,,,,,
3704743398,3704743399,0,366494059,False,,service,5,5.367,"LINESTRING (69.2661789 41.3526091, 69.26612350000001 41.3526336)",,,,,,
3704743399,3704803312,0,366494059,False,,service,5,6.422,"LINESTRING (69.26612350000001 41.3526336, 69.266058 41.3526639)",,,,,,
3704743399,3704743398,0,366494059,False,,service,5,5.367,"LINESTRING (69.26612350000001 41.3526336, 69.2661789 41.3526091)",,,,,,
3704743404,3704803312,0,366494059,False,,service,5,13.833,"LINESTRING (69.265927 41.3527401, 69.266058 41.3526639)",,,,,,
3704803312,3704743404,0,366494059,False,,service,5,13.833,"LINESTRING (69.266058 41.3526639, 69.265927 41.3527401)",,,,,,
3704803312,3704743399,0,366494059,False,,service,5,6.422,"LINESTRING (69.266058 41.3526639, 69.26612350000001 41.3526336)",,,,,,
3875913365,4972935976,0,507869525,False,,service,30,14.84,"LINESTRING (69.2814633 41.3128768, 69.28158519999999 41.3127797)",,parking_aisle,,,,
3965280988,3965280989,0,393308097,False,,service,30,41.657,"LINESTRING (69.339339 41.3493771, 69.3398371 41.3493541)",,,,,,
3965280988,1643053910,0,393308097,False,,service,30,54.386,"LINESTRING (69.339339 41.3493771, 69.3388575 41.3490476)",,,,,,
3965280989,3965280992,0,393308097,False,,service,30,138.823,"LINESTRING (69.3398371 41.3493541, 69.33986400000001 41.3506024)",,,,,,
3965280989,3965280988,0,393308097,False,,service,30,41.657,"LINESTRING (69.3398371 41.3493541, 69.339339 41.3493771)",,,,,,
3965280992,3965280989,0,393308097,False,,service,30,138.823,"LINESTRING (69.33986400000001 41.3506024, 69.3398371 41.3493541)",,,,,,
3975456713,3975456716,0,394547798,False,,service,5,6.258,"LINESTRING (69.16007810000001 41.3057665, 69.1601442 41.305793)",,,,,,
3975456713,3975456715,0,394547798,False,,service,5,10.267,"LINESTRING (69.16007810000001 41.3057665, 69.1599634 41.3057997)",,,,,,
3975456715,3975456713,0,394547798,False,,service,5,10.267,"LINESTRING (69.1599634 41.3057997, 69.16007810000001 41.3057665)",,,,,,
3975456715,3975456723,0,394547798,False,,service,5,14.043,"LINESTRING (69.1599634 41.3057997, 69.1598597 41.3058991)",,,,,,
3975456716,4674094383,0,394547798,False,,service,5,2.849,"LINESTRING (69.1601442 41.305793, 69.1601725 41.3058073)",,,,,,
3975456716,3975456713,0,394547798,False,,service,5,6.258,"LINESTRING (69.1601442 41.305793, 69.16007810000001 41.3057665)",,,,,,
3975456723,3975456715,0,394547798,False,,service,5,14.043,"LINESTRING (69.1598597 41.3058991, 69.1599634 41.3057997)",,,,,,
3975456723,3975456730,0,394547798,False,,service,5,15.815,"LINESTRING (69.1598597 41.3058991, 69.15975520000001 41.3060177)",,,,,,
3975456725,3975456727,0,473257791,False,,service,5,2.876,"LINESTRING (69.160337 41.3059042, 69.1603472 41.3059289)",,,,,,
3975456725,4674094384,0,473257791,False,,service,5,4.301,"LINESTRING (69.160337 41.3059042, 69.1603097 41.3058714)",,,,,,
3975456727,3975456729,0,473257791,False,,service,5,5.893,"LINESTRING (69.1603472 41.3059289, 69.1603472 41.3059819)",,,,,,
3975456727,3975456725,0,473257791,False,,service,5,2.876,"LINESTRING (69.1603472 41.3059289, 69.160337 41.3059042)",,,,,,
3975456729,3975456731,0,473257791,False,,service,5,16.994,"LINESTRING (69.1603472 41.3059819, 69.1602501 41.3061162)",,,,,,
3975456729,3975456727,0,473257791,False,,service,5,5.893,"LINESTRING (69.1603472 41.3059819, 69.1603472 41.3059289)",,,,,,
3975456730,3975456723,0,394547798,False,,service,5,15.815,"LINESTRING (69.15975520000001 41.3060177, 69.1598597 41.3058991)",,,,,,
3975456731,3975456732,0,473257791,False,,service,5,16.65,"LINESTRING (69.1602501 41.3061162, 69.1601424 41.3062422)",,,,,,
3975456731,3975456729,0,473257791,False,,service,5,16.994,"LINESTRING (69.1602501 41.3061162, 69.1603472 41.3059819)",,,,,,
3975456732,3975456731,0,473257791,False,,service,5,16.65,"LINESTRING (69.1601424 41.3062422, 69.1602501 41.3061162)",,,,,,
4021032034,4971986627,0,507750518,False,,service,5,39.983,"LINESTRING (69.2754302 41.3000139, 69.2757859 41.3002545)",,parking_aisle,,,,
4021032034,4971996246,0,507751998,False,,service,5,7.865,"LINESTRING (69.2754302 41.3000139, 69.27536019999999 41.2999666)",,parking_aisle,,,,
4084743325,2657473567,0,615534425,False,Nurmakon ko'chasi,tertiary,30,14.244,"LINESTRING (69.2690925 41.3771525, 69.26892719999999 41.3771845)",,,,,,
4084743325,4488406389,0,615534425,False,Nurmakon ko'chasi,tertiary,30,20.272,"LINESTRING (69.2690925 41.3771525, 69.2693235 41.377096)",,,,,,
4084743328,6090716753,0,615534425,False,Nurmakon ko'chasi,tertiary,30,3.126,"LINESTRING (69.26413460000001 41.3785744, 69.2641055 41.3785921)",,,,,,
4084743328,5708627050,0,615534425,False,Nurmakon ko'chasi,tertiary,30,2.723,"LINESTRING (69.26413460000001 41.3785744, 69.264161 41.37856)",,,,,,
4087650119,4087650120,0,406725303,False,,living_street,30,123.326,"LINESTRING (69.26258129999999 41.2804077, 69.2633774 41.2794738)",,,,,,
4087650120,4087650119,0,406725303,False,,living_street,30,123.326,"LINESTRING (69.2633774 41.2794738, 69.26258129999999 41.2804077)",,,,,,
4096860092,4096860096,0,407653552,True,,service,5,41.578,"LINESTRING (69.38526109999999 41.3585863, 69.3849506 41.3588787)",,,,,,
4096860093,4096860090,0,407653552,True,,service,5,33.005,"LINESTRING (69.38461529999999 41.3586965, 69.3844655 41.3584218)",,,,,,
4096860095,4096860093,0,407653552,True,,service,5,14.396,"LINESTRING (69.38463280000001 41.3588253, 69.38461529999999 41.3586965)",,,,,,
4096860096,6589232279,0,407653552,True,,service,5,12.513,"LINESTRING (69.3849506 41.3588787, 69.3848043 41.3588541)",,,,,,
4167017658,5736205026,0,239454415,False,M. G'ofurov ko'chasi,living_street,20,133.716,"LINESTRING (69.2465124 41.3078905, 69.2465242 41.306688)",,,,,,
4167017658,5736203865,0,239454415,False,M. G'ofurov ko'chasi,living_street,20,26.826,"LINESTRING (69.2465124 41.3078905, 69.2465009 41.3081316)",,,,,,
4180947975,6084090130,0,179565346,False,Археологическая улица,residential,30,6.627,"LINESTRING (69.33722950000001 41.3161546, 69.33728429999999 41.3161115)",,,,,,
4180947975,7010461205,0,749681437,False,Археологическая улица,unclassified,30,1.761,"LINESTRING (69.33722950000001 41.3161546, 69.3372159 41.3161667)",,,,,,
4180947977,7010461205,0,749681438,False,Археологическая улица,unclassified,30,2.408,"LINESTRING (69.33719550000001 41.316182, 69.3372159 41.3161667)",,,,,,
