u,v,key,osmid,oneway,name,highway,length,geometry,bridge,access,tunnel,maxspeed,lanes,width
1574582458,2835081877,0,279282966,False,,cycleway,7.156,"LINESTRING (34.7780312 32.063729, 34.7780956 32.0637631)",,,,,,
1574692554,4196775871,0,419657851,False,,cycleway,362.01899999999995,"LINESTRING (34.7731945 32.0495827, 34.7731983 32.0494159, 34.7729617 32.0486105, 34.7728335 32.0484338, 34.7725594 32.0483331, 34.7724038 32.0481649, 34.7723341 32.0477011, 34.772259 32.0472009, 34.7721946 32.0469417, 34.7720659 32.0468463, 34.7720633 32.0466434)",,,,,,
1574692898,4165519906,0,349842515,False,,cycleway,248.50499999999997,"LINESTRING (34.7735487 32.049249, 34.7735588 32.0492148, 34.7736065 32.0492318, 34.7736911 32.0492302, 34.7742025 32.0490238, 34.7747571 32.0488277, 34.7752305 32.0486631, 34.7754605 32.0485831, 34.7756586 32.048464, 34.7757607 32.0484511, 34.7758518 32.0484255, 34.7759339 32.0483963)",,,,,,
1575611218,6824876062,0,728292920,False,Mordechai Bentov,cycleway,110.72,"LINESTRING (34.7683428 32.0419988, 34.7683847 32.0421227, 34.768605 32.042612, 34.7687742 32.0429237)",,,,,,
1688194355,2656261070,0,354958376,False,,cycleway,6.06,"LINESTRING (34.7895797 32.0601042, 34.7895794 32.0601587)",,,,,,
1757673289,1757673333,0,164110654,False,,cycleway,566.928,"LINESTRING (34.7914024 32.1234113, 34.7913873 32.1234737, 34.7913875 32.1235028, 34.7914246 32.1235456, 34.7914634 32.1235756, 34.791487 32.1236227, 34.7915039 32.123697, 34.791604 32.1242659, 34.7917217 32.1248709, 34.7917292 32.1249791, 34.7917243 32.1250387, 34.7917065 32.125101, 34.7917146 32.1251843, 34.7917459 32.1252564, 34.7918047 32.1253932, 34.7921579 32.1272092, 34.7921384 32.1272798, 34.7921441 32.1273537, 34.7921649 32.1274238, 34.7922237 32.1275288, 34.7923567 32.1282937, 34.7924145 32.1283878)",,,,,,
1757673333,1757673289,0,164110654,False,,cycleway,566.9279999999999,"LINESTRING (34.7924145 32.1283878, 34.7923567 32.1282937, 34.7922237 32.1275288, 34.7921649 32.1274238, 34.7921441 32.1273537, 34.7921384 32.1272798, 34.7921579 32.1272092, 34.7918047 32.1253932, 34.7917459 32.1252564, 34.7917146 32.1251843, 34.7917065 32.125101, 34.7917243 32.1250387, 34.7917292 32.1249791, 34.7917217 32.1248709, 34.791604 32.1242659, 34.7915039 32.123697, 34.791487 32.1236227, 34.7914634 32.1235756, 34.7914246 32.1235456, 34.7913875 32.1235028, 34.7913873 32.1234737, 34.7914024 32.1234113)",,,,,,
1758360020,361093946,0,98701473,False,,cycleway,21.153,"LINESTRING (34.7939907 32.1230491, 34.7942047 32.1229913)",,,,,,
1758360020,1191621628,0,98701473,False,,cycleway,721.838,"LINESTRING (34.7939907 32.1230491, 34.7940495 32.1233495, 34.7943124 32.124358, 34.7943231 32.1246034, 34.794409 32.1246988, 34.7944733 32.1247624, 34.7944411 32.1248578, 34.7944519 32.1250531, 34.7946343 32.12588, 34.7948006 32.1266387, 34.7948327 32.1268158, 34.7949186 32.1268885, 34.7949293 32.1269885, 34.7948649 32.1270975, 34.7951814 32.1286239, 34.7951645 32.1287099, 34.7950894 32.128778, 34.7950464 32.1288598, 34.7950848 32.1293322)",,,,,,
1758360020,3666392256,0,164182067,False,,path,86.929,"LINESTRING (34.7939907 32.1230491, 34.7932854 32.1230658, 34.7930721 32.1231019)",,,,,,
1919997709,2698089336,0,373509894,True,,cycleway,194.088,"LINESTRING (34.8000673 32.0610402, 34.8002272 32.0593)",,,,,,
1919997709,681273909,0,198418242,False,,path,3.141,"LINESTRING (34.8000673 32.0610402, 34.8001006 32.0610415)",,,,,,
1919997709,2085482264,0,198418242,False,,path,83.233,"LINESTRING (34.8000673 32.0610402, 34.7996851 32.0610104, 34.7991942 32.0609325)",,,,,,
1933709193,6989554205,0,183005608,False,,cycleway,290.125,"LINESTRING (34.772053 32.0428538, 34.7722237 32.0431732, 34.7722965 32.0433024, 34.7723621 32.0434363, 34.7724612 32.0435746, 34.7725361 32.0436815, 34.7726816 32.043853, 34.7729204 32.0441344, 34.7729975 32.0442252, 34.7731398 32.0443722, 34.7731561 32.0444438, 34.7731309 32.0445594, 34.772999 32.0448095, 34.7729589 32.0449603, 34.7729463 32.04514, 34.7729544 32.0451643)",,,,,,
1937697694,7160499217,0,181589130,True,,cycleway,307.806,"LINESTRING (34.799176 32.0470689, 34.7992613 32.047498, 34.7995642 32.0491192, 34.7997046 32.0498005)",,,,,,
1995998402,2469975177,0,188963036,False,,path,5.372,"LINESTRING (34.7717912 32.063095, 34.771809 32.0630491)",,,,,,
1995998402,1995998415,0,188963036,False,,path,4.554,"LINESTRING (34.7717912 32.063095, 34.7717761 32.0631339)",,,,,,
1995998402,7768335024,0,"[188963048, 188963031]",False,,cycleway,891.812,"LINESTRING (34.7717912 32.063095, 34.7729538 32.063421, 34.7730015 32.0634352, 34.7730248 32.0634464, 34.7733668 32.0635601, 34.7738318 32.0637136, 34.774458 32.0639179, 34.7749091 32.0640575, 34.7753978 32.0642115, 34.7756116 32.0642794, 34.7756689 32.0643139, 34.7759759 32.0645948, 34.7763897 32.0649903, 34.7768254 32.0653921, 34.777168 32.0657194, 34.7772262 32.0657719, 34.7773091 32.0658502, 34.7773392 32.0658933, 34.7773508 32.0659271, 34.7775638 32.0666381, 34.7780873 32.068181, 34.7780924 32.0681964)",,,,,,
1995998402,3611413274,0,"[399059340, 188963031]",False,,cycleway,52.598,"LINESTRING (34.7717912 32.063095, 34.7717745 32.0630901, 34.7717604 32.0630872, 34.7717033 32.0630841, 34.7716643 32.0630932, 34.7716168 32.0630879, 34.7715539 32.0630787, 34.7715108 32.0630496, 34.7712522 32.0630169)",,,,,,
2050259987,4196775872,0,"[43518778, 43518780]",False,עופר כהן,cycleway,58.097,"LINESTRING (34.7728415 32.0466201, 34.7725461 32.0466326, 34.7722255 32.0466372)",,,yes,,,
2085482390,2666094547,0,260998133,False,משעול שירה,cycleway,67.979,"LINESTRING (34.7973486 32.0615844, 34.7973574 32.0609731)",,,,,,
2085482390,2671097837,0,198418244,False,משעול שירה,service,51.935,"LINESTRING (34.7973486 32.0615844, 34.7973574 32.0620514)",,,,30,,
2085482390,2671097837,1,261496598,False,,cycleway,54.421,"LINESTRING (34.7973486 32.0615844, 34.7973252 32.0616157, 34.7973302 32.0617634, 34.7973327 32.0620465, 34.7973574 32.0620514)",,,,,,
2085482390,2085482400,0,198418244,False,משעול שירה,service,155.875,"LINESTRING (34.7973486 32.0615844, 34.7978843 32.0615924, 34.7981153 32.0615954, 34.7982178 32.0616015, 34.7990004 32.0616482)",,,,30,,
2086464794,2086464824,0,198517893,False,,cycleway,206.21300000000002,"LINESTRING (34.8181292 32.1224311, 34.8182199 32.12242, 34.8184899 32.1223185, 34.8186696 32.1222071, 34.8187644 32.1221356, 34.8188208 32.1220901, 34.8189643 32.1219603, 34.8197586 32.1212383)",,,,,,
2086464824,2086464794,0,198517893,False,,cycleway,206.21300000000002,"LINESTRING (34.8197586 32.1212383, 34.8189643 32.1219603, 34.8188208 32.1220901, 34.8187644 32.1221356, 34.8186696 32.1222071, 34.8184899 32.1223185, 34.8182199 32.12242, 34.8181292 32.1224311)",,,,,,
2164531098,2164531101,0,206446600,False,,cycleway,381.721,"LINESTRING (34.7767241 32.0510143, 34.7771166 32.0523607, 34.7774582 32.0534661, 34.7777416 32.0543369)",,,,,,
2164531101,2164531098,0,206446600,False,,cycleway,381.721,"LINESTRING (34.7777416 32.0543369, 34.7774582 32.0534661, 34.7771166 32.0523607, 34.7767241 32.0510143)",,,,,,
2216978326,4196775873,0,419657853,False,,cycleway,664.1030000000001,"LINESTRING (34.7638116 32.0487682, 34.7649691 32.0482295, 34.7653983 32.047993, 34.7657996 32.0476017, 34.7665347 32.0468849, 34.7675686 32.04586, 34.7678512 32.0455924, 34.7679864 32.0455277, 34.7680158 32.0454635, 34.7680995 32.0453775, 34.7682586 32.0453058, 34.7683055 32.0452971, 34.7686937 32.0453546, 34.7691635 32.0454225)",,,,,,
2216978326,7704527971,0,825126753,False,,cycleway,461.08400000000006,"LINESTRING (34.7638116 32.0487682, 34.7642995 32.0495628, 34.764367 32.0496846, 34.7644112 32.0497643, 34.7646676 32.0502264, 34.7649323 32.0507036, 34.7649754 32.0507813, 34.7652058 32.0512171, 34.7654153 32.0516134, 34.765458 32.0517386, 34.7655058 32.0518786, 34.7656026 32.0524408, 34.7657318 32.0525409)",,,,,,
2216978326,7704527954,0,825126753,False,,cycleway,1108.6170000000002,"LINESTRING (34.7638116 32.0487682, 34.7637842 32.0487239, 34.7637349 32.0486441, 34.7637044 32.0485948, 34.76335 32.0480214, 34.7632105 32.0476258, 34.7631567 32.0473424, 34.7630656 32.0468619, 34.7630524 32.0467868, 34.762953 32.0462208, 34.7629047 32.0456979, 34.7628564 32.0451295, 34.7628284 32.0449729, 34.7627418 32.0444884, 34.7627223 32.0443793, 34.7627079 32.0442946, 34.7626892 32.044185, 34.7626772 32.0441151, 34.7625989 32.0436563, 34.7623897 32.042233, 34.7621974 32.040933, 34.7621698 32.0407461, 34.7620679 32.0402504, 34.7619466 32.0398393, 34.7619338 32.0397957, 34.7617621 32.0394046, 34.761569 32.0390545)",,,,,,
2266004516,4511686894,0,397037392,False,,cycleway,797.6620000000001,"LINESTRING (34.7718455 32.0936789, 34.7717176 32.0936393, 34.7716128 32.0935923, 34.7715204 32.0934958, 34.7713536 32.0930909, 34.7713386 32.0930546, 34.7712342 32.0927192, 34.7712184 32.0926683, 34.7710829 32.0921541, 34.7710336 32.0920653, 34.7709535 32.0919296, 34.7707501 32.0916529, 34.7703772 32.0911451, 34.7702348 32.090702, 34.7701366 32.0902801, 34.7700059 32.0897188, 34.7698448 32.0892163, 34.7697749 32.0889536, 34.7695996 32.0882944, 34.7694946 32.0876891, 34.7694939 32.0875107, 34.7695046 32.0872152, 34.7694684 32.0869641)",,,,,,
2351330852,3731110776,0,369311891,False,,cycleway,236.22199999999998,"LINESTRING (34.7936166 32.0784063, 34.7936405 32.0783902, 34.7938845 32.0786124, 34.7939678 32.0786847, 34.7942558 32.0789239, 34.7944679 32.0790998, 34.794972 32.0794667, 34.7954619 32.0797681, 34.7954493 32.0797904)",,,,,,
2455919745,2869144874,0,"[282990564, 692766501, 631885585, 741902994, 668060666, 692638620, 692638621, 103965343]",False,"['שדרות ירושלים', 'יחזקאל קויפמן']","['cycleway', 'path']",1725.0909999999997,"LINESTRING (34.7582585 32.0454009, 34.758385 32.0460959, 34.7583925 32.0461744, 34.7584266 32.0465322, 34.7585139 32.0470885, 34.7585791 32.0473366, 34.7586535 32.0478154, 34.7587326 32.0484281, 34.7588881 32.0495642, 34.758899 32.0496556, 34.7589471 32.0501286, 34.7590649 32.0509196, 34.7591027 32.0511016, 34.7591242 32.0512562, 34.7591912 32.0518427, 34.7592307 32.0521563, 34.7593062 32.052732, 34.7593622 32.053159, 34.7594327 32.0536756, 34.7594403 32.0537315, 34.7596127 32.0549488, 34.759619 32.0550338, 34.7597456 32.0563607, 34.7598326 32.0564002, 34.7598363 32.0564413, 34.7598513 32.0566088, 34.7598744 32.0568662, 34.759879 32.0569201, 34.7598883 32.056978, 34.7599111 32.0571066, 34.7599319 32.0572874, 34.7599716 32.0576657, 34.7599947 32.057885, 34.7600794 32.0578811, 34.760128 32.0584784, 34.7601799 32.0587839, 34.7602603 32.0590515, 34.7603056 32.0591725, 34.7603887 32.0593943, 34.7605936 32.0599055, 34.7608373 32.0606245)",,,,,"['3', '2']",
2611449935,4665011119,0,255459353,False,,cycleway,5.182,"LINESTRING (34.7922526 32.1123543, 34.7922126 32.1123223)",,,,,,
2640106505,2650760312,0,258684952,False,,cycleway,4.006,"LINESTRING (34.7967435 32.0638823, 34.7967452 32.0638463)",,,,,,
2650760312,2640106505,0,258684952,False,,cycleway,4.006,"LINESTRING (34.7967452 32.0638463, 34.7967435 32.0638823)",,,,,,
2650760312,5988310763,0,263609177,True,יצחק שדה,cycleway,8.486,"LINESTRING (34.7967452 32.0638463, 34.7968352 32.0638488)",,,,,,
2656051160,2666094545,0,260119579,False,,cycleway,169.776,"LINESTRING (34.7991541 32.060863, 34.7984109 32.0608187, 34.7981743 32.0608107, 34.7978747 32.0608005, 34.7973553 32.0607805)",,,,,,
2656078845,2670994902,0,"[260122755, 260122756]",False,,cycleway,487.03400000000005,"LINESTRING (34.7892251 32.0566746, 34.7902785 32.0566474, 34.7909866 32.0566315, 34.7918614 32.0566074, 34.7943618 32.0565204, 34.7943897 32.0565186)",,,,,,
2656078853,3554501046,0,260122754,False,,cycleway,256.902,"LINESTRING (34.7993653 32.0564262, 34.7993257 32.0564279, 34.7978318 32.0564633, 34.7977333 32.0564669, 34.796641 32.0565064)",,,,,,
2656261070,1688194355,0,354958376,False,,cycleway,6.06,"LINESTRING (34.7895794 32.0601587, 34.7895797 32.0601042)",,,,,,
2656261070,3598585948,0,260135655,False,,cycleway,227.051,"LINESTRING (34.7895794 32.0601587, 34.7898786 32.0601548, 34.7902313 32.0601503, 34.7905284 32.0601465, 34.7907648 32.0601435, 34.7910704 32.0601396, 34.79112 32.0601681, 34.791566 32.0601582, 34.7917108 32.0601197, 34.7919627 32.0600639)",,,,,,
2656261070,2656261071,0,260135656,False,,path,21.336,"LINESTRING (34.7895794 32.0601587, 34.7895045 32.0601847, 34.7893608 32.0601655)",,,,,,
2656261071,1688194231,0,260135656,False,,path,9.677,"LINESTRING (34.7893608 32.0601655, 34.7893582 32.0600785)",,,,,,
2656261071,7376820352,0,260245538,False,,cycleway,270.229,"LINESTRING (34.7893608 32.0601655, 34.7885021 32.0601833, 34.7883963 32.0601889, 34.7880739 32.0601407, 34.787886 32.0601309, 34.7877275 32.0601428, 34.7876055 32.0601595, 34.7874765 32.0601571, 34.787332 32.0601571, 34.7872212 32.0601226, 34.7871889 32.0600715, 34.7871651 32.0599907, 34.7871497 32.0599075, 34.7871398 32.0598433, 34.7871314 32.0597613, 34.7871384 32.0597006, 34.7871497 32.0596341, 34.7871665 32.0595782, 34.7871932 32.0595386)",,,,,,
2656261071,2656261070,0,260135656,False,,path,21.336,"LINESTRING (34.7893608 32.0601655, 34.7895045 32.0601847, 34.7895794 32.0601587)",,,,,,
2657348201,1562944417,0,231028270,False,,path,3.581,"LINESTRING (34.7810817 32.0416565, 34.7811055 32.0416816)",,,,,,
2657348201,2658030199,0,260257988,False,,cycleway,118.49000000000001,"LINESTRING (34.7810817 32.0416565, 34.7808125 32.0418116, 34.7800947 32.042315)",,,,,,
2657348201,2394469928,0,"[231028268, 231028270]",False,,path,439.82500000000005,"LINESTRING (34.7810817 32.0416565, 34.7794037 32.0397257, 34.7788324 32.0394461, 34.7785726 32.0393246, 34.7784478 32.0393191, 34.7783099 32.0392731, 34.7781991 32.0392239, 34.7780763 32.0391504, 34.7781088 32.0391095, 34.7781059 32.0390795, 34.7780347 32.039087, 34.7779636 32.039099, 34.7779439 32.0390209)",,,,,,
2657949186,2657949196,0,260326726,False,,path,19.834,"LINESTRING (34.7809307 32.0470702, 34.7808965 32.047101, 34.7807897 32.0472026)",,,,,,
2657949196,2657967879,0,260329382,True,,cycleway,9.171,"LINESTRING (34.7807897 32.0472026, 34.7807074 32.0471586)",,,,,,
2657949196,2657949186,0,260326726,False,,path,19.834,"LINESTRING (34.7807897 32.0472026, 34.7808965 32.047101, 34.7809307 32.0470702)",,,,,,
2657967879,1953544932,0,184820067,False,,path,6.256,"LINESTRING (34.7807074 32.0471586, 34.7807724 32.0471472)",,,,,,
2657967879,2658030204,0,260329382,True,,cycleway,542.6890000000001,"LINESTRING (34.7807074 32.0471586, 34.7806276 32.0468452, 34.7806008 32.0466838, 34.780563 32.0465134, 34.7805498 32.046195, 34.7805927 32.0458244, 34.7806652 32.0452765, 34.7806706 32.0451734, 34.7806893 32.0450127, 34.7807242 32.0447967, 34.7807349 32.0446699, 34.7807644 32.0443125, 34.7807351 32.0440802, 34.780725 32.0437204, 34.7806571 32.0435395, 34.7806464 32.0433894, 34.7805919 32.0432354, 34.780566 32.0431622, 34.7805192 32.0430829, 34.7804774 32.043012, 34.7804077 32.0428529, 34.7802989 32.042721, 34.7800667 32.0424394)",,,,,,
2657967879,4165519906,0,"[184820067, 184820075, 184820079, 349842515, 184820063]",False,,"['cycleway', 'path']",471.309,"LINESTRING (34.7807074 32.0471586, 34.7798513 32.0473085, 34.7789415 32.0474975, 34.7780356 32.047749, 34.7778489 32.0478062, 34.7767363 32.0481498, 34.7763071 32.0482862, 34.7760459 32.0483694, 34.7759339 32.0483963)",,,,,,
2657967898,2658030204,0,263926076,False,,path,4.366,"LINESTRING (34.7800402 32.0424072, 34.7800667 32.0424394)",,,,,,
2657967898,2657982713,0,263926077,True,,cycleway,463.44999999999993,"LINESTRING (34.7800402 32.0424072, 34.7800187 32.04238, 34.7797719 32.0421396, 34.7797032 32.0420878, 34.7793185 32.0417977, 34.7792677 32.0417688, 34.7788985 32.0415589, 34.7783313 32.0413397, 34.7779213 32.0412113, 34.7777895 32.0411981, 34.7772024 32.0411681, 34.7767876 32.0411681, 34.7764943 32.0412, 34.776313 32.0412362, 34.7762704 32.0412447, 34.7759847 32.0413227, 34.7757494 32.0413971, 34.7756575 32.0414205, 34.7756397 32.0414294)",,,,,,
2657967898,2696097322,0,263926041,False,,path,242.25900000000001,"LINESTRING (34.7800402 32.0424072, 34.7790975 32.0430119, 34.7789113 32.0432283, 34.7786785 32.0436129, 34.7784645 32.0438008, 34.778384 32.0438827, 34.7782581 32.0439034)",,,,,,
2657982692,2657982695,0,260331594,False,,cycleway,85.297,"LINESTRING (34.7755361 32.0413194, 34.7749927 32.040706)",,,,,,
2657982695,2657982692,0,260331594,False,,cycleway,85.297,"LINESTRING (34.7749927 32.040706, 34.7755361 32.0413194)",,,,,,
2657982695,1933709191,0,"[183005616, 183005617, 183005611, 183005606]",False,,path,379.873,"LINESTRING (34.7749927 32.040706, 34.7749229 32.0407525, 34.7748542 32.0408001, 34.7748227 32.0408074, 34.774799 32.0408095, 34.7743439 32.041157, 34.7741541 32.041268, 34.7740446 32.04129, 34.7732318 32.0417214, 34.7726986 32.0420688, 34.772488 32.0422124, 34.7724268 32.0422787, 34.7723506 32.0423345, 34.7723198 32.0423851, 34.7722786 32.042413, 34.7722087 32.0424269, 34.772149 32.0424601, 34.7719289 32.042624, 34.7718219 32.0427496)",,,,,,
2657982695,2394469928,0,"[183005605, 183005607, 183005610, 183005614, 183005617]",False,,path,336.30199999999996,"LINESTRING (34.7749927 32.040706, 34.7751774 32.0405829, 34.77605 32.0400129, 34.777085 32.039438, 34.7772711 32.0393412, 34.777469 32.0392391, 34.7777129 32.0391131, 34.7778596 32.0390374, 34.7779439 32.0390209)",,,,,,
2657982716,2658030199,0,260326724,True,,cycleway,472.41100000000006,"LINESTRING (34.7756027 32.0413599, 34.7757008 32.0413118, 34.7760468 32.0411989, 34.7762398 32.0411515, 34.776289 32.0411411, 34.7764808 32.0411006, 34.7767752 32.0410787, 34.7770437 32.0410696, 34.7772061 32.0410696, 34.7778307 32.0411078, 34.7779548 32.0411242, 34.778377 32.0412595, 34.7786488 32.0413501, 34.7789484 32.0414788, 34.7792074 32.0416105, 34.779348 32.0417003, 34.7794077 32.0417385, 34.7797745 32.0420229, 34.7798538 32.0420844, 34.7800947 32.042315)",,,,,,
2658030199,2657348201,0,260257988,False,,cycleway,118.49000000000001,"LINESTRING (34.7800947 32.042315, 34.7808125 32.0418116, 34.7810817 32.0416565)",,,,,,
2658030199,2658030203,0,260333176,False,,path,9.956,"LINESTRING (34.7800947 32.042315, 34.7801201 32.0423432, 34.7801589 32.0423861)",,,,,,
2658030203,2657949186,0,260333173,True,,cycleway,543.484,"LINESTRING (34.7801589 32.0423861, 34.7803968 32.0426702, 34.7804251 32.042704, 34.7805027 32.0427967, 34.7805713 32.0429597, 34.7806145 32.0430385, 34.7806334 32.0430732, 34.7806577 32.0431175, 34.7806884 32.0432071, 34.7807952 32.0435196, 34.7808368 32.0436918, 34.7808368 32.0437801, 34.7808422 32.0440669, 34.7808743 32.0443041, 34.7808475 32.044674, 34.7808426 32.0448035, 34.780789 32.0452907, 34.7807295 32.0458403, 34.7806878 32.0461904, 34.7806839 32.0463791, 34.7806813 32.0465087, 34.7807134 32.0466792, 34.7807349 32.0468202, 34.7807892 32.0469218, 34.7809307 32.0470702)",,,,,,
2658030203,2658030199,0,260333176,False,,path,9.956,"LINESTRING (34.7801589 32.0423861, 34.7801201 32.0423432, 34.7800947 32.042315)",,,,,,
2658030203,2658030204,0,260333180,False,,path,10.519,"LINESTRING (34.7801589 32.0423861, 34.7801147 32.0424113, 34.7800667 32.0424394)",,,,,,
2658030204,2657967898,0,263926076,False,,path,4.366,"LINESTRING (34.7800667 32.0424394, 34.7800402 32.0424072)",,,,,,
2658030204,2658030203,0,260333180,False,,path,10.519,"LINESTRING (34.7800667 32.0424394, 34.7801147 32.0424113, 34.7801589 32.0423861)",,,,,,
2664665698,2664665700,0,260119583,False,,cycleway,223.852,"LINESTRING (34.7921173 32.0608972, 34.7939044 32.0608697, 34.7944919 32.0608482)",,,,,,
2664665700,2664665698,0,260119583,False,,cycleway,223.852,"LINESTRING (34.7944919 32.0608482, 34.7939044 32.0608697, 34.7921173 32.0608972)",,,,,,
2664665702,2666094545,0,260119579,False,,cycleway,237.10000000000002,"LINESTRING (34.7948412 32.0608463, 34.795587 32.0608198, 34.7965466 32.0607857, 34.7967694 32.0607778, 34.7971666 32.0607733, 34.7973553 32.0607805)",,,,,,
2666094545,2656051160,0,260119579,False,,cycleway,169.776,"LINESTRING (34.7973553 32.0607805, 34.7978747 32.0608005, 34.7981743 32.0608107, 34.7984109 32.0608187, 34.7991541 32.060863)",,,,,,
2666094545,2664665702,0,260119579,False,,cycleway,237.10000000000002,"LINESTRING (34.7973553 32.0607805, 34.7971666 32.0607733, 34.7967694 32.0607778, 34.7965466 32.0607857, 34.795587 32.0608198, 34.7948412 32.0608463)",,,,,,
2666094545,5766600822,0,608727055,False,,cycleway,79.896,"LINESTRING (34.7973553 32.0607805, 34.7973582 32.0607333, 34.7973712 32.0605174, 34.7974101 32.060256, 34.7974262 32.0601378, 34.7974866 32.0600863)",,,,,,
2666094547,2085482390,0,260998133,False,משעול שירה,cycleway,67.979,"LINESTRING (34.7973574 32.0609731, 34.7973486 32.0615844)",,,,,,
2666094551,5988310763,0,"[634607614, 260998134]",False,,cycleway,145.275,"LINESTRING (34.7969245 32.0625445, 34.7968811 32.0631728, 34.7968352 32.0638488)",,,,,,
2669707568,807103749,0,334677855,False,,cycleway,27.55,"LINESTRING (34.8045648 32.0426349, 34.8045714 32.0423872)",,,,,,
2669707568,807103749,1,"[334085831, 55843099, 334677855]",False,,"['cycleway', 'path']",303.87399999999997,"LINESTRING (34.8045648 32.0426349, 34.8045466 32.043508, 34.8046832 32.0434365, 34.8048095 32.0434426, 34.8048492 32.0434139, 34.8049256 32.0433607, 34.8052574 32.0430427, 34.8053486 32.0428815, 34.8053088 32.0427135, 34.8052282 32.0426437, 34.8046744 32.0424045, 34.8045714 32.0423872)",,,,,,
2669707568,3417352543,0,"[334674255, 232889903]",False,,path,35.0,"LINESTRING (34.8045648 32.0426349, 34.8044357 32.0426169, 34.8042149 32.0425361)",,,,,,
2670994902,2656078845,0,"[260122755, 260122756]",False,,cycleway,487.034,"LINESTRING (34.7943897 32.0565186, 34.7943618 32.0565204, 34.7918614 32.0566074, 34.7909866 32.0566315, 34.7902785 32.0566474, 34.7892251 32.0566746)",,,,,,
2671045807,3737993012,0,261486435,True,,cycleway,147.001,"LINESTRING (34.7919917 32.0909638, 34.7920162 32.0909846, 34.7921358 32.0910464, 34.7926114 32.0910593, 34.7932924 32.0910783, 34.7934505 32.091087, 34.793517 32.0911056)",,,,,,
2671045816,2225823713,0,261486438,True,,cycleway,308.17900000000003,"LINESTRING (34.7941215 32.0912594, 34.7940111 32.0912851, 34.7933847 32.0912716, 34.7926928 32.0912386, 34.7920239 32.0912086, 34.7917583 32.0911939, 34.7914558 32.0911771, 34.790978 32.0911547, 34.7908653 32.0911208)",,,,,,
2671097837,1365179183,0,198418244,False,משעול שירה,service,56.04,"LINESTRING (34.7973574 32.0620514, 34.7973677 32.0625553)",,,,30,,
2671097837,2085482390,0,198418244,False,משעול שירה,service,51.935,"LINESTRING (34.7973574 32.0620514, 34.7973486 32.0615844)",,,,30,,
2671097837,2085482390,1,261496598,False,,cycleway,54.421,"LINESTRING (34.7973574 32.0620514, 34.7973327 32.0620465, 34.7973302 32.0617634, 34.7973252 32.0616157, 34.7973486 32.0615844)",,,,,,
2673408986,2673409009,0,261745845,True,שביל דוד בלוך,cycleway,449.005,"LINESTRING (34.7855394 32.0840941, 34.7854993 32.0840676, 34.7853597 32.0838949, 34.783983 32.0828137, 34.7833776 32.0823564, 34.7828841 32.0819882, 34.7825891 32.0817678, 34.7820339 32.0815882, 34.7819427 32.0815723, 34.7819206 32.0815426)",,,,,,
2673414026,2692264999,0,261746310,False,שביל דוד בן גוריון,cycleway,190.814,"LINESTRING (34.7799053 32.0815396, 34.7798105 32.0815604, 34.7797298 32.0815801, 34.7795472 32.0816513, 34.779425 32.0817106, 34.7789513 32.0819859, 34.778274 32.0824039, 34.7782016 32.0824481)",,,,,,
2673414026,6433801091,0,261829901,False,,path,17.439,"LINESTRING (34.7799053 32.0815396, 34.7799418 32.0815134, 34.7799697 32.0814934, 34.7799772 32.0814083)",,,,,,
2673414026,2674533324,0,261829902,False,,path,17.731,"LINESTRING (34.7799053 32.0815396, 34.7798427 32.0815264, 34.7798387 32.0814924, 34.7798336 32.0814219)",,,,,,
2674533317,1187734215,0,"[261829896, 261829899, 505976333]",False,מלכי ישראל,"['cycleway', 'path']",489.46999999999997,"LINESTRING (34.7799913 32.0814083, 34.7799881 32.0796581, 34.779988 32.0795558, 34.7799852 32.0794972, 34.779985 32.0793604, 34.7799876 32.0786021, 34.7800052 32.0776965, 34.7800133 32.0770066)",,,,,,
2674533323,3594348669,0,"[353623307, 280308533]",False,,cycleway,95.437,"LINESTRING (34.7801067 32.0816358, 34.780151 32.0816419, 34.7811191 32.0816419)",,,yes,,,
2674542078,6060497171,0,"[644378650, 261830814]",False,דוד רמז,"['cycleway', 'path']",322.021,"LINESTRING (34.785679 32.0845205, 34.7858111 32.0849543, 34.7858639 32.0853146, 34.7860226 32.0865745, 34.7860762 32.0869995, 34.7860736 32.0870911, 34.7860974 32.0873104, 34.7860943 32.0873352, 34.7860728 32.0873548, 34.7860435 32.0873652)",,,,,,
2674577349,667786477,0,30695359,False,,cycleway,529.215,"LINESTRING (34.7846666 32.0733507, 34.78476 32.0733495, 34.7849507 32.0733428, 34.785275 32.0733024, 34.7857267 32.0732809, 34.7861336 32.0732758, 34.7864741 32.0732588, 34.7866177 32.0732517, 34.7868539 32.0732476, 34.7871029 32.0732433, 34.787525 32.0732385, 34.7879532 32.0732336, 34.788092 32.073208, 34.7884416 32.0732101, 34.7885653 32.0732108, 34.7889724 32.0732133, 34.7890488 32.0732138, 34.7893629 32.0732157, 34.7894779 32.0732101, 34.7896061 32.0731873, 34.7898665 32.0731159, 34.7899139 32.073204, 34.7901621 32.0733091)",,,,,,
2674577349,2692296673,0,258833552,False,,cycleway,253.909,"LINESTRING (34.7846666 32.0733507, 34.7836508 32.0733601, 34.7835416 32.0733611, 34.7835011 32.0733397, 34.78348 32.0733285, 34.7820673 32.0733611, 34.7819841 32.0733698)",,,,,,
