u,v,key,osmid,oneway,name,highway,length,geometry,maxspeed,bridge,lanes,ref,service,access,width,junction,tunnel
342357610,444739986,0,117878654,True,,cycleway,241.80300000000003,"LINESTRING (34.7880146 32.0908637, 34.7881032 32.0908365, 34.7887756 32.0908536, 34.7888784 32.0908569, 34.7899445 32.0908908, 34.7904484 32.0908985, 34.7905059 32.0909936)",,,,,,,,,
342357610,444739986,1,5118382,True,פנקס,secondary,235.137,"LINESTRING (34.7880146 32.0908637, 34.7888784 32.0909087, 34.7905059 32.0909936)",,,2,,,,,,
342365168,343611514,0,212770320,False,מרים החשמונאית,residential,10.359,"LINESTRING (34.7836884 32.0908441, 34.7837057 32.0909361)",,,,,,,,,
342365168,5382628177,0,263613827,True,,cycleway,265.59299999999996,"LINESTRING (34.7836884 32.0908441, 34.7837377 32.0908123, 34.7838894 32.0908128, 34.7843296 32.0908009, 34.7851664 32.0908143, 34.7859194 32.0908205, 34.7864942 32.0908393)",,,,,,,,,
342365168,342376103,0,5118382,True,פנקס,secondary,135.025,"LINESTRING (34.7836884 32.0908441, 34.7843294 32.0908452, 34.7851217 32.0908466)",,,2,,,,,,
342380436,342359327,0,5118382,True,פנקס,secondary,51.568,"LINESTRING (34.786583 32.0908514, 34.7871304 32.0908522)",,,2,,,,,,
342380436,343611512,0,26038814,False,דוד רמז,tertiary,13.722,"LINESTRING (34.786583 32.0908514, 34.7865815 32.0909748)",,,1,,,,,,
342380436,352940342,0,26038814,False,דוד רמז,tertiary,81.202,"LINESTRING (34.786583 32.0908514, 34.7865866 32.0905753, 34.7866063 32.0902718, 34.7865974 32.0901218)",,,1,,,,,,
343611511,342359327,0,30828241,False,ליפסקי,residential,12.676,"LINESTRING (34.7871304 32.0909662, 34.7871304 32.0908522)",30,,,,,,,,
343611511,343611512,0,212769572,True,פנקס,secondary,51.718,"LINESTRING (34.7871304 32.0909662, 34.7865815 32.0909748)",,,2,,,,,,
343611511,342358423,0,261490954,True,ברנדייס,residential,172.37699999999998,"LINESTRING (34.7871304 32.0909662, 34.7871304 32.0910141, 34.7871535 32.0925163)",,,,,,,,,
343611512,342380436,0,26038814,False,דוד רמז,tertiary,13.722,"LINESTRING (34.7865815 32.0909748, 34.786583 32.0908514)",,,1,,,,,,
343611512,343611513,0,212769572,True,פנקס,secondary,137.121,"LINESTRING (34.7865815 32.0909748, 34.7851262 32.0909516)",,,2,,,,,,
343611512,2499332287,0,242472292,True,,cycleway,138.053,"LINESTRING (34.7865815 32.0909748, 34.7864139 32.0910263, 34.7851268 32.0910146)",,,,,,,,,
343611514,1995998621,0,212769572,True,פנקס,secondary,71.348,"LINESTRING (34.7837057 32.0909361, 34.7829486 32.0909532)",,,2,,,,,,
343611514,342365168,0,212770320,False,מרים החשמונאית,residential,10.359,"LINESTRING (34.7837057 32.0909361, 34.7836884 32.0908441)",,,,,,,,,
345401922,1253870225,0,221931560,True,שדרות רוקח,secondary,188.466,"LINESTRING (34.802258 32.1016984, 34.8042004 32.102105)",70,,3,,,,,,
345401922,2826631201,0,278265464,False,,cycleway,228.296,"LINESTRING (34.802258 32.1016984, 34.8023271 32.1016794, 34.804626 32.1020965)",,,,,,,,,
345401922,3609905454,0,278265464,False,,cycleway,36.961999999999996,"LINESTRING (34.802258 32.1016984, 34.8019461 32.1015881, 34.8019463 32.101542)",,,,,,,,,
345401922,2149039600,0,221931558,True,ירוחם משל,tertiary,18.32,"LINESTRING (34.802258 32.1016984, 34.8022867 32.10179, 34.8022792 32.1018597)",,,2,,,,,,
345574764,332207109,0,188963048,False,,cycleway,166.884,"LINESTRING (34.7788346 32.0705147, 34.7793068 32.0719612)",,,,,,,,,
345574764,384611311,0,188963048,False,,cycleway,106.484,"LINESTRING (34.7788346 32.0705147, 34.7785515 32.0695876)",,,,,,,,,
345574764,1672351151,0,154741777,True,החשמונאים,tertiary,8.829,"LINESTRING (34.7788346 32.0705147, 34.778926 32.0704972)",,,2,,,,,,
345574807,7768335024,0,188963048,False,,cycleway,1.779,"LINESTRING (34.7780873 32.068181, 34.7780924 32.0681964)",,,,,,,,,
345574807,345574924,0,188963048,False,,cycleway,178.514,"LINESTRING (34.7780873 32.068181, 34.7775638 32.0666381)",,,,,,,,,
345574807,3992803567,0,396468580,True,שינקין,tertiary,9.08,"LINESTRING (34.7780873 32.068181, 34.7781802 32.0681593)",,,2,,,,,,
345574924,345574807,0,188963048,False,,cycleway,178.514,"LINESTRING (34.7775638 32.0666381, 34.7780873 32.068181)",,,,,,,,,
345574924,7752750455,0,188963048,False,,cycleway,85.482,"LINESTRING (34.7775638 32.0666381, 34.7773508 32.0659271, 34.7773392 32.0658933)",,,,,,,,,
345574924,311001062,0,151517626,True,בלפור,tertiary,11.549,"LINESTRING (34.7775638 32.0666381, 34.7775017 32.0666536, 34.7774456 32.0666655)",30,,,,,,,,
352936391,352936770,0,31539569,False,שביל כיכר המדינה,cycleway,67.782,"LINESTRING (34.7883949 32.0870343, 34.7891065 32.0869443)",,,,,,,,,
352936391,4865879040,0,31539569,False,שביל כיכר המדינה,cycleway,8.02,"LINESTRING (34.7883949 32.0870343, 34.7883107 32.0870449)",,,,,,,,,
352936391,6060497157,0,5118376,True,ה' באייר,tertiary,16.654,"LINESTRING (34.7883949 32.0870343, 34.7883758 32.0868854)",,,,,,,,roundabout,
352936770,352936391,0,31539569,False,שביל כיכר המדינה,cycleway,67.782,"LINESTRING (34.7891065 32.0869443, 34.7883949 32.0870343)",,,,,,,,,
354033541,4755318730,0,263615938,False,,cycleway,87.45999999999998,"LINESTRING (34.7831375 32.0977133, 34.7830876 32.0977626, 34.7831198 32.0979762, 34.7831734 32.0981625, 34.7832539 32.0983306, 34.783243 32.0984634)",,,,,,,,,
354033541,476355656,0,31650856,True,,residential,132.959,"LINESTRING (34.7831375 32.0977133, 34.782902 32.097698, 34.7826578 32.0976843, 34.7826317 32.0979176, 34.7825962 32.0982995, 34.7826178 32.0983776, 34.7826527 32.0984633)",,,,,,,,,
354033541,6055082259,0,"[30450034, 30780461, 482733909]",True,"['Ussishkin Bridge | גשר אוסישקין', '1284']",residential,216.63699999999997,"LINESTRING (34.7831375 32.0977133, 34.7831242 32.097454, 34.783126 32.0972414, 34.7831326 32.0971087, 34.783147 32.0970076, 34.7831704 32.0968578, 34.7831767 32.0967468, 34.7831877 32.0965791, 34.7832001 32.0960098, 34.7831957 32.0959094, 34.7831518 32.0958365, 34.7831039 32.0957929)",30,yes,,,,,,,
361093946,1758360020,0,98701473,False,,cycleway,21.153,"LINESTRING (34.7942047 32.1229913, 34.7939907 32.1230491)",,,,,,,,,
361093946,361102369,0,32198556,True,,trunk_link,94.123,"LINESTRING (34.7942047 32.1229913, 34.7941286 32.1229742, 34.7940479 32.122969, 34.7938641 32.1229739, 34.7932082 32.1229787)",,,1,,,,,,
365767997,2108063277,0,32526120,False,אליפלט,residential,15.004,"LINESTRING (34.7640244 32.057942, 34.7639554 32.0580636)",,,,,,,,,
365767997,580706963,0,104799322,False,אליפלט,tertiary,92.101,"LINESTRING (34.7640244 32.057942, 34.7644361 32.0571908)",,,,,,,,,
365767997,6952780398,0,"[742719136, 415747774, 742719135]",False,,cycleway,96.372,"LINESTRING (34.7640244 32.057942, 34.7642481 32.057858, 34.764486 32.0573938, 34.7645206 32.0572434)",,,,,,,,,
365767997,2470061865,0,"[188958204, 742719134]",False,אילת,tertiary,169.176,"LINESTRING (34.7640244 32.057942, 34.7638689 32.0578845, 34.763457 32.057728, 34.7630914 32.0576028, 34.762672 32.0574422, 34.7625548 32.0573973, 34.7623808 32.0573306)",,,3,,,,,,
384611311,345574764,0,188963048,False,,cycleway,106.484,"LINESTRING (34.7785515 32.0695876, 34.7788346 32.0705147)",,,,,,,,,
384611311,3992803573,0,188963048,False,,cycleway,158.99,"LINESTRING (34.7785515 32.0695876, 34.7780971 32.0682106)",,,,,,,,,
384611311,384609471,0,396468575,False,בר אילן,residential,7.651,"LINESTRING (34.7785515 32.0695876, 34.7786294 32.0695682)",,,,,,,,,
384611311,3992803564,0,396468575,False,בר אילן,residential,17.288,"LINESTRING (34.7785515 32.0695876, 34.7784657 32.0696173, 34.778382 32.0696471)",,,,,,,,,
384801545,2876178476,0,263615938,False,,cycleway,22.525,"LINESTRING (34.783708 32.0984568, 34.7834774 32.0985104)",,,,,,,,,
384801545,358520930,0,263615938,False,,cycleway,11.527999999999999,"LINESTRING (34.783708 32.0984568, 34.7837393 32.0984215, 34.7837815 32.0983739)",,,,,,,,,
384801545,339418259,0,30693835,True,,secondary_link,23.033,"LINESTRING (34.783708 32.0984568, 34.7837737 32.0985135, 34.7838838 32.0986007)",,,,,,,,,
410210092,410210121,0,34955651,False,אלכסנדר ארגוב,residential,5.939,"LINESTRING (34.8293464 32.1266931, 34.8293858 32.1266514)",,,,,,,,,
410210092,1156251725,0,788956613,False,,cycleway,237.382,"LINESTRING (34.8293464 32.1266931, 34.8289419 32.1264351, 34.8285041 32.1263365, 34.8280294 32.1263683, 34.8274693 32.1264036, 34.8269473 32.1264381)",,,,,,,,,
410210092,1155637851,0,34955651,False,אלכסנדר ארגוב,residential,118.74500000000002,"LINESTRING (34.8293464 32.1266931, 34.8291833 32.1269984, 34.8291747 32.1273909, 34.8292262 32.1276017, 34.8292473 32.1276328, 34.8293026 32.1277086)",,,,,,,,,
412272507,1622273920,0,30887077,True,ז'בוטינסקי,tertiary,21.94,"LINESTRING (34.7947018 32.0857854, 34.7949295 32.085744)",,,,,,,,,
412272507,6248736820,0,667437340,False,קליי,residential,35.14,"LINESTRING (34.7947018 32.0857854, 34.7946349 32.0854745)",,,,,,,,,
412820339,1128066886,0,97402134,False,,cycleway,7.731,"LINESTRING (34.8151183 32.1077181, 34.8150684 32.1076629)",,,,,,,,,
412820339,354025345,0,657412543,True,שטרית,tertiary,16.329,"LINESTRING (34.8151183 32.1077181, 34.8150126 32.1078345)",60,,,,,,,,
412820339,2763587010,0,30451254,False,,cycleway,373.822,"LINESTRING (34.8151183 32.1077181, 34.8151774 32.1078155, 34.8163094 32.1098192, 34.8163845 32.1099828, 34.8166284 32.110813)",,,,,,,,,
415451327,953967439,0,35417656,False,,cycleway,130.777,"LINESTRING (34.8013594 32.1216942, 34.8015988 32.1228527)",,,,,,,,,
415451327,3147530493,0,164376818,True,"שדרות קק""ל",secondary,341.342,"LINESTRING (34.8013594 32.1216942, 34.8004836 32.1218214, 34.8003245 32.1218466, 34.7977965 32.1222577)",70,,,,,,,,
417627537,1568445831,0,30451254,False,,cycleway,14.871,"LINESTRING (34.8184381 32.1182919, 34.8185104 32.1184108)",,,,,,,,,
417627537,1568445829,0,30451254,False,,cycleway,5.307,"LINESTRING (34.8184381 32.1182919, 34.81842 32.1182467)",,,,,,,,,
417627537,1107315954,0,25015244,True,אברהם שלונסקי,tertiary,13.467,"LINESTRING (34.8184381 32.1182919, 34.8185685 32.1182422)",,,,,,,,,
444739983,444739986,0,37896973,True,ויצמן,tertiary,10.171,"LINESTRING (34.7904976 32.0910848, 34.7905059 32.0909936)",,,,,,,,,
444739983,2671045824,0,261486439,True,,cycleway,165.23,"LINESTRING (34.7904976 32.0910848, 34.7902705 32.0911158, 34.7896131 32.0910593, 34.7888783 32.0910418, 34.7887503 32.0910387)",,,,,,,,,
444739983,343611509,0,212769572,True,פנקס,secondary,164.924,"LINESTRING (34.7904976 32.0910848, 34.7896129 32.0910237, 34.7888784 32.0910014, 34.7887504 32.0909975)",,,2,,,,,,
444739986,35288643,0,5118382,True,פנקס,secondary,13.932,"LINESTRING (34.7905059 32.0909936, 34.7906534 32.0910027)",,,2,,,,,,
444739986,444739985,0,37896973,True,ויצמן,tertiary,89.868,"LINESTRING (34.7905059 32.0909936, 34.7904518 32.0901867)",,,,,,,,,
471558809,417774500,0,30451254,False,,cycleway,96.795,"LINESTRING (34.8236534 32.1224437, 34.8246126 32.1227565)",,,,,,,,,
471558809,471562574,0,30451254,False,,cycleway,15.361,"LINESTRING (34.8236534 32.1224437, 34.8234998 32.1223972)",,,,,,,,,
471558809,471558810,0,39357672,True,רוממה,residential,10.972,"LINESTRING (34.8236534 32.1224437, 34.8236116 32.1225358)",,,,,,,,,
471562574,471558809,0,30451254,False,,cycleway,15.361,"LINESTRING (34.8234998 32.1223972, 34.8236534 32.1224437)",,,,,,,,,
471562574,471562661,0,30451254,False,,cycleway,117.304,"LINESTRING (34.8234998 32.1223972, 34.8230143 32.1222631, 34.8224028 32.1219178)",,,,,,,,,
471562574,471558814,0,39357672,True,רוממה,residential,36.189,"LINESTRING (34.8234998 32.1223972, 34.823583 32.122237, 34.8236352 32.1221614, 34.8237077 32.1221479)",,,,,,,,,
471562661,471557870,0,39357578,False,מנורה,residential,10.684,"LINESTRING (34.8224028 32.1219178, 34.8223384 32.1219969)",30,,,,,,,,
471562661,471562574,0,30451254,False,,cycleway,117.304,"LINESTRING (34.8224028 32.1219178, 34.8230143 32.1222631, 34.8234998 32.1223972)",,,,,,,,,
471562661,1102076645,0,30451254,False,,cycleway,247.27800000000002,"LINESTRING (34.8224028 32.1219178, 34.8203167 32.1207252, 34.8202359 32.1206634)",,,,,,,,,
471562661,471557854,0,39357578,False,מנורה,residential,49.491,"LINESTRING (34.8224028 32.1219178, 34.8224842 32.1217913, 34.8226247 32.1215148)",30,,,,,,,,
496181904,5469041844,0,749189722,False,,cycleway,7.711,"LINESTRING (34.7923509 32.1033939, 34.7922948 32.1034444)",,,,,,,,,
496181904,2686226148,0,749189722,False,,cycleway,58.705,"LINESTRING (34.7923509 32.1033939, 34.7924507 32.1033041, 34.7924808 32.1031557, 34.7925214 32.102904)",,,,,,,,,
496181904,270425874,0,37896970,True,,trunk_link,167.446,"LINESTRING (34.7923509 32.1033939, 34.7922806 32.1033491, 34.792192 32.1033159, 34.7918773 32.1032629, 34.7906194 32.103103)",,,,,,,,,
521584038,521584079,0,42029653,True,שמואל ברקאי,residential,67.794,"LINESTRING (34.8047808 32.1242237, 34.8054573 32.1240152)",30,,,,,,,,
521584038,5894568360,0,624226747,False,,cycleway,176.839,"LINESTRING (34.8047808 32.1242237, 34.8046524 32.1242964, 34.8039247 32.1244283, 34.8030968 32.1245647, 34.8029796 32.1246228)",,,,,,,,,
521584038,521584034,0,42029648,False,משמר הגבול,residential,246.226,"LINESTRING (34.8047808 32.1242237, 34.804487 32.1237597, 34.8042472 32.1232287, 34.8039607 32.122593, 34.8038083 32.1221735)",30,,,,,,,,
597659120,597659121,0,46766058,False,,cycleway,39.196,"LINESTRING (34.8074187 32.119263, 34.8075859 32.1195858)",,,,,,no,,,
597659120,335851699,0,46766058,False,,cycleway,60.794,"LINESTRING (34.8074187 32.119263, 34.8068798 32.118962)",,,,,,no,,,
597659120,552958506,0,43691761,False,שפייה,residential,93.254,"LINESTRING (34.8074187 32.119263, 34.8074394 32.1192455, 34.8075563 32.1191463, 34.8076601 32.1189356, 34.8078415 32.1185175)",30,,,,,,,,
597659121,5469034739,0,46766058,False,,cycleway,39.817,"LINESTRING (34.8075859 32.1195858, 34.8077517 32.1199152)",,,,,,no,,,
597659121,597659120,0,46766058,False,,cycleway,39.196,"LINESTRING (34.8075859 32.1195858, 34.8074187 32.119263)",,,,,,no,,,
597659121,552958460,0,42580204,False,מוטה גור,residential,87.542,"LINESTRING (34.8075859 32.1195858, 34.8067257 32.1198842)",30,,,,,,,,
597659121,552958528,0,"[43691762, 42580204]",False,"['יוסף אריכא', 'מוטה גור']",residential,392.16999999999996,"LINESTRING (34.8075859 32.1195858, 34.8076081 32.1195787, 34.8078158 32.1195134, 34.8084681 32.1192735, 34.8090775 32.1190118, 34.8092234 32.1189028, 34.8092441 32.1175086, 34.8085771 32.1173814)",30,,,,,,,,
667786477,340001348,0,200564217,True,אליעזר קפלן,secondary,36.579,"LINESTRING (34.7901621 32.0733091, 34.7905503 32.0733061)",,,3,,,,,,
667786477,6992787090,0,200564221,True,,trunk_link,48.355,"LINESTRING (34.7901621 32.0733091, 34.7899826 32.0729017)",,,2,,,,,,
667786477,1707635635,0,30695359,False,,cycleway,36.91,"LINESTRING (34.7901621 32.0733091, 34.7899139 32.073204, 34.7898665 32.0731159)",,,,,,,,,
806981804,415452223,0,35417715,True,,tertiary,7.015,"LINESTRING (34.8026725 32.1246147, 34.8027207 32.1245666)",,,,,,,,roundabout,
806981804,3147530479,0,81815612,False,,cycleway,331.23,"LINESTRING (34.8026725 32.1246147, 34.8026246 32.1243521, 34.8025816 32.1241038, 34.8023428 32.1227433, 34.8021542 32.1216684)",,,,,,,,,
806981804,953967439,0,81815612,False,,cycleway,237.78199999999998,"LINESTRING (34.8026725 32.1246147, 34.8024792 32.1245051, 34.8018908 32.1241714, 34.8015988 32.1228527)",,,,,,,,,
807103749,2669707568,0,334677855,False,,cycleway,27.55,"LINESTRING (34.8045714 32.0423872, 34.8045648 32.0426349)",,,,,,,,,
807103749,2669707568,1,"[55843099, 334677855, 334085831]",False,,"['cycleway', 'path']",303.874,"LINESTRING (34.8045714 32.0423872, 34.8046744 32.0424045, 34.8052282 32.0426437, 34.8053088 32.0427135, 34.8053486 32.0428815, 34.8052574 32.0430427, 34.8049256 32.0433607, 34.8048492 32.0434139, 34.8048095 32.0434426, 34.8046832 32.0434365, 34.8045466 32.043508, 34.8045648 32.0426349)",,,,,,,,,
807103749,701370868,0,"[55843171, 334677855]",False,,"['cycleway', 'path']",832.858,"LINESTRING (34.8045714 32.0423872, 34.8045682 32.0417342, 34.8045631 32.0411608, 34.8044491 32.0410824, 34.8039858 32.0410627, 34.8039382 32.0409231, 34.8038398 32.0405532, 34.8036916 32.0402907, 34.8034331 32.0400431, 34.8030721 32.0398352, 34.8026918 32.0397207, 34.8024973 32.0396908, 34.8021065 32.039695, 34.8013679 32.0397123, 34.801155 32.0396567, 34.800737 32.0394513, 34.8005167 32.0393512, 34.8002602 32.0393112, 34.7999665 32.0393844, 34.7998793 32.0394539, 34.7996578 32.0396571, 34.7993 32.0407078)",,,,,,,,,
807103749,3417352543,0,"[334674252, 334674253]",False,,path,44.074,"LINESTRING (34.8045714 32.0423872, 34.8044405 32.0423859, 34.8043111 32.0423806, 34.8042149 32.0425361)",,,,,,,,,
940860138,7160499217,0,766681342,False,,cycleway,177.019,"LINESTRING (34.8015522 32.0495142, 34.8008385 32.0496236, 34.7997046 32.0498005)",,,,,,,,,
940860138,564005845,0,44376883,True,,tertiary,14.367,"LINESTRING (34.8015522 32.0495142, 34.8015702 32.0494858, 34.8015959 32.0494619, 34.8016276 32.0494439, 34.8016635 32.0494331)",30,,,,,,,roundabout,
953967439,415451327,0,35417656,False,,cycleway,130.777,"LINESTRING (34.8015988 32.1228527, 34.8013594 32.1216942)",,,,,,,,,
953967439,806981804,0,81815612,False,,cycleway,237.78199999999998,"LINESTRING (34.8015988 32.1228527, 34.8018908 32.1241714, 34.8024792 32.1245051, 34.8026725 32.1246147)",,,,,,,,,
953967439,415450701,0,35417571,False,דוד בוקשפן,residential,126.769,"LINESTRING (34.8015988 32.1228527, 34.8017564 32.1228486, 34.8018257 32.1229995, 34.8019589 32.1229917, 34.8021193 32.1237105)",30,,,,,,,,
953967439,415449695,0,35417571,False,דוד בוקשפן,residential,99.36699999999999,"LINESTRING (34.8015988 32.1228527, 34.8011365 32.1229381, 34.800567 32.1230397)",30,,,,,,,,
989012101,4929592311,0,103264248,False,,path,6.153,"LINESTRING (34.8135734 32.1062997, 34.8135243 32.1063362)",,,,,,,,,
989012101,1128066879,0,"[97402144, 85307506]",False,,cycleway,175.021,"LINESTRING (34.8135734 32.1062997, 34.8139284 32.1066056, 34.8141841 32.1068246, 34.8143397 32.1069069, 34.8148404 32.107314, 34.8149488 32.107333)",,,,,,,,,
989012101,2821360862,0,103264248,False,,path,267.84799999999996,"LINESTRING (34.8135734 32.1062997, 34.8138792 32.1060443, 34.8140336 32.1058443, 34.8147674 32.1053566, 34.8154673 32.1048811, 34.8155569 32.1046366)",,,,,,,,,
1001172587,1123298774,0,164376838,False,,path,301.625,"LINESTRING (34.7973453 32.1221364, 34.8004974 32.1216553)",,,,,,,,,
1001172587,5381551796,0,529223595,False,,cycleway,75.687,"LINESTRING (34.7973453 32.1221364, 34.7972984 32.1220571, 34.7970753 32.1217688, 34.7970089 32.121528)",,,,,,,,,
1001172587,1143505242,0,"[420276392, 164376838]",False,,path,255.77200000000002,"LINESTRING (34.7973453 32.1221364, 34.7954095 32.1224441, 34.7950707 32.1224948, 34.7949214 32.1224574, 34.7946753 32.1224435)",,,,,,,,,
1102075445,1123297124,0,94906899,False,,cycleway,10.771,"LINESTRING (34.8200147 32.1207198, 34.8199298 32.1207847)",,,,,,,,,
1102075445,415442594,0,272033541,True,בני אפרים,secondary,89.094,"LINESTRING (34.8200147 32.1207198, 34.8194242 32.1200938)",60,,2,,,,,,
1102076645,417773824,0,35668561,False,לאה,residential,5.9,"LINESTRING (34.8202359 32.1206634, 34.8201942 32.120703)",30,,,,,,,,
1102076645,471562661,0,30451254,False,,cycleway,247.27800000000002,"LINESTRING (34.8202359 32.1206634, 34.8203167 32.1207252, 34.8224028 32.1219178)",,,,,,,,,
1102076645,1568445833,0,30451254,False,,cycleway,289.396,"LINESTRING (34.8202359 32.1206634, 34.8200285 32.1204703, 34.8196139 32.1200241, 34.8185521 32.1184952)",,,,,,,,,
1102076645,417653278,0,35668561,False,לאה,residential,82.416,"LINESTRING (34.8202359 32.1206634, 34.8203773 32.1205291, 34.8208665 32.1201505)",30,,,,,,,,
1107315971,1123297126,0,96931587,False,,cycleway,197.228,"LINESTRING (34.8182826 32.1186041, 34.8182886 32.118684, 34.8182898 32.1186857, 34.8183391 32.1187562, 34.8188434 32.1194604, 34.8192792 32.1201545)",,,,,,,,,
1107315971,1107315967,0,95490484,True,,secondary_link,22.837,"LINESTRING (34.8182826 32.1186041, 34.8182129 32.1185745, 34.8181566 32.1185677, 34.8180506 32.1185518)",,,,,,,,,
1123297123,1123297124,0,96931587,False,,cycleway,5.001,"LINESTRING (34.8199647 32.1208186, 34.8199298 32.1207847)",,,,,,,,,
1123297123,496187635,0,35679771,True,חנה רובינא,tertiary,10.535,"LINESTRING (34.8199647 32.1208186, 34.8200504 32.1207577)",30,,,,,,,,
1123297124,1102075445,0,94906899,False,,cycleway,10.771,"LINESTRING (34.8199298 32.1207847, 34.8200147 32.1207198)",,,,,,,,,
1123297124,1123297123,0,96931587,False,,cycleway,5.001,"LINESTRING (34.8199298 32.1207847, 34.8199647 32.1208186)",,,,,,,,,
1123297124,1123299800,0,"[94906899, 96931957, 96931958]",False,,cycleway,593.9580000000001,"LINESTRING (34.8199298 32.1207847, 34.8192605 32.1213689, 34.8190505 32.1215531, 34.8186597 32.12194, 34.8185742 32.1220236, 34.8183568 32.122187, 34.8181801 32.122244, 34.8180398 32.1222692, 34.8179263 32.1222683, 34.8178432 32.1222644, 34.8177186 32.1223136, 34.8175912 32.1223722, 34.8174498 32.1224272, 34.816963 32.1227267, 34.8169174 32.1227643, 34.8167078 32.1229258, 34.8164231 32.1231321, 34.816289 32.1232161, 34.816247 32.1232282, 34.8160447 32.1232987, 34.8157845 32.123368, 34.815695 32.1233793, 34.8154127 32.1234207, 34.815023 32.1234593, 34.8148035 32.1234573, 34.8147712 32.1234758)",,yes,,,,,,,
1123297124,1123297126,0,96931587,False,,cycleway,93.084,"LINESTRING (34.8199298 32.1207847, 34.8198895 32.1207462, 34.8192792 32.1201545)",,,,,,,,,
1123297126,415442594,0,35418647,False,מרדכי רומנו,residential,15.232,"LINESTRING (34.8192792 32.1201545, 34.8194242 32.1200938)",30,,,,,,,,
1123297126,1107315971,0,96931587,False,,cycleway,197.22799999999998,"LINESTRING (34.8192792 32.1201545, 34.8188434 32.1194604, 34.8183391 32.1187562, 34.8182898 32.1186857, 34.8182886 32.118684, 34.8182826 32.1186041)",,,,,,,,,
1123297126,1123297124,0,96931587,False,,cycleway,93.084,"LINESTRING (34.8192792 32.1201545, 34.8198895 32.1207462, 34.8199298 32.1207847)",,,,,,,,,
1123297126,415461792,0,35418647,False,מרדכי רומנו,residential,49.031,"LINESTRING (34.8192792 32.1201545, 34.8189509 32.120292, 34.8188133 32.1203513)",30,,,,,,,,
1123298774,1123298783,0,98847521,False,,cycleway,117.717,"LINESTRING (34.8004974 32.1216553, 34.8003222 32.1206071)",,,,,,,,,
1123298774,1001172587,0,164376838,False,,path,301.625,"LINESTRING (34.8004974 32.1216553, 34.7973453 32.1221364)",,,,,,,,,
1123298774,1760211051,0,164376838,False,,path,151.803,"LINESTRING (34.8004974 32.1216553, 34.8005867 32.1216241, 34.802075 32.1213827)",,,,,,,,,
1123298780,1143501167,0,96931661,False,,cycleway,160.953,"LINESTRING (34.79605 32.1129519, 34.7962533 32.1143891)",,,,,,,,,
1123298780,603554354,0,499685114,True,אינשטיין,tertiary,14.415,"LINESTRING (34.79605 32.1129519, 34.795897 32.1129486)",,,,,,,,,
1123298783,1123298774,0,98847521,False,,cycleway,117.717,"LINESTRING (34.8003222 32.1206071, 34.8004974 32.1216553)",,,,,,,,,
1123298783,415447423,0,35417361,False,רב אשי,tertiary,2.019,"LINESTRING (34.8003222 32.1206071, 34.8003434 32.1206044)",30,,,,,,,,
1123298783,1125956489,0,97972545,False,,cycleway,77.045,"LINESTRING (34.8003222 32.1206071, 34.8003217 32.1206038, 34.7995157 32.1207013)",,,,,,,,,
1123298783,7363719645,0,787578025,False,,cycleway,185.426,"LINESTRING (34.8003222 32.1206071, 34.8001319 32.1196467, 34.8001185 32.1195308, 34.8000158 32.1189601)",,,,,,,,,
1123298783,1001172655,0,35417361,False,רב אשי,tertiary,86.565,"LINESTRING (34.8003222 32.1206071, 34.7995168 32.1207126, 34.7994138 32.1207261)",30,,,,,,,,
1123299800,413898297,0,35311614,True,,tertiary,1.402,"LINESTRING (34.8147712 32.1234758, 34.8147815 32.1234849)",30,,,,,,,roundabout,
1123299800,1123297124,0,"[94906899, 96931957, 96931958]",False,,cycleway,593.9580000000001,"LINESTRING (34.8147712 32.1234758, 34.8148035 32.1234573, 34.815023 32.1234593, 34.8154127 32.1234207, 34.815695 32.1233793, 34.8157845 32.123368, 34.8160447 32.1232987, 34.816247 32.1232282, 34.816289 32.1232161, 34.8164231 32.1231321, 34.8167078 32.1229258, 34.8169174 32.1227643, 34.816963 32.1227267, 34.8174498 32.1224272, 34.8175912 32.1223722, 34.8177186 32.1223136, 34.8178432 32.1222644, 34.8179263 32.1222683, 34.8180398 32.1222692, 34.8181801 32.122244, 34.8183568 32.122187, 34.8185742 32.1220236, 34.8186597 32.12194, 34.8190505 32.1215531, 34.8192605 32.1213689, 34.8199298 32.1207847)",,yes,,,,,,,
1125956489,1123298783,0,97972545,False,,cycleway,77.045,"LINESTRING (34.7995157 32.1207013, 34.8003217 32.1206038, 34.8003222 32.1206071)",,,,,,,,,
1128066879,1192434671,0,97402134,False,,cycleway,6.768,"LINESTRING (34.8149488 32.107333, 34.8149521 32.1073938)",,,,,,,,,
1128066879,2876119780,0,"[97402144, 813564321, 44187573, 813564320]",False,,cycleway,567.759,"LINESTRING (34.8149488 32.107333, 34.8149763 32.1073241, 34.8156149 32.1067524, 34.8157576 32.1068796, 34.815786 32.1068568, 34.8158244 32.1068266, 34.8164047 32.1063696, 34.8173521 32.1060206, 34.8184728 32.1058743, 34.8185724 32.1058619, 34.8195192 32.1058615, 34.8202829 32.1058614)",,,,,,,,,
1128066879,989012101,0,"[97402144, 85307506]",False,,cycleway,175.02100000000002,"LINESTRING (34.8149488 32.107333, 34.8148404 32.107314, 34.8143397 32.1069069, 34.8141841 32.1068246, 34.8139284 32.1066056, 34.8135734 32.1062997)",,,,,,,,,
