u,v,key,osmid,name,highway,oneway,length,geometry,maxspeed,lanes,ref,tunnel,bridge,junction,access,width,service
415457634,301910593,0,25015236,"שדרות קק""ל",secondary,True,178.056,"LINESTRING (34.8137961 32.1189332, 34.8122056 32.1189893, 34.8119079 32.1190109)",,,,,,,,,
415458099,415454499,0,35417895,יעקב זרובבל,residential,True,238.15699999999998,"LINESTRING (34.8122644 32.1195632, 34.8123708 32.1201331, 34.8126595 32.1216787)",30,,,,,,,,
415458099,415459682,0,"[35418448, 35418475]","['קהילת סופיה', 'חיים שורר']",residential,True,285.11,"LINESTRING (34.8122644 32.1195632, 34.8120155 32.119585, 34.8119068 32.1196188, 34.8118181 32.1196722, 34.8116636 32.1198031, 34.8115864 32.1198831, 34.8115091 32.1200212, 34.8114919 32.1201666, 34.8115005 32.1203337, 34.8115005 32.1204137, 34.8118095 32.1217149)",30,,,,,,,,
415459506,415462640,0,35418448,קהילת סופיה,residential,True,146.129,"LINESTRING (34.8181857 32.1192731, 34.816639 32.1193781)",30,,,,,,,,
415459506,1127856902,0,35418602,הרבסט קרול,residential,False,33.961,"LINESTRING (34.8181857 32.1192731, 34.8181267 32.1189718)",30,,,,,,,,
415459506,415462480,0,35418602,הרבסט קרול,residential,False,69.125,"LINESTRING (34.8181857 32.1192731, 34.8184903 32.1198387)",30,,,,,,,,
415459507,415457634,0,35417894,רוזאניס,residential,False,64.722,"LINESTRING (34.8138966 32.119509, 34.8137961 32.1189332)",30,,,,,,,,
415459507,415458099,0,35418448,קהילת סופיה,residential,True,153.832,"LINESTRING (34.8138966 32.119509, 34.8122644 32.1195632)",30,,,,,,,,
415459507,415462363,0,35417894,רוזאניס,residential,False,90.386,"LINESTRING (34.8138966 32.119509, 34.8139749 32.1199887, 34.814028 32.1203142)",30,,,,,,,,
415459682,415454499,0,35418485,אהרון מסקין,residential,True,80.149,"LINESTRING (34.8118095 32.1217149, 34.8126595 32.1216787)",30,,,,,,,,
415459682,417624330,0,42580244,חיים שורר,residential,False,25.269,"LINESTRING (34.8118095 32.1217149, 34.8118511 32.1219394)",,,,,,,,,
415461001,415462363,0,35417894,רוזאניס,residential,False,67.789,"LINESTRING (34.8141266 32.1209181, 34.814096 32.1207306, 34.814028 32.1203142)",30,,,,,,,,
415461001,415454497,0,35417894,רוזאניס,residential,False,79.117,"LINESTRING (34.8141266 32.1209181, 34.8141321 32.1209515, 34.8141723 32.1211978, 34.8142417 32.1216229)",30,,,,,,,,
415461001,415731670,0,35418643,מרדכי רומנו,residential,True,124.31099999999999,"LINESTRING (34.8141266 32.1209181, 34.8144625 32.12088, 34.8154365 32.1207802)",30,,,,,,,,
415461283,415462480,0,35418602,הרבסט קרול,residential,False,57.012,"LINESTRING (34.818712 32.1203158, 34.8184903 32.1198387)",30,,,,,,,,
415461283,415461792,0,35418687,,residential,True,11.546,"LINESTRING (34.818712 32.1203158, 34.818737 32.1203102, 34.8187628 32.1203121, 34.8187862 32.1203214, 34.8188045 32.120337, 34.8188133 32.1203513)",,,,,,roundabout,,,
415461704,415461283,0,35418687,,residential,True,10.481,"LINESTRING (34.8186738 32.1203957, 34.8186689 32.1203742, 34.8186729 32.1203525, 34.8186855 32.1203334, 34.818712 32.1203158)",,,,,,roundabout,,,
415461792,415442594,0,35418647,מרדכי רומנו,residential,False,64.263,"LINESTRING (34.8188133 32.1203513, 34.8189509 32.120292, 34.8192792 32.1201545, 34.8194242 32.1200938)",30,,,,,,,,
415461792,415461914,0,35418687,,residential,True,10.698,"LINESTRING (34.8188133 32.1203513, 34.8188179 32.1203729, 34.8188134 32.1203945, 34.8188006 32.1204135, 34.8187716 32.1204315)",,,,,,roundabout,,,
415461914,415466714,0,35418693,הרבסט קרול,living_street,False,69.277,"LINESTRING (34.8187716 32.1204315, 34.818913 32.1210429)",,,,,,,,,
415461914,415461704,0,35418687,,residential,True,11.120999999999999,"LINESTRING (34.8187716 32.1204315, 34.8187463 32.1204361, 34.8187207 32.1204332, 34.8186978 32.120423, 34.8186804 32.1204067, 34.8186738 32.1203957)",,,,,,roundabout,,,
415462363,415459507,0,35417894,רוזאניס,residential,False,90.386,"LINESTRING (34.814028 32.1203142, 34.8139749 32.1199887, 34.8138966 32.119509)",30,,,,,,,,
415462363,415461001,0,35417894,רוזאניס,residential,False,67.789,"LINESTRING (34.814028 32.1203142, 34.814096 32.1207306, 34.8141266 32.1209181)",30,,,,,,,,
415462363,415462570,0,35418702,מיזאן,residential,True,255.691,"LINESTRING (34.814028 32.1203142, 34.815559 32.1201751, 34.8158972 32.1201471, 34.8160617 32.1201309, 34.8165273 32.1200939, 34.8167277 32.120071)",30,,,,,,,,
415462480,415459506,0,35418602,הרבסט קרול,residential,False,69.125,"LINESTRING (34.8184903 32.1198387, 34.8181857 32.1192731)",30,,,,,,,,
415462480,415461283,0,35418602,הרבסט קרול,residential,False,57.012,"LINESTRING (34.8184903 32.1198387, 34.818712 32.1203158)",30,,,,,,,,
415462570,415462640,0,35418708,980,residential,False,77.499,"LINESTRING (34.8167277 32.120071, 34.816639 32.1193781)",30,,,,,,,,
415462570,415462480,0,35418702,מיזאן,residential,True,168.14600000000002,"LINESTRING (34.8167277 32.120071, 34.8180333 32.1199279, 34.8184903 32.1198387)",30,,,,,,,,
415462640,415462570,0,35418708,980,residential,False,77.499,"LINESTRING (34.816639 32.1193781, 34.8167277 32.120071)",30,,,,,,,,
415462640,415459507,0,35418448,קהילת סופיה,residential,True,258.678,"LINESTRING (34.816639 32.1193781, 34.8159561 32.1194114, 34.8157345 32.1194226, 34.8156826 32.1194253, 34.8154757 32.1194356, 34.8138966 32.119509)",30,,,,,,,,
415466714,415461914,0,35418693,הרבסט קרול,living_street,False,69.277,"LINESTRING (34.818913 32.1210429, 34.8187716 32.1204315)",,,,,,,,,
415466714,2070683971,0,35418923,יגאל מוסינזון,living_street,False,98.196,"LINESTRING (34.818913 32.1210429, 34.8178715 32.1210853)",,,,,,,,,
415466714,1100306330,0,35418922,יגאל מוסינזון,living_street,False,88.15899999999999,"LINESTRING (34.818913 32.1210429, 34.8189866 32.1210416, 34.8190372 32.1210407, 34.8192144 32.120971, 34.8192869 32.1208723, 34.8193046 32.1207931, 34.8190998 32.1205179)",,,,,,,,,
415731379,415731383,0,35441156,יגאל מוסינזון,residential,False,39.092,"LINESTRING (34.8150311 32.121104, 34.8154462 32.1211022)",30,,,,,,,,
415731383,415732221,0,35441156,יגאל מוסינזון,residential,False,105.005,"LINESTRING (34.8154462 32.1211022, 34.8165612 32.1210974)",30,,,,,,,,
415731383,415731379,0,35441156,יגאל מוסינזון,residential,False,39.092,"LINESTRING (34.8154462 32.1211022, 34.8150311 32.121104)",30,,,,,,,,
415731383,415731670,0,35441338,,residential,False,35.816,"LINESTRING (34.8154462 32.1211022, 34.8154365 32.1207802)",30,,,,,,,,
415731386,415732221,0,35441156,יגאל מוסינזון,residential,False,108.612,"LINESTRING (34.8177145 32.1210925, 34.8165612 32.1210974)",30,,,,,,,,
415731670,415731383,0,35441338,,residential,False,35.816,"LINESTRING (34.8154365 32.1207802, 34.8154462 32.1211022)",30,,,,,,,,
415731670,415461704,0,35418643,מרדכי רומנו,residential,True,308.396,"LINESTRING (34.8154365 32.1207802, 34.8166102 32.1206767, 34.8171932 32.1206276, 34.8176934 32.1205805, 34.8182365 32.1204987, 34.8186738 32.1203957)",30,,,,,,,,
415732221,415731386,0,35441156,יגאל מוסינזון,residential,False,108.612,"LINESTRING (34.8165612 32.1210974, 34.8177145 32.1210925)",30,,,,,,,,
415732221,415731383,0,35441156,יגאל מוסינזון,residential,False,105.005,"LINESTRING (34.8165612 32.1210974, 34.8154462 32.1211022)",30,,,,,,,,
415732221,415732269,0,35441416,,residential,False,34.446,"LINESTRING (34.8165612 32.1210974, 34.8165352 32.1207884)",30,,,,,,,,
415732269,415732221,0,35441416,,residential,False,34.446,"LINESTRING (34.8165352 32.1207884, 34.8165612 32.1210974)",30,,,,,,,,
415990088,1468749493,0,30138783,יעקב דורי,tertiary,True,16.475,"LINESTRING (34.796521 32.0854696, 34.7966929 32.0854424)",,,,,,,,,
415990088,1104322360,0,35472143,,tertiary_link,False,10.713,"LINESTRING (34.796521 32.0854696, 34.7965454 32.0855637)",,,,,,,,,
416613220,2763587025,0,25015237,פנחס רוזן,primary,True,147.426,"LINESTRING (34.8252896 32.1138264, 34.8252349 32.1130677, 34.8252404 32.112502)",,,482,,,,,,
416613221,2763587043,0,31134803,פנחס רוזן,primary,True,22.796,"LINESTRING (34.8254371 32.1138359, 34.8254611 32.1140399)",,,482,,,,,,
416613221,416613220,0,35555281,פתחיה מרגנשבורג,residential,True,13.932,"LINESTRING (34.8254371 32.1138359, 34.8252896 32.1138264)",30,,,,,,,,
416613788,1170469323,0,34177479,פתחיה מרגנשבורג,residential,False,65.896,"LINESTRING (34.8322397 32.1148161, 34.8329362 32.1148725)",30,,,,,,,,
416613788,416622612,0,35554647,פתחיה מרגנשבורג,residential,True,193.028,"LINESTRING (34.8322397 32.1148161, 34.8302171 32.1145355)",30,,,,,,,,
416613788,416622572,0,35554918,ישראל אשכנזי,residential,False,122.448,"LINESTRING (34.8322397 32.1148161, 34.83199 32.1137354)",30,,,,,,,,
416613788,271878283,0,35554918,ישראל אשכנזי,residential,False,61.76,"LINESTRING (34.8322397 32.1148161, 34.8321761 32.1153689)",30,,,,,,,,
416614082,2763587039,0,35555281,פתחיה מרגנשבורג,residential,True,56.995,"LINESTRING (34.8262452 32.1139692, 34.825652 32.1138678)",30,,,,,,,,
416614082,416614999,0,249269382,בנימין מטודלה,residential,False,100.086,"LINESTRING (34.8262452 32.1139692, 34.8261345 32.113074)",30,,,,,,,,
416614999,416614082,0,249269382,בנימין מטודלה,residential,False,100.086,"LINESTRING (34.8261345 32.113074, 34.8262452 32.1139692)",30,,,,,,,,
416614999,416615001,0,249269382,בנימין מטודלה,residential,False,76.918,"LINESTRING (34.8261345 32.113074, 34.8261431 32.1123823)",30,,,,,,,,
416615001,416614999,0,249269382,בנימין מטודלה,residential,False,76.918,"LINESTRING (34.8261431 32.1123823, 34.8261345 32.113074)",30,,,,,,,,
416615001,416622240,0,35555207,שמואל רומנילי,residential,True,385.177,"LINESTRING (34.8261431 32.1123823, 34.8268188 32.112558, 34.8274533 32.1127871, 34.8277913 32.112928, 34.8281121 32.1131161, 34.8284318 32.1133578, 34.8288009 32.1136486, 34.8291908 32.1139803, 34.8295216 32.1142273)",30,,,,,,,,
416615001,416615004,0,249269382,בנימין מטודלה,residential,False,78.887,"LINESTRING (34.8261431 32.1123823, 34.8262061 32.1120216, 34.8262849 32.1116833)",30,,,,,,,,
416615004,416615001,0,249269382,בנימין מטודלה,residential,False,78.887,"LINESTRING (34.8262849 32.1116833, 34.8262061 32.1120216, 34.8261431 32.1123823)",30,,,,,,,,
416615004,416615005,0,249269382,בנימין מטודלה,residential,False,50.589,"LINESTRING (34.8262849 32.1116833, 34.8263741 32.111435, 34.8264587 32.1112532)",30,,,,,,,,
416615005,416615006,0,249269382,בנימין מטודלה,residential,False,75.322,"LINESTRING (34.8264587 32.1112532, 34.8267651 32.1106275)",30,,,,,,,,
416615005,416620452,0,35555108,תבואות הארץ,residential,True,457.111,"LINESTRING (34.8264587 32.1112532, 34.8276299 32.1116459, 34.828305 32.1118722, 34.83027 32.1125535, 34.8307353 32.1128169, 34.830875 32.1129194)",30,,,,,,,,
416615005,416615004,0,249269382,בנימין מטודלה,residential,False,50.589,"LINESTRING (34.8264587 32.1112532, 34.8263741 32.111435, 34.8262849 32.1116833)",30,,,,,,,,
416615006,416615005,0,249269382,בנימין מטודלה,residential,False,75.322,"LINESTRING (34.8267651 32.1106275, 34.8264587 32.1112532)",30,,,,,,,,
416615006,416620560,0,249269382,בנימין מטודלה,residential,False,68.184,"LINESTRING (34.8267651 32.1106275, 34.8270453 32.1100621)",30,,,,,,,,
416615007,416620560,0,35554703,בנימין מטודלה,residential,True,70.633,"LINESTRING (34.8273339 32.1094758, 34.8270453 32.1100621)",,,,,,,,,
416615007,416618398,0,35554880,ישראל אשכנזי,residential,True,188.879,"LINESTRING (34.8273339 32.1094758, 34.8274879 32.1095221, 34.8276936 32.1095847, 34.8287064 32.1099555, 34.8291812 32.1101352)",30,,,,,,,,
416615009,416620261,0,105215229,בנימין מטודלה,residential,True,38.979,"LINESTRING (34.8278098 32.1085852, 34.827639 32.1089045)",30,,,,,,,,
416615009,416618401,0,35554992,אלדד הדני,residential,True,206.83700000000002,"LINESTRING (34.8278098 32.1085852, 34.8283569 32.1088799, 34.8289643 32.1092471, 34.829478 32.1096589, 34.8295473 32.1097129)",30,,,,,,,,
416616679,416615009,0,"[35554713, 35554724]","['בנימין מטודלה', 'נחלאות']",residential,True,262.365,"LINESTRING (34.8300349 32.1090539, 34.8299767 32.1090613, 34.8298376 32.1090152, 34.8297793 32.1089958, 34.8293931 32.1087123, 34.8286292 32.108327, 34.8282945 32.1081888, 34.8281451 32.1081793, 34.8280198 32.1082688, 34.8278098 32.1085852)",30,,,,,,,,
416616679,381597503,0,35554809,,tertiary,True,19.119999999999997,"LINESTRING (34.8300349 32.1090539, 34.8300499 32.1090071, 34.8300663 32.1089836, 34.8301077 32.1089502, 34.8301593 32.108931)",,,,,,roundabout,,,
416617725,381481830,0,33493533,משמר הירדן,tertiary,False,162.37199999999999,"LINESTRING (34.8302723 32.1091912, 34.8303601 32.1093185, 34.8311997 32.1102225, 34.8313184 32.1103503)",,,,,,,,,
416617725,416617808,0,35554809,,tertiary,True,13.738999999999999,"LINESTRING (34.8302723 32.1091912, 34.8302175 32.1092049, 34.8301604 32.109202, 34.8301306 32.1091933)",,,,,,roundabout,,,
416617808,416616679,0,35554809,,tertiary,True,19.03,"LINESTRING (34.8301306 32.1091933, 34.8300835 32.1091658, 34.8300511 32.1091278, 34.8300352 32.1090812, 34.8300349 32.1090539)",,,,,,roundabout,,,
416618398,416618401,0,35554838,טורקוב,residential,True,58.258,"LINESTRING (34.8291812 32.1101352, 34.8295473 32.1097129)",30,,,,,,,,
416618401,416617808,0,35554838,טורקוב,residential,True,80.137,"LINESTRING (34.8295473 32.1097129, 34.8295639 32.1096906, 34.829872 32.1093771, 34.8299252 32.1093302, 34.8301306 32.1091933)",30,,,,,,,,
416618882,4067820159,0,25015237,פנחס רוזן,primary,True,30.833,"LINESTRING (34.8265178 32.1092893, 34.8265715 32.1091701, 34.8266344 32.1090302)",,,482,,,,,,
416618882,416619374,0,35554880,ישראל אשכנזי,residential,True,16.262999999999998,"LINESTRING (34.8265178 32.1092893, 34.8265943 32.1092712, 34.8266871 32.1092635)",30,,,,,,,,
416619374,1169826215,0,31134803,פנחס רוזן,primary,True,60.076,"LINESTRING (34.8266871 32.1092635, 34.8264046 32.1097479)",,,482,,,,,,
416619374,416615007,0,35554880,ישראל אשכנזי,residential,True,65.335,"LINESTRING (34.8266871 32.1092635, 34.8267559 32.1092847, 34.8273339 32.1094758)",30,,,,,,,,
416619958,416622432,0,35554918,ישראל אשכנזי,residential,False,62.676,"LINESTRING (34.8317634 32.1127774, 34.831894 32.1133301)",30,,,,,,,,
416619958,416620445,0,35554954,יוסף דה לה ריינה,residential,True,44.385,"LINESTRING (34.8317634 32.1127774, 34.8314355 32.1124907)",30,,,,,,,,
416619958,416620575,0,35554918,ישראל אשכנזי,residential,False,170.165,"LINESTRING (34.8317634 32.1127774, 34.8315487 32.1122561, 34.8313191 32.1118185, 34.8310164 32.11139)",30,,,,,,,,
416620261,416620276,0,35555024,1221,residential,False,31.203,"LINESTRING (34.827639 32.1089045, 34.827934 32.1090322)",30,,,,,,,,
416620261,416615007,0,105215229,בנימין מטודלה,residential,True,69.723,"LINESTRING (34.827639 32.1089045, 34.8273339 32.1094758)",30,,,,,,,,
416620276,416620261,0,35555024,1221,residential,False,31.203,"LINESTRING (34.827934 32.1090322, 34.827639 32.1089045)",30,,,,,,,,
416620445,416620452,0,35555040,יוסף דה לה ריינה,residential,False,71.127,"LINESTRING (34.8314355 32.1124907, 34.830875 32.1129194)",30,,,,,,,,
416620445,416615006,0,35554954,יוסף דה לה ריינה,residential,True,489.234,"LINESTRING (34.8314355 32.1124907, 34.831245 32.1123256, 34.830981 32.112151, 34.8305975 32.1119673, 34.8303286 32.1118602, 34.8286014 32.1112672, 34.8267651 32.1106275)",30,,,,,,,,
416620452,416620445,0,35555040,יוסף דה לה ריינה,residential,False,71.127,"LINESTRING (34.830875 32.1129194, 34.8314355 32.1124907)",30,,,,,,,,
416620452,416621015,0,35555108,תבואות הארץ,residential,True,148.37599999999998,"LINESTRING (34.830875 32.1129194, 34.8309995 32.1130556, 34.8310485 32.1132047, 34.8310738 32.1133622, 34.8310547 32.1135013, 34.8309842 32.1136112, 34.8308364 32.1137407, 34.83071 32.1137961, 34.8305486 32.1138149, 34.8303786 32.1138012)",30,,,,,,,,
416620560,416615006,0,249269382,בנימין מטודלה,residential,False,68.184,"LINESTRING (34.8270453 32.1100621, 34.8267651 32.1106275)",30,,,,,,,,
416620560,416620575,0,35555051,אליהו מפרארה,residential,True,402.266,"LINESTRING (34.8270453 32.1100621, 34.8288698 32.1106999, 34.8308568 32.1113563, 34.8310164 32.11139)",30,,,,,,,,
416620575,416620655,0,35555064,,residential,False,50.405,"LINESTRING (34.8310164 32.11139, 34.8314822 32.1111668)",,,,,,,,,
416620575,416619958,0,35554918,ישראל אשכנזי,residential,False,170.165,"LINESTRING (34.8310164 32.11139, 34.8313191 32.1118185, 34.8315487 32.1122561, 34.8317634 32.1127774)",30,,,,,,,,
416620575,416618398,0,101327148,ישראל אשכנזי,residential,True,234.62800000000001,"LINESTRING (34.8310164 32.11139, 34.831005 32.1112841, 34.8309512 32.1111405, 34.8304508 32.1106164, 34.8303544 32.1105662, 34.8297452 32.1103402, 34.8291812 32.1101352)",30,,,,,,,,
416620655,416620575,0,35555064,,residential,False,50.405,"LINESTRING (34.8314822 32.1111668, 34.8310164 32.11139)",,,,,,,,,
416621015,416622274,0,35555216,,residential,False,74.028,"LINESTRING (34.8303786 32.1138012, 34.8301688 32.1144428)",30,,,,,,,,
416621015,416615004,0,35555153,אבן ספיר,residential,True,457.75800000000004,"LINESTRING (34.8303786 32.1138012, 34.8302071 32.113742, 34.8300516 32.1136327, 34.8294642 32.1131691, 34.8294476 32.113156, 34.8291817 32.1129462, 34.8281805 32.1123376, 34.8281088 32.1123028, 34.8275512 32.1120627, 34.8268302 32.1118322, 34.8262849 32.1116833)",30,,,,,,,,
416621892,416622031,0,35555181,יצחק חילו,residential,True,24.633,"LINESTRING (34.8282479 32.1142489, 34.828067 32.1140889)",30,,,,,,,,
416621892,416622073,0,35555281,פתחיה מרגנשבורג,residential,True,19.803,"LINESTRING (34.8282479 32.1142489, 34.8280406 32.1142191)",30,,,,,,,,
416622031,416622073,0,35555184,,residential,False,14.69,"LINESTRING (34.828067 32.1140889, 34.8280406 32.1142191)",,,,,,,,,
416622031,416614999,0,35555181,יצחק חילו,residential,True,218.20999999999998,"LINESTRING (34.828067 32.1140889, 34.8278484 32.1138654, 34.8273569 32.1135145, 34.8268854 32.1133094, 34.8264 32.1131428, 34.8261345 32.113074)",30,,,,,,,,
416622073,416622031,0,35555184,,residential,False,14.69,"LINESTRING (34.8280406 32.1142191, 34.828067 32.1140889)",,,,,,,,,
416622073,416614082,0,35555281,פתחיה מרגנשבורג,residential,True,171.361,"LINESTRING (34.8280406 32.1142191, 34.8262452 32.1139692)",30,,,,,,,,
416622220,416622274,0,35555305,,residential,True,5.687,"LINESTRING (34.8301189 32.1144669, 34.8301441 32.1144458, 34.8301688 32.1144428)",,,,,,roundabout,,,
416622240,416622260,0,35555214,,residential,False,23.17,"LINESTRING (34.8295216 32.1142273, 34.8294193 32.1144168)",,,,,,,,,
416622240,416622220,0,35555207,שמואל רומנילי,residential,True,63.506,"LINESTRING (34.8295216 32.1142273, 34.8297445 32.1143786, 34.8301189 32.1144669)",30,,,,,,,,
416622260,416622240,0,35555214,,residential,False,23.17,"LINESTRING (34.8294193 32.1144168, 34.8295216 32.1142273)",,,,,,,,,
416622260,416621892,0,35555281,פתחיה מרגנשבורג,residential,True,111.892,"LINESTRING (34.8294193 32.1144168, 34.8282479 32.1142489)",30,,,,,,,,
416622274,416621015,0,35555216,,residential,False,74.028,"LINESTRING (34.8301688 32.1144428, 34.8303786 32.1138012)",30,,,,,,,,
416622274,416622409,0,35555305,,residential,True,9.989,"LINESTRING (34.8301688 32.1144428, 34.8302085 32.1144483, 34.8302251 32.1144727, 34.8302342 32.1144992)",,,,,,roundabout,,,
416622409,416622612,0,35555305,,residential,True,4.346,"LINESTRING (34.8302342 32.1144992, 34.8302171 32.1145355)",,,,,,roundabout,,,
416622409,416622583,0,35555238,באסולה,residential,True,168.01999999999998,"LINESTRING (34.8302342 32.1144992, 34.8304059 32.1145065, 34.8306548 32.1144701, 34.8308423 32.1144335, 34.8310322 32.1143714, 34.8312861 32.1142297, 34.8314859 32.1140705, 34.8316273 32.1139055, 34.8316893 32.113795)",30,,,,,,,,
416622432,416619958,0,35554918,ישראל אשכנזי,residential,False,62.676,"LINESTRING (34.831894 32.1133301, 34.8317634 32.1127774)",30,,,,,,,,
416622432,416622572,0,35554918,ישראל אשכנזי,residential,False,45.965,"LINESTRING (34.831894 32.1133301, 34.83199 32.1137354)",30,,,,,,,,
416622572,416622432,0,35554918,ישראל אשכנזי,residential,False,45.965,"LINESTRING (34.83199 32.1137354, 34.831894 32.1133301)",30,,,,,,,,
416622572,416613788,0,35554918,ישראל אשכנזי,residential,False,122.448,"LINESTRING (34.83199 32.1137354, 34.8322397 32.1148161)",30,,,,,,,,
416622583,416622432,0,35555238,באסולה,residential,True,55.342,"LINESTRING (34.8316893 32.113795, 34.8317926 32.113615, 34.831894 32.1133301)",30,,,,,,,,
416622583,416622572,0,35555279,,residential,True,29.512999999999998,"LINESTRING (34.8316893 32.113795, 34.831788 32.1137534, 34.83199 32.1137354)",30,,,,,,,,
416622612,416623041,0,35555305,,residential,True,7.225,"LINESTRING (34.8302171 32.1145355, 34.83019 32.1145542, 34.8301484 32.1145573)",,,,,,roundabout,,,
416622637,416622260,0,35555281,פתחיה מרגנשבורג,residential,True,65.657,"LINESTRING (34.8301055 32.114521, 34.8294193 32.1144168)",30,,,,,,,,
416622637,416622220,0,35555305,,residential,True,6.355,"LINESTRING (34.8301055 32.114521, 34.8301034 32.1144942, 34.8301189 32.1144669)",,,,,,roundabout,,,
416623041,416622637,0,35555305,,residential,True,5.888999999999999,"LINESTRING (34.8301484 32.1145573, 34.8301206 32.1145429, 34.8301055 32.114521)",,,,,,roundabout,,,
416623041,416628930,0,35555357,זאב רכטר,residential,True,81.335,"LINESTRING (34.8301484 32.1145573, 34.830128 32.114892, 34.8300143 32.1150782, 34.829913 32.115244)",30,,,,,,,,
416626375,1168579465,0,101223175,מבצע קדש,tertiary,False,138.673,"LINESTRING (34.8185698 32.1134835, 34.8171065 32.1136219)",30,,,,,,,,
416626375,416626377,0,35555612,,tertiary,True,36.629,"LINESTRING (34.8185698 32.1134835, 34.8185759 32.1134473, 34.818596 32.1134149, 34.8186277 32.11339, 34.8186674 32.1133756, 34.8187105 32.1133732, 34.8187521 32.1133832, 34.8187874 32.1134044, 34.8188122 32.1134343, 34.8188238 32.1134696)",30,,,,,roundabout,,,
416626377,471556322,0,35555610,מבצע קדש,tertiary,False,58.339,"LINESTRING (34.8188238 32.1134696, 34.8194327 32.1133733)",30,,,,,,,,
416626377,416626378,0,35555612,,tertiary,True,17.384,"LINESTRING (34.8188238 32.1134696, 34.8188221 32.1135008, 34.81881 32.1135304, 34.8187883 32.1135557, 34.818759 32.1135747, 34.8187245 32.1135858)",30,,,,,roundabout,,,
416626378,4203241203,0,35555615,קהילת קייב,residential,False,83.067,"LINESTRING (34.8187245 32.1135858, 34.8188749 32.1143219)",30,,,,,,,,
416626378,416626375,0,35555612,,tertiary,True,21.027,"LINESTRING (34.8187245 32.1135858, 34.8186874 32.113588, 34.8186511 32.113581, 34.8186187 32.1135655, 34.8185931 32.1135427, 34.8185763 32.1135146, 34.8185698 32.1134835)",30,,,,,roundabout,,,
416626733,471556322,0,35555610,מבצע קדש,tertiary,False,91.893,"LINESTRING (34.8203642 32.1131323, 34.8197283 32.1133204, 34.8194327 32.1133733)",30,,,,,,,,
416626733,416626958,0,35555708,,tertiary,True,22.970999999999997,"LINESTRING (34.8203642 32.1131323, 34.8203501 32.1130887, 34.8203545 32.1130437, 34.8203768 32.1130026, 34.8204144 32.1129705, 34.8204408 32.1129577)",30,,,,,roundabout,,,
416626957,416626733,0,35555708,,tertiary,True,23.939,"LINESTRING (34.8205811 32.1131889, 34.8205311 32.1132047, 34.8204777 32.1132051, 34.8204274 32.11319, 34.8203862 32.1131613, 34.8203642 32.1131323)",30,,,,,roundabout,,,
416626957,1164615700,0,35555710,קהילת ריגה,residential,False,175.65999999999997,"LINESTRING (34.8205811 32.1131889, 34.8211627 32.1143173, 34.821282 32.1145488, 34.8213273 32.1146367)",30,,,,,,,,
416626958,416627032,0,35555711,קהילת ריגה,residential,False,67.421,"LINESTRING (34.8204408 32.1129577, 34.820152 32.1124029)",30,,,,,,,,
416626958,1166194458,0,35555708,,tertiary,True,24.991999999999997,"LINESTRING (34.8204408 32.1129577, 34.8204926 32.1129469, 34.8205457 32.1129517, 34.8205937 32.1129715, 34.8206389 32.1130158, 34.82065 32.1130449)",30,,,,,roundabout,,,
416627032,416626958,0,35555711,קהילת ריגה,residential,False,67.421,"LINESTRING (34.820152 32.1124029, 34.8204408 32.1129577)",30,,,,,,,,
416627032,424095530,0,36363798,קהילת ורשה,residential,True,220.266,"LINESTRING (34.820152 32.1124029, 34.8199405 32.1124562, 34.8196988 32.1124924, 34.8195095 32.1124792, 34.8192868 32.1124342, 34.8190824 32.1123395, 34.8189006 32.1122016, 34.8187776 32.1120287, 34.8186775 32.1118235, 34.8185723 32.1114301)",30,,,,,,,,
416627757,1107315939,0,35555595,קהילת ונציה,tertiary,False,12.252,"LINESTRING (34.8237511 32.1159922, 34.8238108 32.1160901)",30,,,,,,,,
416627757,479360024,0,35555595,קהילת ונציה,tertiary,False,70.137,"LINESTRING (34.8237511 32.1159922, 34.8234352 32.115421)",30,,,,,,,,
416627757,1164229428,0,25015244,אברהם שלונסקי,tertiary,True,127.62899999999999,"LINESTRING (34.8237511 32.1159922, 34.8241287 32.1159014, 34.8246492 32.115853, 34.8250882 32.1158498)",,,,,,,,,
416628930,416628934,0,35555357,זאב רכטר,residential,True,67.186,"LINESTRING (34.829913 32.115244, 34.8296174 32.1157939)",30,,,,,,,,
416628930,416631790,0,"[35555965, 35555967]","['דב כרמי', 'יצחק פרלשטיין']",residential,False,165.97199999999998,"LINESTRING (34.829913 32.115244, 34.82869 32.114811, 34.8284512 32.1151207)",30,,,,,,,,
416628934,416630271,0,35555921,חיים הזז,residential,True,137.793,"LINESTRING (34.8296174 32.1157939, 34.8288075 32.1156873, 34.8281779 32.1155748)",30,,,,,,,,
416630271,416630272,0,35555919,חיים הזז,residential,False,42.54,"LINESTRING (34.8281779 32.1155748, 34.827753 32.115445)",30,,,,,,,,
416630271,416631044,0,35555950,יצחק פרלשטיין,residential,True,72.709,"LINESTRING (34.8281779 32.1155748, 34.8280248 32.1162157)",30,,,,,,,,
416630271,416631790,0,35555965,יצחק פרלשטיין,residential,False,56.676,"LINESTRING (34.8281779 32.1155748, 34.8284512 32.1151207)",30,,,,,,,,
416630272,416630271,0,35555919,חיים הזז,residential,False,42.54,"LINESTRING (34.827753 32.115445, 34.8281779 32.1155748)",30,,,,,,,,
