u,v,key,osmid,oneway,name,highway,length,geometry,bridge,width,access,tunnel,lanes,maxspeed
2656261070,1688194355,0,354958376,False,,cycleway,6.06,"LINESTRING (34.7895794 32.0601587, 34.7895797 32.0601042)",,,,,,
2656261070,3606106812,0,260135656,False,,path,7.627,"LINESTRING (34.7895794 32.0601587, 34.7895045 32.0601847)",,,,,,
2656261071,4903344108,0,260245538,False,,cycleway,80.945,"LINESTRING (34.7893608 32.0601655, 34.7885021 32.0601833)",,,,,,
2656261071,1688194231,0,260135656,False,,path,9.677,"LINESTRING (34.7893608 32.0601655, 34.7893582 32.0600785)",,,,,,
2656261071,3606106812,0,260135656,False,,path,13.709,"LINESTRING (34.7893608 32.0601655, 34.7895045 32.0601847)",,,,,,
2657319039,3699173866,0,365919051,False,,cycleway,34.075,"LINESTRING (34.7802532 32.0625265, 34.7805104 32.0623111)",,,,,,
2657319039,3699173891,0,260255218,False,,path,6.366,"LINESTRING (34.7802532 32.0625265, 34.7802504 32.0625837)",,,,,,
2657319047,4017282125,0,260255220,False,,cycleway,104.107,"LINESTRING (34.7827597 32.0602556, 34.7820037 32.0609383)",,,,,,
2657319047,2657319049,0,260255219,False,,path,97.856,"LINESTRING (34.7827597 32.0602556, 34.7834845 32.0596254)",,,,,,
2657348200,2658030199,0,260257988,False,,cycleway,87.81,"LINESTRING (34.7808125 32.0418116, 34.7800947 32.042315)",,,,,,
2657348200,2657348201,0,260257988,False,,cycleway,30.68,"LINESTRING (34.7808125 32.0418116, 34.7810817 32.0416565)",,,,,,
2657348201,2657348200,0,260257988,False,,cycleway,30.68,"LINESTRING (34.7810817 32.0416565, 34.7808125 32.0418116)",,,,,,
2657348201,2394469948,0,231028270,False,,path,266.664,"LINESTRING (34.7810817 32.0416565, 34.7794037 32.0397257)",,,,,,
2657348201,1562944417,0,231028270,False,,path,3.581,"LINESTRING (34.7810817 32.0416565, 34.7811055 32.0416816)",,,,,,
2657949124,2657949126,0,260326724,True,,cycleway,34.946,"LINESTRING (34.7757008 32.0413118, 34.7760468 32.0411989)",,,,,,
2657949126,2657949128,0,260326724,True,,cycleway,18.94,"LINESTRING (34.7760468 32.0411989, 34.7762398 32.0411515)",,,,,,
2657949128,2696083645,0,260326724,True,,cycleway,4.779,"LINESTRING (34.7762398 32.0411515, 34.776289 32.0411411)",,,,,,
2657949129,2657949131,0,260326724,True,,cycleway,27.856,"LINESTRING (34.7764808 32.0411006, 34.7767752 32.0410787)",,,,,,
2657949131,2657949133,0,260326724,True,,cycleway,25.328,"LINESTRING (34.7767752 32.0410787, 34.7770437 32.0410696)",,,,,,
2657949133,2657949134,0,260326724,True,,cycleway,15.307,"LINESTRING (34.7770437 32.0410696, 34.7772061 32.0410696)",,,,,,
2657949134,2657949136,0,260326724,True,,cycleway,59.026,"LINESTRING (34.7772061 32.0410696, 34.7778307 32.0411078)",,,,,,
2657949136,2657949138,0,260326724,True,,cycleway,11.839,"LINESTRING (34.7778307 32.0411078, 34.7779548 32.0411242)",,,,,,
2657949138,2657949140,0,260326724,True,,cycleway,42.544,"LINESTRING (34.7779548 32.0411242, 34.778377 32.0412595)",,,,,,
2657949140,2657949141,0,260326724,True,,cycleway,27.528,"LINESTRING (34.778377 32.0412595, 34.7786488 32.0413501)",,,,,,
2657949141,2657949143,0,260326724,True,,cycleway,31.658,"LINESTRING (34.7786488 32.0413501, 34.7789484 32.0414788)",,,,,,
2657949143,2657949145,0,260326724,True,,cycleway,28.468,"LINESTRING (34.7789484 32.0414788, 34.7792074 32.0416105)",,,,,,
2657949145,2696083654,0,260326724,True,,cycleway,16.593,"LINESTRING (34.7792074 32.0416105, 34.779348 32.0417003)",,,,,,
2657949147,2696097315,0,260326724,True,,cycleway,46.855,"LINESTRING (34.7794077 32.0417385, 34.7797745 32.0420229)",,,,,,
2657949148,2658030199,0,260326724,True,,cycleway,34.25,"LINESTRING (34.7798538 32.0420844, 34.7800947 32.042315)",,,,,,
2657949154,2657949155,0,260333173,True,,cycleway,19.244,"LINESTRING (34.7805027 32.0427967, 34.7805713 32.0429597)",,,,,,
2657949155,2696085028,0,260333173,True,,cycleway,9.662,"LINESTRING (34.7805713 32.0429597, 34.7806145 32.0430385)",,,,,,
2657949157,2696085024,0,260333173,True,,cycleway,10.375,"LINESTRING (34.7806577 32.0431175, 34.7806884 32.0432071)",,,,,,
2657949159,2657949160,0,260333173,True,,cycleway,19.545,"LINESTRING (34.7807952 32.0435196, 34.7808368 32.0436918)",,,,,,
2657949160,2657949162,0,260333173,True,,cycleway,9.819,"LINESTRING (34.7808368 32.0436918, 34.7808368 32.0437801)",,,,,,
2657949162,2657949164,0,260333173,True,,cycleway,31.895,"LINESTRING (34.7808368 32.0437801, 34.7808422 32.0440669)",,,,,,
2657949164,2657949165,0,260333173,True,,cycleway,26.548,"LINESTRING (34.7808422 32.0440669, 34.7808743 32.0443041)",,,,,,
2657949165,2657949167,0,260333173,True,,cycleway,41.209,"LINESTRING (34.7808743 32.0443041, 34.7808475 32.044674)",,,,,,
2657949167,2657949169,0,260333173,True,,cycleway,14.407,"LINESTRING (34.7808475 32.044674, 34.7808426 32.0448035)",,,,,,
2657949169,2657949171,0,260333173,True,,cycleway,54.409,"LINESTRING (34.7808426 32.0448035, 34.780789 32.0452907)",,,,,,
2657949171,2657949173,0,260333173,True,,cycleway,61.37,"LINESTRING (34.780789 32.0452907, 34.7807295 32.0458403)",,,,,,
2657949173,2657949175,0,260333173,True,,cycleway,39.127,"LINESTRING (34.7807295 32.0458403, 34.7806878 32.0461904)",,,,,,
2657949175,2657949177,0,260333173,True,,cycleway,20.986,"LINESTRING (34.7806878 32.0461904, 34.7806839 32.0463791)",,,,,,
2657949177,2657949179,0,260333173,True,,cycleway,14.413,"LINESTRING (34.7806839 32.0463791, 34.7806813 32.0465087)",,,,,,
2657949179,2657949180,0,260333173,True,,cycleway,19.199,"LINESTRING (34.7806813 32.0465087, 34.7807134 32.0466792)",,,,,,
2657949180,2657949182,0,260333173,True,,cycleway,15.809,"LINESTRING (34.7807134 32.0466792, 34.7807349 32.0468202)",,,,,,
2657949182,2657949184,0,260333173,True,,cycleway,12.403,"LINESTRING (34.7807349 32.0468202, 34.7807892 32.0469218)",,,,,,
2657949184,2657949186,0,260333173,True,,cycleway,21.217,"LINESTRING (34.7807892 32.0469218, 34.7809307 32.0470702)",,,,,,
2657949186,2696080155,0,260326726,False,,path,4.703,"LINESTRING (34.7809307 32.0470702, 34.7808965 32.047101)",,,,,,
2657949196,2657967879,0,260329382,True,,cycleway,9.171,"LINESTRING (34.7807897 32.0472026, 34.7807074 32.0471586)",,,,,,
2657949196,2696080155,0,260326726,False,,path,15.131,"LINESTRING (34.7807897 32.0472026, 34.7808965 32.047101)",,,,,,
2657967879,2657967880,0,260329382,True,,cycleway,35.651,"LINESTRING (34.7807074 32.0471586, 34.7806276 32.0468452)",,,,,,
2657967879,1953544932,0,184820067,False,,path,6.256,"LINESTRING (34.7807074 32.0471586, 34.7807724 32.0471472)",,,,,,
2657967879,1953544936,0,184820067,False,,path,82.391,"LINESTRING (34.7807074 32.0471586, 34.7798513 32.0473085)",,,,,,
2657967880,2657967881,0,260329382,True,,cycleway,18.124,"LINESTRING (34.7806276 32.0468452, 34.7806008 32.0466838)",,,,,,
2657967881,2657967882,0,260329382,True,,cycleway,19.28,"LINESTRING (34.7806008 32.0466838, 34.780563 32.0465134)",,,,,,
2657967882,2657967883,0,260329382,True,,cycleway,35.426,"LINESTRING (34.780563 32.0465134, 34.7805498 32.046195)",,,,,,
2657967883,2657967884,0,260329382,True,,cycleway,41.407,"LINESTRING (34.7805498 32.046195, 34.7805927 32.0458244)",,,,,,
2657967884,2657967885,0,260329382,True,,cycleway,61.306,"LINESTRING (34.7805927 32.0458244, 34.7806652 32.0452765)",,,,,,
2657967885,2657967886,0,260329382,True,,cycleway,11.476,"LINESTRING (34.7806652 32.0452765, 34.7806706 32.0451734)",,,,,,
2657967886,2657967887,0,260329382,True,,cycleway,17.956,"LINESTRING (34.7806706 32.0451734, 34.7806893 32.0450127)",,,,,,
2657967887,2657967888,0,260329382,True,,cycleway,24.242,"LINESTRING (34.7806893 32.0450127, 34.7807242 32.0447967)",,,,,,
2657967888,2657967889,0,260329382,True,,cycleway,14.136,"LINESTRING (34.7807242 32.0447967, 34.7807349 32.0446699)",,,,,,
2657967889,2657967890,0,260329382,True,,cycleway,39.838,"LINESTRING (34.7807349 32.0446699, 34.7807644 32.0443125)",,,,,,
2657967890,2657967891,0,260329382,True,,cycleway,25.978,"LINESTRING (34.7807644 32.0443125, 34.7807351 32.0440802)",,,,,,
2657967891,2657967892,0,260329382,True,,cycleway,40.019,"LINESTRING (34.7807351 32.0440802, 34.780725 32.0437204)",,,,,,
2657967892,2657967893,0,260329382,True,,cycleway,21.109,"LINESTRING (34.780725 32.0437204, 34.7806571 32.0435395)",,,,,,
2657967893,2657967894,0,260329382,True,,cycleway,16.721,"LINESTRING (34.7806571 32.0435395, 34.7806464 32.0433894)",,,,,,
2657967894,2696085026,0,260329382,True,,cycleway,17.878,"LINESTRING (34.7806464 32.0433894, 34.7805919 32.0432354)",,,,,,
2657967895,2696085025,0,260329382,True,,cycleway,9.86,"LINESTRING (34.780566 32.0431622, 34.7805192 32.0430829)",,,,,,
2657967896,2657967897,0,260329382,True,,cycleway,18.872,"LINESTRING (34.7804774 32.043012, 34.7804077 32.0428529)",,,,,,
2657967897,2696097320,0,260329382,True,,cycleway,17.896,"LINESTRING (34.7804077 32.0428529, 34.7802989 32.042721)",,,,,,
2657967898,2657967899,0,263926077,True,,cycleway,3.641,"LINESTRING (34.7800402 32.0424072, 34.7800187 32.04238)",,,,,,
2657967898,2696097313,0,263926041,False,,path,111.428,"LINESTRING (34.7800402 32.0424072, 34.7790975 32.0430119)",,,,,,
2657967898,2658030204,0,263926076,False,,path,4.366,"LINESTRING (34.7800402 32.0424072, 34.7800667 32.0424394)",,,,,,
2657967899,2657967900,0,263926077,True,,cycleway,35.436,"LINESTRING (34.7800187 32.04238, 34.7797719 32.0421396)",,,,,,
2657967900,2696097319,0,263926077,True,,cycleway,8.666,"LINESTRING (34.7797719 32.0421396, 34.7797032 32.0420878)",,,,,,
2657967901,2696083651,0,263926077,True,,cycleway,5.767,"LINESTRING (34.7793185 32.0417977, 34.7792677 32.0417688)",,,,,,
2657967902,2657967903,0,263926077,True,,cycleway,58.756,"LINESTRING (34.7788985 32.0415589, 34.7783313 32.0413397)",,,,,,
2657967903,2657967904,0,263926077,True,,cycleway,41.198,"LINESTRING (34.7783313 32.0413397, 34.7779213 32.0412113)",,,,,,
2657967904,2657967905,0,263926077,True,,cycleway,12.509,"LINESTRING (34.7779213 32.0412113, 34.7777895 32.0411981)",,,,,,
2657967905,2657967906,0,263926077,True,,cycleway,55.438,"LINESTRING (34.7777895 32.0411981, 34.7772024 32.0411681)",,,,,,
2657967906,2657967907,0,263926077,True,,cycleway,39.098,"LINESTRING (34.7772024 32.0411681, 34.7767876 32.0411681)",,,,,,
2657967907,2657967908,0,263926077,True,,cycleway,27.872,"LINESTRING (34.7767876 32.0411681, 34.7764943 32.0412)",,,,,,
2657967908,2696083661,0,263926077,True,,cycleway,17.556,"LINESTRING (34.7764943 32.0412, 34.776313 32.0412362)",,,,,,
2657967909,2657967910,0,263926077,True,,cycleway,28.291,"LINESTRING (34.7762704 32.0412447, 34.7759847 32.0413227)",,,,,,
2657967910,2657967911,0,263926077,True,,cycleway,23.671,"LINESTRING (34.7759847 32.0413227, 34.7757494 32.0413971)",,,,,,
2657967911,2657967912,0,263926077,True,,cycleway,9.044,"LINESTRING (34.7757494 32.0413971, 34.7756575 32.0414205)",,,,,,
2657967912,2657982713,0,263926077,True,,cycleway,1.948,"LINESTRING (34.7756575 32.0414205, 34.7756397 32.0414294)",,,,,,
2657982692,2657982695,0,260331594,False,,cycleway,85.297,"LINESTRING (34.7755361 32.0413194, 34.7749927 32.040706)",,,,,,
2657982695,2657982692,0,260331594,False,,cycleway,85.297,"LINESTRING (34.7749927 32.040706, 34.7755361 32.0413194)",,,,,,
2657982695,1933709169,0,183005617,False,,path,8.368,"LINESTRING (34.7749927 32.040706, 34.7749229 32.0407525)",,,,,,
2657982695,1933709163,0,183005617,False,,path,22.146,"LINESTRING (34.7749927 32.040706, 34.7751774 32.0405829)",,,,,,
2657982716,2657949124,0,260326724,True,,cycleway,10.682,"LINESTRING (34.7756027 32.0413599, 34.7757008 32.0413118)",,,,,,
2658030199,2657348200,0,260257988,False,,cycleway,87.81,"LINESTRING (34.7800947 32.042315, 34.7808125 32.0418116)",,,,,,
2658030199,2664661033,0,260333176,False,,path,3.945,"LINESTRING (34.7800947 32.042315, 34.7801201 32.0423432)",,,,,,
2658030203,2696097311,0,260333173,True,,cycleway,38.74,"LINESTRING (34.7801589 32.0423861, 34.7803968 32.0426702)",,,,,,
2658030203,2664661033,0,260333176,False,,path,6.011,"LINESTRING (34.7801589 32.0423861, 34.7801201 32.0423432)",,,,,,
2658030203,2696080156,0,260333180,False,,path,5.021,"LINESTRING (34.7801589 32.0423861, 34.7801147 32.0424113)",,,,,,
2658030204,2696080156,0,260333180,False,,path,5.498,"LINESTRING (34.7800667 32.0424394, 34.7801147 32.0424113)",,,,,,
2658030204,2657967898,0,263926076,False,,path,4.366,"LINESTRING (34.7800667 32.0424394, 34.7800402 32.0424072)",,,,,,
2664665698,2664665701,0,260119583,False,,cycleway,168.437,"LINESTRING (34.7921173 32.0608972, 34.7939044 32.0608697)",,,,,,
2664665700,2664665701,0,260119583,False,,cycleway,55.415,"LINESTRING (34.7944919 32.0608482, 34.7939044 32.0608697)",,,,,,
2664665701,2664665698,0,260119583,False,,cycleway,168.437,"LINESTRING (34.7939044 32.0608697, 34.7921173 32.0608972)",,,,,,
2664665701,2664665700,0,260119583,False,,cycleway,55.415,"LINESTRING (34.7939044 32.0608697, 34.7944919 32.0608482)",,,,,,
2664665702,6785096625,0,260119579,False,,cycleway,70.343,"LINESTRING (34.7948412 32.0608463, 34.795587 32.0608198)",,,,,,
2666094545,2656051156,0,260119579,False,,cycleway,48.997,"LINESTRING (34.7973553 32.0607805, 34.7978747 32.0608005)",,,,,,
2666094545,2656051163,0,260119579,False,,cycleway,17.8,"LINESTRING (34.7973553 32.0607805, 34.7971666 32.0607733)",,,,,,
2666094545,5897054969,0,608727055,False,,cycleway,5.256,"LINESTRING (34.7973553 32.0607805, 34.7973582 32.0607333)",,,,,,
2666094547,2085482390,0,260998133,False,משעול שירה,cycleway,67.979,"LINESTRING (34.7973574 32.0609731, 34.7973486 32.0615844)",,,,,,
2666094551,1365179186,0,260998134,False,,cycleway,69.983,"LINESTRING (34.7969245 32.0625445, 34.7968811 32.0631728)",,,,,,
2669707568,655131686,0,334677855,False,,cycleway,97.1,"LINESTRING (34.8045648 32.0426349, 34.8045466 32.043508)",,,,,,
2669707568,807103749,0,334677855,False,,cycleway,27.55,"LINESTRING (34.8045648 32.0426349, 34.8045714 32.0423872)",,,,,,
2669707568,2412026306,0,232889903,False,,path,12.332,"LINESTRING (34.8045648 32.0426349, 34.8044357 32.0426169)",,,,,,
2670994898,2656078854,0,260122755,False,,cycleway,82.485,"LINESTRING (34.7918614 32.0566074, 34.7909866 32.0566315)",,,,,,
2670994898,2696429751,0,260122756,False,,cycleway,235.838,"LINESTRING (34.7918614 32.0566074, 34.7943618 32.0565204)",,,,,,
2670994902,2696429751,0,260122756,False,,cycleway,2.637,"LINESTRING (34.7943897 32.0565186, 34.7943618 32.0565204)",,,,,,
2671045787,2671045792,0,261486433,True,,cycleway,33.998,"LINESTRING (34.7913644 32.0910111, 34.7917252 32.091018)",,,,,,
2671045789,2671045790,0,261486435,True,,cycleway,44.827,"LINESTRING (34.7921358 32.0910464, 34.7926114 32.0910593)",,,,,,
2671045790,3737993006,0,261486435,True,,cycleway,64.188,"LINESTRING (34.7926114 32.0910593, 34.7932924 32.0910783)",,,,,,
2671045792,2671045805,0,261486433,True,,cycleway,10.898,"LINESTRING (34.7917252 32.091018, 34.7918121 32.0909533)",,,,,,
2671045807,2671045813,0,261486435,True,,cycleway,3.267,"LINESTRING (34.7919917 32.0909638, 34.7920162 32.0909846)",,,,,,
2671045813,2671045789,0,261486435,True,,cycleway,13.197,"LINESTRING (34.7920162 32.0909846, 34.7921358 32.0910464)",,,,,,
2671045816,2671045817,0,261486438,True,,cycleway,10.786,"LINESTRING (34.7941215 32.0912594, 34.7940111 32.0912851)",,,,,,
2671045817,2671045818,0,261486438,True,,cycleway,59.029,"LINESTRING (34.7940111 32.0912851, 34.7933847 32.0912716)",,,,,,
2671045818,2671045819,0,261486438,True,,cycleway,65.284,"LINESTRING (34.7933847 32.0912716, 34.7926928 32.0912386)",,,,,,
2671045819,2671068134,0,261486438,True,,cycleway,63.102,"LINESTRING (34.7926928 32.0912386, 34.7920239 32.0912086)",,,,,,
2671045820,2671045821,0,261486438,True,,cycleway,45.08,"LINESTRING (34.7914558 32.0911771, 34.790978 32.0911547)",,,,,,
2671045821,2225823713,0,261486438,True,,cycleway,11.266,"LINESTRING (34.790978 32.0911547, 34.7908653 32.0911208)",,,,,,
2671045822,2671045823,0,261486439,True,,cycleway,62.248,"LINESTRING (34.7902705 32.0911158, 34.7896131 32.0910593)",,,,,,
2671045823,4147176789,0,261486439,True,,cycleway,69.249,"LINESTRING (34.7896131 32.0910593, 34.7888783 32.0910418)",,,,,,
2671045824,2671045825,0,261486439,True,,cycleway,46.03,"LINESTRING (34.7887503 32.0910387, 34.7882619 32.0910264)",,,,,,
2671045825,2671045826,0,261486439,True,,cycleway,23.535,"LINESTRING (34.7882619 32.0910264, 34.7880121 32.0910235)",,,,,,
2671045826,2671045827,0,261486439,True,,cycleway,77.421,"LINESTRING (34.7880121 32.0910235, 34.7871904 32.0910111)",,,,,,
2671045827,343611511,0,261486439,True,,cycleway,7.542,"LINESTRING (34.7871904 32.0910111, 34.7871304 32.0909662)",,,,,,
2671068134,6815510151,0,261486438,True,,cycleway,25.074,"LINESTRING (34.7920239 32.0912086, 34.7917583 32.0911939)",,,,,,
2671068141,2499332287,0,242472292,True,,cycleway,121.258,"LINESTRING (34.7864139 32.0910263, 34.7851268 32.0910146)",,,,,,
2671068144,343611511,0,261490955,True,,cycleway,7.183,"LINESTRING (34.7870868 32.0910192, 34.7871304 32.0909662)",,,,,,
2671068145,2671068144,0,261490955,True,,cycleway,166.042,"LINESTRING (34.787101 32.0925124, 34.7870868 32.0910192)",,,,,,
2671068146,2671068145,0,261490955,True,,cycleway,49.71,"LINESTRING (34.7871187 32.0929592, 34.787101 32.0925124)",,,,,,
2671068147,2671068146,0,261490955,True,,cycleway,48.436,"LINESTRING (34.7871292 32.0933947, 34.7871187 32.0929592)",,,,,,
2671068148,2671068147,0,261490955,True,,cycleway,46.309,"LINESTRING (34.7871497 32.0938108, 34.7871292 32.0933947)",,,,,,
2671068150,2671068148,0,261490955,True,,cycleway,119.447,"LINESTRING (34.7871682 32.0948849, 34.7871497 32.0938108)",,,,,,
2671097835,4571376284,0,261496598,False,,cycleway,16.43,"LINESTRING (34.7973252 32.0616157, 34.7973302 32.0617634)",,,,,,
2671097835,2085482390,0,261496598,False,,cycleway,4.12,"LINESTRING (34.7973252 32.0616157, 34.7973486 32.0615844)",,,,,,
2671097836,2671097837,0,261496598,False,,cycleway,2.391,"LINESTRING (34.7973327 32.0620465, 34.7973574 32.0620514)",,,,,,
2671097836,4571376284,0,261496598,False,,cycleway,31.48,"LINESTRING (34.7973327 32.0620465, 34.7973302 32.0617634)",,,,,,
2671097837,2671097836,0,261496598,False,,cycleway,2.391,"LINESTRING (34.7973574 32.0620514, 34.7973327 32.0620465)",,,,,,
2671097837,1365179183,0,198418244,False,משעול שירה,service,56.04,"LINESTRING (34.7973574 32.0620514, 34.7973677 32.0625553)",,,,,,30
2671097837,2085482390,0,198418244,False,משעול שירה,service,51.935,"LINESTRING (34.7973574 32.0620514, 34.7973486 32.0615844)",,,,,,30
2671097841,1312275281,0,156591447,False,,cycleway,68.727,"LINESTRING (34.7967099 32.0646674, 34.796786 32.0640527)",,,,,,
2671097841,312826980,0,156591447,False,,cycleway,3.858,"LINESTRING (34.7967099 32.0646674, 34.7967056 32.0647019)",,,,,,
2673408965,2673408967,0,261745843,True,שביל דוד בלוך,cycleway,6.823,"LINESTRING (34.7825991 32.0817169, 34.7826585 32.081752)",,,,,,
2673408967,2673408969,0,261745843,True,שביל דוד בלוך,cycleway,65.542,"LINESTRING (34.7826585 32.081752, 34.7831883 32.082134)",,,,,,
2673408969,2673408972,0,261745843,True,שביל דוד בלוך,cycleway,70.229,"LINESTRING (34.7831883 32.082134, 34.7837498 32.0825494)",,,,,,
2673408972,2673408974,0,261745843,True,שביל דוד בלוך,cycleway,36.865,"LINESTRING (34.7837498 32.0825494, 34.7840443 32.0827677)",,,,,,
2673408974,2673408977,0,261745843,True,שביל דוד בלוך,cycleway,113.626,"LINESTRING (34.7840443 32.0827677, 34.784928 32.0834631)",,,,,,
2673408977,2673408981,0,261745843,True,שביל דוד בלוך,cycleway,46.955,"LINESTRING (34.784928 32.0834631, 34.785295 32.0837488)",,,,,,
2673408981,282407636,0,261745843,True,שביל דוד בלוך,cycleway,8.436,"LINESTRING (34.785295 32.0837488, 34.7853194 32.0838218)",,,,,,
2673408986,2673408988,0,261745845,True,שביל דוד בלוך,cycleway,4.791,"LINESTRING (34.7855394 32.0840941, 34.7854993 32.0840676)",,,,,,
2673408988,2673408990,0,261745845,True,שביל דוד בלוך,cycleway,23.275,"LINESTRING (34.7854993 32.0840676, 34.7853597 32.0838949)",,,,,,
2673408990,2673408997,0,261745845,True,שביל דוד בלוך,cycleway,176.852,"LINESTRING (34.7853597 32.0838949, 34.783983 32.0828137)",,,,,,
2673408997,2673408999,0,261745845,True,שביל דוד בלוך,cycleway,76.413,"LINESTRING (34.783983 32.0828137, 34.7833776 32.0823564)",,,,,,
2673408999,2673409001,0,261745845,True,שביל דוד בלוך,cycleway,61.952,"LINESTRING (34.7833776 32.0823564, 34.7828841 32.0819882)",,,,,,
2673409001,2673409003,0,261745845,True,שביל דוד בלוך,cycleway,37.055,"LINESTRING (34.7828841 32.0819882, 34.7825891 32.0817678)",,,,,,
2673409003,2673409005,0,261745845,True,שביל דוד בלוך,cycleway,55.991,"LINESTRING (34.7825891 32.0817678, 34.7820339 32.0815882)",,,,,,
2673409005,2673409007,0,261745845,True,שביל דוד בלוך,cycleway,8.772,"LINESTRING (34.7820339 32.0815882, 34.7819427 32.0815723)",,,,,,
2673409007,2673409009,0,261745845,True,שביל דוד בלוך,cycleway,3.904,"LINESTRING (34.7819427 32.0815723, 34.7819206 32.0815426)",,,,,,
2673414026,6433906086,0,261746310,False,שביל דוד בן גוריון,cycleway,9.226,"LINESTRING (34.7799053 32.0815396, 34.7798105 32.0815604)",,,,,,
2673414026,2674533298,0,261829901,False,,path,4.507,"LINESTRING (34.7799053 32.0815396, 34.7799418 32.0815134)",,,,,,
2673414026,2692265001,0,261829902,False,,path,6.078,"LINESTRING (34.7799053 32.0815396, 34.7798427 32.0815264)",,,,,,
2674533315,2674533317,0,261829896,False,מלכי ישראל,cycleway,194.614,"LINESTRING (34.7799881 32.0796581, 34.7799913 32.0814083)",,,,,,
2674533315,2673416488,0,261829899,False,,path,11.375,"LINESTRING (34.7799881 32.0796581, 34.779988 32.0795558)",,,,,,
2674533317,2674533315,0,261829896,False,מלכי ישראל,cycleway,194.614,"LINESTRING (34.7799913 32.0814083, 34.7799881 32.0796581)",,,,,,
2674533323,3594348668,0,280308533,False,,cycleway,4.228,"LINESTRING (34.7801067 32.0816358, 34.780151 32.0816419)",,,,,,
2674542058,6432694182,0,261830816,False,,cycleway,77.635,"LINESTRING (34.7802637 32.0797003, 34.7810877 32.0796993)",,,,,,
2674542058,6432694167,0,261830816,False,,cycleway,8.64,"LINESTRING (34.7802637 32.0797003, 34.7801848 32.0796607)",,,,,,
2674542071,2674542080,0,261830814,False,דוד רמז,cycleway,40.371,"LINESTRING (34.7858111 32.0849543, 34.7858639 32.0853146)",,,,,,
2674542071,2674542078,0,261830814,False,דוד רמז,cycleway,49.816,"LINESTRING (34.7858111 32.0849543, 34.785679 32.0845205)",,,,,,
2674542073,6060523924,0,261830814,False,דוד רמז,cycleway,47.527,"LINESTRING (34.7860762 32.0869995, 34.7860226 32.0865745)",,,,,,
2674542073,6060497156,0,644378650,False,דוד רמז,path,10.188,"LINESTRING (34.7860762 32.0869995, 34.7860736 32.0870911)",,,,,,
2674542078,2674542071,0,261830814,False,דוד רמז,cycleway,49.816,"LINESTRING (34.785679 32.0845205, 34.7858111 32.0849543)",,,,,,
2674542080,6060523924,0,261830814,False,דוד רמז,cycleway,140.89,"LINESTRING (34.7858639 32.0853146, 34.7860226 32.0865745)",,,,,,
2674542080,2674542071,0,261830814,False,דוד רמז,cycleway,40.371,"LINESTRING (34.7858639 32.0853146, 34.7858111 32.0849543)",,,,,,
2674577343,5139982350,0,261835813,False,לאונרדו דה וינצ'י,cycleway,14.07,"LINESTRING (34.78474 32.0718029, 34.7846987 32.0719245)",,,,,,
2674577343,2674577347,0,261835813,False,לאונרדו דה וינצ'י,cycleway,10.642,"LINESTRING (34.78474 32.0718029, 34.7847855 32.0717153)",,,,,,
2674577347,2674577343,0,261835813,False,לאונרדו דה וינצ'י,cycleway,10.642,"LINESTRING (34.7847855 32.0717153, 34.78474 32.0718029)",,,,,,
2674577347,6515970371,0,261835813,False,לאונרדו דה וינצ'י,cycleway,5.014,"LINESTRING (34.7847855 32.0717153, 34.7847915 32.0716705)",,,,,,
2674577349,3677378521,0,30695359,False,,cycleway,8.801,"LINESTRING (34.7846666 32.0733507, 34.78476 32.0733495)",,,,,,
2674577349,3736070221,0,258833552,False,,cycleway,95.718,"LINESTRING (34.7846666 32.0733507, 34.7836508 32.0733601)",,,,,,
2674577349,6515974092,0,261835813,False,לאונרדו דה וינצ'י,cycleway,18.075,"LINESTRING (34.7846666 32.0733507, 34.7847081 32.073192)",,,,,,
2676883972,5081734391,0,94906899,False,,cycleway,10.689,"LINESTRING (34.8180398 32.1222692, 34.8179263 32.1222683)",,,,,,
2676883972,1101796591,0,94906899,False,,cycleway,13.506,"LINESTRING (34.8180398 32.1222692, 34.8181801 32.122244)",,,,,,
2676893225,1123299796,0,94906899,False,,cycleway,26.685,"LINESTRING (34.8169174 32.1227643, 34.8167078 32.1229258)",,,,,,
2676893225,1172169600,0,94906899,False,,cycleway,5.993,"LINESTRING (34.8169174 32.1227643, 34.816963 32.1227267)",,,,,,
2676893226,1172169600,0,94906899,False,,cycleway,56.663,"LINESTRING (34.8174498 32.1224272, 34.816963 32.1227267)",,,,,,
2676893226,1123299790,0,94906899,False,,cycleway,14.653,"LINESTRING (34.8174498 32.1224272, 34.8175912 32.1223722)",,,,,,
2678400534,2673408965,0,261745843,True,שביל דוד בלוך,cycleway,54.029,"LINESTRING (34.7820643 32.0815415, 34.7825991 32.0817169)",,,,,,
2680578355,7097856461,0,759802872,False,,cycleway,14.184,"LINESTRING (34.7993662 32.1016816, 34.7992826 32.1017877)",,,,,,
2681821767,2681821793,0,155506560,True,,cycleway,5.974,"LINESTRING (34.7991136 32.0683381, 34.7991253 32.0683909)",,,,,,
2681821787,3663363304,0,167162490,True,,cycleway,4.239,"LINESTRING (34.7988754 32.0683785, 34.7988673 32.068341)",,,,,,
2681821793,4317375445,0,155506560,True,,cycleway,28.468,"LINESTRING (34.7991253 32.0683909, 34.7991812 32.0686425)",,,,,,
2686226147,2686226148,0,749189722,False,,cycleway,28.248,"LINESTRING (34.7924808 32.1031557, 34.7925214 32.102904)",,,,,,
