u,v,key,osmid,name,highway,maxspeed,oneway,length,geometry,lanes,tunnel,junction,access,bridge,service
540446999,540446996,0,43141422,,residential,30,False,24.499,"LINESTRING (34.7654742 32.0402007, 34.7654174 32.0399857)",,,,,,
540447008,540446909,0,43141302,שקד,residential,30,False,41.363,"LINESTRING (34.7647708 32.0403378, 34.7651981 32.0402531)",,,,,,
540447008,2711290046,0,43141302,שקד,residential,30,False,146.163,"LINESTRING (34.7647708 32.0403378, 34.7632749 32.0406841)",,,,,,
540447008,7704527945,0,43141425,שיק,residential,30,False,7.251,"LINESTRING (34.7647708 32.0403378, 34.7647893 32.0404011)",,,,,,
540447024,540447025,0,43141425,שיק,residential,30,False,45.536,"LINESTRING (34.7649598 32.0409859, 34.7644878 32.0410732)",,,,,,
540447024,7704527945,0,43141425,שיק,residential,30,False,66.983,"LINESTRING (34.7649598 32.0409859, 34.7647893 32.0404011)",,,,,,
540447025,540447026,0,43141425,שיק,residential,30,False,29.551,"LINESTRING (34.7644878 32.0410732, 34.76443 32.040812)",,,,,,
540447025,540447024,0,43141425,שיק,residential,30,False,45.536,"LINESTRING (34.7644878 32.0410732, 34.7649598 32.0409859)",,,,,,
540447026,540447025,0,43141425,שיק,residential,30,False,29.551,"LINESTRING (34.76443 32.040812, 34.7644878 32.0410732)",,,,,,
540447074,4060733724,0,43141437,"שז""ר",residential,30,False,10.029,"LINESTRING (34.7626491 32.0398888, 34.7626369 32.0397992)",,,,,,
540447074,540446456,0,43141437,"שז""ר",residential,30,False,100.96,"LINESTRING (34.7626491 32.0398888, 34.7628827 32.0407749)",,,,,,
540447075,540447221,0,43141437,"שז""ר",residential,30,False,78.623,"LINESTRING (34.7693465 32.0386856, 34.7685196 32.0387784)",,,,,,
540447221,540447075,0,43141437,"שז""ר",residential,30,False,78.623,"LINESTRING (34.7685196 32.0387784, 34.7693465 32.0386856)",,,,,,
540447221,540447393,0,43141437,"שז""ר",residential,30,False,30.418,"LINESTRING (34.7685196 32.0387784, 34.7682031 32.0388318)",,,,,,
540447221,2983710528,0,43141498,אירוס,residential,30,False,6.109,"LINESTRING (34.7685196 32.0387784, 34.7685009 32.0387258)",,,,,,
540447375,540447377,0,43141498,אירוס,residential,30,False,96.27,"LINESTRING (34.76833 32.038246, 34.767332 32.03843)",,,,,,
540447375,2983710528,0,43141498,אירוס,residential,30,False,55.73,"LINESTRING (34.76833 32.038246, 34.7685009 32.0387258)",,,,,,
540447377,540447375,0,43141498,אירוס,residential,30,False,96.27,"LINESTRING (34.767332 32.03843, 34.76833 32.038246)",,,,,,
540447393,540447221,0,43141437,"שז""ר",residential,30,False,30.418,"LINESTRING (34.7682031 32.0388318, 34.7685196 32.0387784)",,,,,,
540447393,4060733722,0,43141437,"שז""ר",residential,30,False,23.225,"LINESTRING (34.7682031 32.0388318, 34.7679666 32.0388904)",,,,,,
540447393,540447431,0,43141501,דקל,residential,30,False,89.964,"LINESTRING (34.7682031 32.0388318, 34.7683632 32.0396294)",,,,,,
540447431,540447432,0,43141501,דקל,residential,30,False,46.258,"LINESTRING (34.7683632 32.0396294, 34.768449 32.040039)",,,,,,
540447431,540447393,0,43141501,דקל,residential,30,False,89.964,"LINESTRING (34.7683632 32.0396294, 34.7682031 32.0388318)",,,,,,
540447431,540447433,0,43141502,דקל,residential,30,False,59.561,"LINESTRING (34.7683632 32.0396294, 34.7677493 32.0397563)",,,,,,
540447432,540447431,0,43141501,דקל,residential,30,False,46.258,"LINESTRING (34.768449 32.040039, 34.7683632 32.0396294)",,,,,,
540447433,540447431,0,43141502,דקל,residential,30,False,59.561,"LINESTRING (34.7677493 32.0397563, 34.7683632 32.0396294)",,,,,,
540447885,540447886,0,43141544,מנחם ארבר,residential,30,False,59.444,"LINESTRING (34.7667478 32.0422043, 34.7669174 32.0427192)",,,,,,
540447885,7704527935,0,43141544,מנחם ארבר,residential,30,False,116.037,"LINESTRING (34.7667478 32.0422043, 34.7664432 32.0411932)",,,,,,
540447885,540447893,0,43141548,יעקובוב אוריאל,residential,30,False,55.31,"LINESTRING (34.7667478 32.0422043, 34.7673043 32.0420465)",,,,,,
540447886,540447887,0,43141544,מנחם ארבר,residential,30,False,20.353,"LINESTRING (34.7669174 32.0427192, 34.7670284 32.0428762)",,,,,,
540447886,540447885,0,43141544,מנחם ארבר,residential,30,False,59.444,"LINESTRING (34.7669174 32.0427192, 34.7667478 32.0422043)",,,,,,
540447887,540447888,0,43141544,מנחם ארבר,residential,30,False,47.247,"LINESTRING (34.7670284 32.0428762, 34.7673774 32.0431812)",,,,,,
540447887,540447886,0,43141544,מנחם ארבר,residential,30,False,20.353,"LINESTRING (34.7670284 32.0428762, 34.7669174 32.0427192)",,,,,,
540447888,6824876061,0,43141544,מנחם ארבר,residential,30,False,16.402,"LINESTRING (34.7673774 32.0431812, 34.767492 32.0432922)",,,,,,
540447888,540447887,0,43141544,מנחם ארבר,residential,30,False,47.247,"LINESTRING (34.7673774 32.0431812, 34.7670284 32.0428762)",,,,,,
540447889,540447890,0,43141544,מנחם ארבר,residential,30,False,59.605,"LINESTRING (34.7676304 32.0434262, 34.7681671 32.0437097)",,,,,,
540447889,6824876061,0,43141544,מנחם ארבר,residential,30,False,19.804,"LINESTRING (34.7676304 32.0434262, 34.767492 32.0432922)",,,,,,
540447890,540447891,0,43141544,מנחם ארבר,residential,30,False,57.022,"LINESTRING (34.7681671 32.0437097, 34.7679306 32.0441817)",,,,,,
540447890,540447889,0,43141544,מנחם ארבר,residential,30,False,59.605,"LINESTRING (34.7681671 32.0437097, 34.7676304 32.0434262)",,,,,,
540447891,6824876057,0,43141544,מנחם ארבר,residential,30,False,14.638,"LINESTRING (34.7679306 32.0441817, 34.767985 32.044305)",,,,,,
540447891,540447890,0,43141544,מנחם ארבר,residential,30,False,57.022,"LINESTRING (34.7679306 32.0441817, 34.7681671 32.0437097)",,,,,,
540447893,6824876056,0,43141548,יעקובוב אוריאל,residential,30,False,56.437,"LINESTRING (34.7673043 32.0420465, 34.7678721 32.0418854)",,,,,,
540447893,540447885,0,43141548,יעקובוב אוריאל,residential,30,False,55.31,"LINESTRING (34.7673043 32.0420465, 34.7667478 32.0422043)",,,,,,
540447893,540447894,0,728292915,,service,30,False,95.989,"LINESTRING (34.7673043 32.0420465, 34.767606 32.042871)",,,,,,
540447894,540447893,0,728292915,,service,30,False,95.989,"LINESTRING (34.767606 32.042871, 34.7673043 32.0420465)",,,,,,
549230649,549230654,0,37557863,"מל""ן",residential,30,False,42.892,"LINESTRING (34.7684342 32.0688995, 34.7680832 32.0691451)",,,,,,
549230649,440060005,0,43513543,יום טוב,residential,30,True,34.391,"LINESTRING (34.7684342 32.0688995, 34.768673 32.0691334)",,,,,,
549230654,549230649,0,37557863,"מל""ן",residential,30,False,42.892,"LINESTRING (34.7680832 32.0691451, 34.7684342 32.0688995)",,,,,,
549230654,539638640,0,43076181,יחיא קאפח,residential,30,True,37.141,"LINESTRING (34.7680832 32.0691451, 34.7678546 32.068873)",,,,,,
549230654,440060016,0,208287117,"מל""ן",residential,30,False,46.58,"LINESTRING (34.7680832 32.0691451, 34.7676695 32.0693744)",,,,,,
549230993,5857411493,0,43513543,יום טוב,residential,30,True,7.882,"LINESTRING (34.7678418 32.0683634, 34.767898 32.0684159)",,,,,,
549230993,549237320,0,43513911,חיים חבשוש,residential,30,False,32.892,"LINESTRING (34.7678418 32.0683634, 34.7675495 32.0685251)",,,,,,
549231325,384683898,0,33628250,נג'ארה,residential,30,True,51.332,"LINESTRING (34.7692942 32.0699823, 34.7697284 32.0702611)",,,,,,
549231325,539625937,0,37557851,רבי עקיבא,residential,30,True,34.929,"LINESTRING (34.7692942 32.0699823, 34.7690673 32.0702307)",,,,,,
549232875,549233323,0,43513795,"תרמ""ב",residential,30,False,21.212,"LINESTRING (34.7658235 32.0690489, 34.7660218 32.0689586)",,,,,,
549232986,549232724,0,43513757,כנפי נשרים,residential,30,True,36.863,"LINESTRING (34.766735 32.0685861, 34.7665226 32.0683077)",,,,,,
549232986,549232988,0,43513795,"תרמ""ב",residential,30,False,30.635,"LINESTRING (34.766735 32.0685861, 34.7670067 32.0684348)",,,,,,
549232986,549233143,0,43513795,"תרמ""ב",residential,30,False,36.403,"LINESTRING (34.766735 32.0685861, 34.7664068 32.0687588)",,,,,,
549232988,440060015,0,37557855,נחליאל,residential,30,True,36.244,"LINESTRING (34.7670067 32.0684348, 34.7668086 32.0681554)",,,,,,
549232988,1628174335,0,43513795,"תרמ""ב",residential,30,False,37.089,"LINESTRING (34.7670067 32.0684348, 34.7673395 32.0682567)",,,,,,
549232988,549232986,0,43513795,"תרמ""ב",residential,30,False,30.635,"LINESTRING (34.7670067 32.0684348, 34.766735 32.0685861)",,,,,,
549233143,549236700,0,37557865,קהילת עדן,residential,30,False,39.211,"LINESTRING (34.7664068 32.0687588, 34.7666257 32.0690587)",,,,,,
549233143,549232986,0,43513795,"תרמ""ב",residential,30,False,36.403,"LINESTRING (34.7664068 32.0687588, 34.766735 32.0685861)",,,,,,
549233143,549233323,0,43513795,"תרמ""ב",residential,30,False,42.54,"LINESTRING (34.7664068 32.0687588, 34.7660218 32.0689586)",,,,,,
549233323,549233143,0,43513795,"תרמ""ב",residential,30,False,42.54,"LINESTRING (34.7660218 32.0689586, 34.7664068 32.0687588)",,,,,,
549233323,549232875,0,43513795,"תרמ""ב",residential,30,False,21.212,"LINESTRING (34.7660218 32.0689586, 34.7658235 32.0690489)",,,,,,
549233516,440059964,0,208287117,"מל""ן",residential,30,False,26.036,"LINESTRING (34.7666897 32.0698743, 34.7664535 32.0699958)",,,,,,
549233516,440060036,0,208287117,"מל""ן",residential,30,False,43.857,"LINESTRING (34.7666897 32.0698743, 34.7670884 32.0696708)",,,,,,
549233531,539655513,0,43076507,אלישיב,residential,30,False,26.263,"LINESTRING (34.7668958 32.0701573, 34.7666605 32.0702839)",,,,,,
549233531,539655506,0,43076507,אלישיב,residential,30,False,44.465,"LINESTRING (34.7668958 32.0701573, 34.7672968 32.0699465)",,,,,,
549236095,549236695,0,43513911,חיים חבשוש,residential,30,False,23.823,"LINESTRING (34.7660405 32.069393, 34.7662501 32.0692732)",,,,,,
549236100,549237407,0,43514481,ישכון,residential,30,False,24.072,"LINESTRING (34.7662656 32.0697122, 34.7664835 32.0695992)",,,,,,
549236695,549236700,0,43513911,חיים חבשוש,residential,30,False,42.679,"LINESTRING (34.7662501 32.0692732, 34.7666257 32.0690587)",,,,,,
549236695,549236095,0,43513911,חיים חבשוש,residential,30,False,23.823,"LINESTRING (34.7662501 32.0692732, 34.7660405 32.069393)",,,,,,
549236700,549237409,0,37557865,קהילת עדן,residential,30,False,44.37,"LINESTRING (34.7666257 32.0690587, 34.7668797 32.0693947)",,,,,,
549236700,549233143,0,37557865,קהילת עדן,residential,30,False,39.211,"LINESTRING (34.7666257 32.0690587, 34.7664068 32.0687588)",,,,,,
549236700,549236704,0,43513911,חיים חבשוש,residential,30,False,36.918,"LINESTRING (34.7666257 32.0690587, 34.7669504 32.0688729)",,,,,,
549236700,549236695,0,43513911,חיים חבשוש,residential,30,False,42.679,"LINESTRING (34.7666257 32.0690587, 34.7662501 32.0692732)",,,,,,
549236704,549232986,0,43513757,כנפי נשרים,residential,30,True,37.802,"LINESTRING (34.7669504 32.0688729, 34.766735 32.0685861)",,,,,,
549236704,549236716,0,43513911,חיים חבשוש,residential,30,False,30.106,"LINESTRING (34.7669504 32.0688729, 34.7672156 32.0687219)",,,,,,
549236704,549236700,0,43513911,חיים חבשוש,residential,30,False,36.918,"LINESTRING (34.7669504 32.0688729, 34.7666257 32.0690587)",,,,,,
549236716,549232988,0,37557855,נחליאל,residential,30,True,37.505,"LINESTRING (34.7672156 32.0687219, 34.7670067 32.0684348)",,,,,,
549236716,549237320,0,43513911,חיים חבשוש,residential,30,False,38.325,"LINESTRING (34.7672156 32.0687219, 34.7675495 32.0685251)",,,,,,
549236716,549236704,0,43513911,חיים חבשוש,residential,30,False,30.106,"LINESTRING (34.7672156 32.0687219, 34.7669504 32.0688729)",,,,,,
549237320,1628174335,0,43076181,יחיא קאפח,residential,30,True,35.809,"LINESTRING (34.7675495 32.0685251, 34.7673395 32.0682567)",,,,,,
549237320,549230993,0,43513911,חיים חבשוש,residential,30,False,32.892,"LINESTRING (34.7675495 32.0685251, 34.7678418 32.0683634)",,,,,,
549237320,549236716,0,43513911,חיים חבשוש,residential,30,False,38.325,"LINESTRING (34.7675495 32.0685251, 34.7672156 32.0687219)",,,,,,
549237407,549237409,0,43514481,ישכון,residential,30,False,43.713,"LINESTRING (34.7664835 32.0695992, 34.7668797 32.0693947)",,,,,,
549237407,549236100,0,43514481,ישכון,residential,30,False,24.072,"LINESTRING (34.7664835 32.0695992, 34.7662656 32.0697122)",,,,,,
549237409,440060036,0,37557865,קהילת עדן,residential,30,False,36.459,"LINESTRING (34.7668797 32.0693947, 34.7670884 32.0696708)",,,,,,
549237409,549236700,0,37557865,קהילת עדן,residential,30,False,44.37,"LINESTRING (34.7668797 32.0693947, 34.7666257 32.0690587)",,,,,,
549237409,549237411,0,43514481,ישכון,residential,30,False,36.813,"LINESTRING (34.7668797 32.0693947, 34.7672148 32.0692245)",,,,,,
549237409,549237407,0,43514481,ישכון,residential,30,False,43.713,"LINESTRING (34.7668797 32.0693947, 34.7664835 32.0695992)",,,,,,
549237411,549236704,0,43513757,כנפי נשרים,residential,30,True,46.36,"LINESTRING (34.7672148 32.0692245, 34.7669504 32.0688729)",,,,,,
549237411,549237413,0,43514481,ישכון,residential,30,False,29.093,"LINESTRING (34.7672148 32.0692245, 34.7674739 32.0690822)",,,,,,
549237411,549237409,0,43514481,ישכון,residential,30,False,36.813,"LINESTRING (34.7672148 32.0692245, 34.7668797 32.0693947)",,,,,,
549237413,549236716,0,37557855,נחליאל,residential,30,True,46.877,"LINESTRING (34.7674739 32.0690822, 34.7672156 32.0687219)",,,,,,
549237413,549237411,0,43514481,ישכון,residential,30,False,29.093,"LINESTRING (34.7674739 32.0690822, 34.7672148 32.0692245)",,,,,,
549237413,539638640,0,208287119,ישכון,residential,30,False,42.755,"LINESTRING (34.7674739 32.0690822, 34.7678546 32.068873)",,,,,,
549237566,1724608674,0,626024155,הרברט סמואל,residential,30,True,76.422,"LINESTRING (34.7635759 32.0695466, 34.7633546 32.0688854)",1,,,,,
549240225,902733160,0,626024155,הרברט סמואל,residential,30,True,53.782,"LINESTRING (34.7640252 32.070791, 34.7638673 32.0703262)",1,,,,,
549255028,6989554200,0,728292921,עופר כהן,residential,30,False,12.753,"LINESTRING (34.7729768 32.0466184, 34.7731118 32.0466106)",,,,,,
549255028,2050259987,0,728292921,עופר כהן,residential,30,False,12.754,"LINESTRING (34.7729768 32.0466184, 34.7728415 32.0466201)",,,,,,
549255983,1566055679,0,43518969,מבקיעים,residential,30,False,35.723,"LINESTRING (34.7753775 32.0467659, 34.7757187 32.046626)",,,,,,
549255983,1566055768,0,143105309,3957,residential,30,False,27.2,"LINESTRING (34.7753775 32.0467659, 34.7752665 32.0465401)",,,,,,
549255983,1566056505,0,143105309,3957,residential,30,False,8.679,"LINESTRING (34.7753775 32.0467659, 34.7754088 32.0468393)",,,,,,
549255983,1566055372,0,728292921,עופר כהן,residential,30,False,19.572,"LINESTRING (34.7753775 32.0467659, 34.7751727 32.046795)",,,,,,
549256213,924516880,0,43518958,,residential,30,True,5.295,"LINESTRING (34.7758257 32.0450894, 34.7758738 32.045114)",,,roundabout,,,
549256221,924516889,0,43518958,,residential,30,True,4.774,"LINESTRING (34.7759247 32.0452317, 34.7759093 32.0452726)",,,roundabout,,,
549256221,1566056539,0,43519032,עמיקם,residential,30,False,37.075,"LINESTRING (34.7759247 32.0452317, 34.7761002 32.0455301)",,,,,,
549256223,924516897,0,43518958,,residential,30,True,4.868,"LINESTRING (34.7757239 32.0453385, 34.7756779 32.0453186)",,,roundabout,,,
549256226,924516872,0,43518958,,residential,30,True,6.343,"LINESTRING (34.7756369 32.04528, 34.7756159 32.0452258)",,,roundabout,,,
549256536,1566055679,0,43518969,מבקיעים,residential,30,False,55.492,"LINESTRING (34.7762554 32.0464208, 34.7757187 32.046626)",,,,,,
549256536,1566055935,0,143105325,אסירי ציון,residential,30,False,57.414,"LINESTRING (34.7762554 32.0464208, 34.7765462 32.0468745)",,,,,,
549256536,1566055019,0,143105325,אסירי ציון,residential,30,False,13.244,"LINESTRING (34.7762554 32.0464208, 34.7762015 32.0463108)",,,,,,
549257035,1566056539,0,43519032,עמיקם,residential,30,False,60.274,"LINESTRING (34.7764308 32.0459941, 34.7761002 32.0455301)",,,,,,
549257035,2570301382,0,143105325,אסירי ציון,residential,30,False,18.218,"LINESTRING (34.7764308 32.0459941, 34.7762715 32.0460869)",,,,,,
549257035,1566056300,0,143105325,אסירי ציון,residential,30,False,24.39,"LINESTRING (34.7764308 32.0459941, 34.7766513 32.0458793)",,,,,,
549257375,2570301170,0,43519099,נס הרים,residential,30,False,15.661,"LINESTRING (34.7766709 32.045359, 34.7767991 32.0454486)",,,,,,
549258316,2705362011,0,43139231,3629,residential,30,False,29.834,"LINESTRING (34.7787419 32.0448539, 34.7785898 32.0450892)",,,,,,
549258316,549258509,0,43519174,שדרות הותיקים,residential,30,False,30.975,"LINESTRING (34.7787419 32.0448539, 34.7789942 32.0450324)",,,,,,
549258320,540425846,0,43139231,3629,residential,30,False,26.228,"LINESTRING (34.7784451 32.0452572, 34.7782214 32.0453975)",,,,,,
549258320,2705362011,0,43139231,3629,residential,30,False,23.13,"LINESTRING (34.7784451 32.0452572, 34.7785898 32.0450892)",,,,,,
549258509,1566055966,0,43519174,שדרות הותיקים,residential,30,False,16.78,"LINESTRING (34.7789942 32.0450324, 34.7791143 32.0451438)",,,,,,
549258509,549258316,0,43519174,שדרות הותיקים,residential,30,False,30.975,"LINESTRING (34.7789942 32.0450324, 34.7787419 32.0448539)",,,,,,
549258510,1566055250,0,43519174,שדרות הותיקים,residential,30,False,18.363,"LINESTRING (34.779356 32.045407, 34.77944 32.045556)",,,,,,
549258510,1566055011,0,43519174,שדרות הותיקים,residential,30,False,19.499,"LINESTRING (34.779356 32.045407, 34.7792308 32.0452674)",,,,,,
549258512,1566056503,0,43519174,שדרות הותיקים,residential,30,False,119.004,"LINESTRING (34.7800301 32.0466725, 34.7795139 32.0456958)",,,,,,
549258590,549258816,0,43519229,אלכסנדר זייד,residential,30,True,42.85,"LINESTRING (34.7802607 32.0465394, 34.7801465 32.0461664)",,,,,,
549258646,2657967882,0,43519229,אלכסנדר זייד,residential,30,True,5.191,"LINESTRING (34.7806178 32.0465087, 34.780563 32.0465134)",,,,,,
549258646,534365170,0,184820054,שדרות ישראל גורי,tertiary,30,False,15.32,"LINESTRING (34.7806178 32.0465087, 34.7806125 32.046371)",,,,,,
549258646,534365190,0,184820054,שדרות ישראל גורי,tertiary,30,False,19.845,"LINESTRING (34.7806178 32.0465087, 34.7806614 32.0466833)",,,,,,
549258816,1566055717,0,43519229,אלכסנדר זייד,residential,30,True,68.912,"LINESTRING (34.7801465 32.0461664, 34.7799356 32.045573)",,,,,,
549258820,1566056097,0,43519229,אלכסנדר זייד,residential,30,True,28.304,"LINESTRING (34.7797184 32.0451178, 34.7795915 32.0448871)",,,,,,
549258823,2657967895,0,43519990,קפלנסקי,residential,30,True,168.567,"LINESTRING (34.7790075 32.0439058, 34.780566 32.0431622)",,,,,,
549258823,1566056363,0,143105291,קפלנסקי,residential,30,False,35.548,"LINESTRING (34.7790075 32.0439058, 34.7786735 32.0440543)",,,,,,
549264940,2696085029,0,184820054,שדרות ישראל גורי,tertiary,30,False,21.909,"LINESTRING (34.7807441 32.0435275, 34.7806817 32.0433377)",,,,,,
549264940,1566056100,0,184820054,שדרות ישראל גורי,tertiary,30,False,19.076,"LINESTRING (34.7807441 32.0435275, 34.7807873 32.0436951)",,,,,,
549265002,1562944471,0,184820054,שדרות ישראל גורי,tertiary,30,False,17.994,"LINESTRING (34.7805099 32.0429798, 34.7804425 32.0428284)",,,,,,
549265002,2696085027,0,184820054,שדרות ישראל גורי,tertiary,30,False,10.374,"LINESTRING (34.7805099 32.0429798, 34.7805643 32.0430609)",,,,,,
549265025,2657949143,0,142816364,אנסקי,residential,30,True,3.435,"LINESTRING (34.7789318 32.0415063, 34.7789484 32.0414788)",,,,,,
549265025,1307099516,0,184820054,שדרות ישראל גורי,tertiary,30,False,28.868,"LINESTRING (34.7789318 32.0415063, 34.7786518 32.0414011)",,,,,,
549265025,1307099548,0,184820054,שדרות ישראל גורי,tertiary,30,False,25.779,"LINESTRING (34.7789318 32.0415063, 34.7791585 32.041636)",,,,,,
549265031,1307099511,0,184820054,שדרות ישראל גורי,tertiary,30,False,13.718,"LINESTRING (34.7780763 32.0412153, 34.7779398 32.0411725)",,,,,,
549265031,1562944348,0,184820054,שדרות ישראל גורי,tertiary,30,False,27.833,"LINESTRING (34.7780763 32.0412153, 34.7783585 32.041289)",,,,,,
549265046,1562944516,0,184820054,שדרות ישראל גורי,tertiary,30,False,14.693,"LINESTRING (34.7773614 32.0411264, 34.7772057 32.04112)",,,,,,
549265046,1307099514,0,184820054,שדרות ישראל גורי,tertiary,30,False,26.942,"LINESTRING (34.7773614 32.0411264, 34.7776466 32.0411426)",,,,,,
549265062,2696083649,0,184820054,שדרות ישראל גורי,tertiary,30,False,19.746,"LINESTRING (34.7765053 32.0411442, 34.7762998 32.0411787)",,,,,,
549265062,1307099497,0,184820054,שדרות ישראל גורי,tertiary,30,False,26.722,"LINESTRING (34.7765053 32.0411442, 34.7767869 32.0411164)",,,,,,
549265076,2657967909,0,142816360,היהודי זיס,residential,30,False,6.678,"LINESTRING (34.7762617 32.0411851, 34.7762704 32.0412447)",,,,,,
549265076,2657949128,0,142816360,היהודי זיס,residential,30,False,4.268,"LINESTRING (34.7762617 32.0411851, 34.7762398 32.0411515)",,,,,,
549265076,1307099482,0,184820054,שדרות ישראל גורי,tertiary,30,False,20.778,"LINESTRING (34.7762617 32.0411851, 34.7760493 32.0412351)",,,,,,
549265076,2696083649,0,184820054,שדרות ישראל גורי,tertiary,30,False,3.661,"LINESTRING (34.7762617 32.0411851, 34.7762998 32.0411787)",,,,,,
549265086,2696083658,0,184820054,שדרות ישראל גורי,tertiary,30,False,3.481,"LINESTRING (34.7755842 32.0413909, 34.7756178 32.0413779)",,,,,,
549268341,1980017299,0,43520242,בעל העקדה,residential,30,True,65.907,"LINESTRING (34.7779059 32.0506814, 34.7781001 32.0512508)",,,,,,
549268582,1571656374,0,43520242,בעל העקדה,residential,30,True,25.368,"LINESTRING (34.7788735 32.053131, 34.7789143 32.0533565)",,,,,,
549268582,1571656499,0,43520281,חזקיהו המלך,residential,30,True,78.212,"LINESTRING (34.7788735 32.053131, 34.778077 32.0533285)",,,,,,
549268886,1571656326,0,43520281,חזקיהו המלך,residential,30,True,50.892,"LINESTRING (34.7774367 32.0534706, 34.7769142 32.0535862)",,,,,,
549269036,1784523542,0,43520242,בעל העקדה,residential,30,True,15.022,"LINESTRING (34.7788085 32.0529085, 34.7788465 32.0530397)",,,,,,
549269036,1784523540,0,167046538,אריה דה מודינה,residential,30,True,8.204,"LINESTRING (34.7788085 32.0529085, 34.7788941 32.0529219)",,,,,,
549269124,1571656024,0,43520304,אריה דה מודינה,residential,30,True,53.116,"LINESTRING (34.7817256 32.0527932, 34.7811627 32.0528169)",,,,,,
549269607,549269609,0,43520350,"רלב""ג",residential,30,True,63.536,"LINESTRING (34.7776274 32.0519071, 34.7782652 32.051722)",,,,,,
549269607,1571656318,0,143609360,מקור חיים,residential,30,True,126.125,"LINESTRING (34.7776274 32.0519071, 34.7772899 32.0508095)",,,,,,
549269609,1571656371,0,43520242,בעל העקדה,residential,30,True,62.427,"LINESTRING (34.7782652 32.051722, 34.7784754 32.0522544)",,,,,,
549269609,1571656588,0,43520350,"רלב""ג",residential,30,True,51.428,"LINESTRING (34.7782652 32.051722, 34.7787885 32.0515909)",,,,,,
549269610,1571656695,0,43520366,"שח""ל",residential,30,True,28.688,"LINESTRING (34.7804858 32.0511911, 34.7804233 32.0509386)",,,,,,
552958460,597659121,0,42580204,מוטה גור,residential,30,False,87.542,"LINESTRING (34.8067257 32.1198842, 34.8075859 32.1195858)",,,,,,
552958460,3252652094,0,43691756,מבטחים,residential,30,False,30.32,"LINESTRING (34.8067257 32.1198842, 34.8066074 32.1196306)",,,,,,
552958460,531970812,0,43691759,מוטה גור,residential,30,True,31.106,"LINESTRING (34.8067257 32.1198842, 34.8064253 32.1200005)",,,,,,
552958495,335851700,0,30432952,קוממיות,residential,30,False,6.713,"LINESTRING (34.8071424 32.1183887, 34.8071335 32.1184486)",,,,,,
552958495,552958506,0,43691758,"ש""י",residential,30,False,67.379,"LINESTRING (34.8071424 32.1183887, 34.8078415 32.1185175)",,,,,,
552958495,7026332131,0,43693879,קוממיות,residential,30,True,42.92,"LINESTRING (34.8071424 32.1183887, 34.807181 32.1180041)",,,,,,
552958506,3252651830,0,43691758,"ש""י",residential,30,False,54.066,"LINESTRING (34.8078415 32.1185175, 34.8084017 32.1186238)",,,,,,
552958506,552958495,0,43691758,"ש""י",residential,30,False,67.379,"LINESTRING (34.8078415 32.1185175, 34.8071424 32.1183887)",,,,,,
552958506,552958616,0,43691761,שפייה,residential,30,False,138.219,"LINESTRING (34.8078415 32.1185175, 34.8079996 32.1172817)",,,,,,
552958506,552958605,0,43691761,שפייה,residential,30,False,49.53,"LINESTRING (34.8078415 32.1185175, 34.8076601 32.1189356)",,,,,,
552958515,3252651802,0,43691758,"ש""י",residential,30,False,9.185,"LINESTRING (34.8084716 32.1186135, 34.8085268 32.1185454)",,,,,,
552958515,3252651830,0,43691758,"ש""י",residential,30,False,6.682,"LINESTRING (34.8084716 32.1186135, 34.8084017 32.1186238)",,,,,,
552958528,3252651802,0,43691758,"ש""י",residential,30,False,129.518,"LINESTRING (34.8085771 32.1173814, 34.8085268 32.1185454)",,,,,,
552958528,552958647,0,43691762,יוסף אריכא,residential,30,False,64.389,"LINESTRING (34.8085771 32.1173814, 34.8092441 32.1175086)",,,,,,
552958528,552958616,0,43691762,יוסף אריכא,residential,30,False,55.506,"LINESTRING (34.8085771 32.1173814, 34.8079996 32.1172817)",,,,,,
552958605,552958506,0,43691761,שפייה,residential,30,False,49.53,"LINESTRING (34.8076601 32.1189356, 34.8078415 32.1185175)",,,,,,
552958605,3252651979,0,43691761,שפייה,residential,30,False,25.386,"LINESTRING (34.8076601 32.1189356, 34.8075563 32.1191463)",,,,,,
552958616,552958506,0,43691761,שפייה,residential,30,False,138.219,"LINESTRING (34.8079996 32.1172817, 34.8078415 32.1185175)",,,,,,
552958616,552958528,0,43691762,יוסף אריכא,residential,30,False,55.506,"LINESTRING (34.8079996 32.1172817, 34.8085771 32.1173814)",,,,,,
552958647,552958685,0,42580204,מוטה גור,residential,30,False,155.04,"LINESTRING (34.8092441 32.1175086, 34.8092234 32.1189028)",,,,,,
552958647,552958528,0,43691762,יוסף אריכא,residential,30,False,64.389,"LINESTRING (34.8092441 32.1175086, 34.8085771 32.1173814)",,,,,,
552958685,552958712,0,42580204,מוטה גור,residential,30,False,18.322,"LINESTRING (34.8092234 32.1189028, 34.8090775 32.1190118)",,,,,,
552958685,552958647,0,42580204,מוטה גור,residential,30,False,155.04,"LINESTRING (34.8092234 32.1189028, 34.8092441 32.1175086)",,,,,,
552958712,552958724,0,42580204,מוטה גור,residential,30,False,64.347,"LINESTRING (34.8090775 32.1190118, 34.8084681 32.1192735)",,,,,,
552958712,552958685,0,42580204,מוטה גור,residential,30,False,18.322,"LINESTRING (34.8090775 32.1190118, 34.8092234 32.1189028)",,,,,,
